file,livetime,date,time,spectral_temperature,spectral_temperature_error,datetime,Run,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,14 GHz,total
Run01.mca,92.962,5/20/2025,2:07:20 AM,108.5064219,10.1038271,5/20/2025 2:07,1,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.27,8.76,19.99,6.807,2,0.149,43,14.73,2002,302,0,2304
Run03.mca,90.007,5/20/2025,3:03:24 AM,117.0697969,13.65563313,5/20/2025 3:03,3,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.35,8.76,19.99,7.09,2,0.191,43,15.73,1994,0,0,1994
Run04.mca,90.027,5/20/2025,3:08:17 AM,128.8135006,9.767705167,5/20/2025 3:08,4,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.33,8.76,19.99,7.509,2,0.137,43,15.89,3005,0,0,3005
Run05.mca,90.02,5/20/2025,3:12:28 AM,112.2317725,7.920848152,5/20/2025 3:12,5,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.41,8.76,19.99,7.662,2,0.28,43,20.96,4021,0,0,4021
Run06.mca,93.956,5/20/2025,3:18:08 AM,87.10175107,9.829381424,5/20/2025 3:18,6,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.29,8.76,19.99,5.258,2,0.117,43,12.48,1007,0,0,1007
Run07.mca,90.004,5/20/2025,3:27:04 AM,100.7443275,11.20956702,5/20/2025 3:27,7,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.43,9.08,19.99,7.271,2,0.224,43,16.36,2005,0,0,2005
Run08.mca,91.003,5/20/2025,3:31:55 AM,86.06876093,7.873234054,5/20/2025 3:31,8,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.65,9.38,19.99,8.178,2,0.484,43,17.83,1993,0,0,1993
Run09.mca,92.003,5/20/2025,3:36:27 AM,101.1224015,10.72649972,5/20/2025 3:36,9,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.82,9.58,19.99,9,2,0.666,43,19.9,1995,0,0,1995
Run10.mca,90.006,5/20/2025,3:41:28 AM,94.07729357,8.462271888,5/20/2025 3:41,10,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.17,8.51,19.99,6.45,2,0.079,43,14.05,1993,0,0,1993
Run11.mca,112.78,5/20/2025,3:46:25 AM,113.6273871,10.30050537,5/20/2025 3:46,11,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,0.97,8.13,19.99,5.01,2,0.015,43,11.36,2008,0,0,2008
Run12.mca,98.929,5/20/2025,3:52:43 AM,98.2214453,11.24420773,5/20/2025 3:52,12,184.03,149.02,147.01,440,3.37,2.06,0.53,2.1,1.36,7.83,19.99,4.442,2,0.038,12,7.41,2002,0,0,2002
Run13.mca,92.966,5/20/2025,4:22:04 AM,113.4025378,10.14306514,5/20/2025 4:22,13,184.03,149.03,150.97,440,3.36,2.05,0.5,2.1,1.39,8.73,19.99,4.577,2,0.066,12,7.32,1996,0,0,1996
Run14.mca,93.945,5/20/2025,4:34:40 AM,103.0840688,11.59576543,5/20/2025 4:34,14,184.03,149.03,155,440,3.36,2.04,0.48,2.1,1.41,8.73,19.99,4.456,2,0.108,12,7.98,2009,0,0,2009
Run15.mca,92.983,5/20/2025,4:53:22 AM,66.05779531,7.506957412,5/20/2025 4:53,15,184.03,149.03,154.01,440,3.35,2.04,0.46,2.1,1.46,8.73,19.99,4.095,2,0.066,12,8.01,2007,0,0,2007
Run16.mca,91.035,5/20/2025,5:25:56 AM,90.0599153,8.121432385,5/20/2025 5:25,16,184.03,149.03,147.01,440,3.37,2.06,0.53,2.1,1.43,8.73,19.99,4.505,2,0.043,12,7.66,1995,0,0,1995
Run17.mca,103.847,5/21/2025,1:28:55 AM,112.4327556,13.35843845,5/21/2025 1:28,17,135,105,102,300,2.48,1.46,0.41,1.43,0.87,11.03,19.99,4.003,2,0.042,24,7.13,1996,0,0,1996
Run18.mca,91.015,5/21/2025,2:01:53 AM,36.62990476,12.28212466,5/21/2025 2:01,18,135.07,105,105.98,300,2.47,1.46,0.38,1.43,0.85,11.03,19.99,4.231,2,0.079,30,6.13,1999,0,0,1999
Run19.mca,90.016,5/21/2025,2:08:05 AM,25.1494003,7.108150888,5/21/2025 2:08,19,135.03,105,110,300,2.47,1.45,0.35,1.43,0.88,11.03,19.99,3.735,2,0.106,30,9.01,2006,0,0,2006
Run20.mca,98.904,5/21/2025,2:16:14 AM,31.90770437,8.698982885,5/21/2025 2:16,20,135,105,114.02,300,2.46,1.44,0.33,1.43,0.86,11.03,19.99,4.2,2,0.084,30,8.16,1979,0,0,1979
Run21.mca,91.984,5/21/2025,2:30:09 AM,97.48748797,11.95627892,5/21/2025 2:30,21,135.12,105,97.99,300,2.49,1.47,0.43,1.43,0.84,11.03,19.99,4.08,2,0.051,30,7.73,1991,0,0,1991
Run22.mca,93.01,5/21/2025,2:36:15 AM,101.6726999,10.9433399,5/21/2025 2:36,22,134.93,105,94.03,300,2.49,1.48,0.46,1.43,0.89,11.98,19.99,3.89,2,0.043,30,7.38,1997,0,0,1997
Run23.mca,100.907,5/21/2025,2:47:26 AM,109.300074,11.20342996,5/21/2025 2:47,23,134.9,105,90,300,2.5,1.49,0.49,1.43,0.87,11.98,19.99,4.3,2,0.01,30,6.54,2001,0,0,2001
Run24.mca,91.022,5/21/2025,2:52:54 AM,114.1618108,14.22258992,5/21/2025 2:52,24,135.16,105.01,85.99,299.99,2.51,1.5,0.51,1.43,0.92,11.98,19.99,3.9,2,0.055,31,7,2001,0,0,2001
Run25.mca,90.997,5/21/2025,3:22:09 AM,114.310897,10.90317677,5/21/2025 3:22,25,135.04,105,82.01,299.99,2.52,1.51,0.54,1.43,0.95,11.98,19.99,4,2,0.03,31,8,2005,0,0,2005
Run26.mca,90.011,5/21/2025,3:34:48 AM,94.26049821,8.431962401,5/21/2025 3:34,26,135,105,82.01,320,2.52,1.51,0.54,1.53,0.94,11.98,19.99,3.9,2,0.041,30,8,1997,0,0,1997
Run27.mca,96.932,5/21/2025,3:51:31 AM,108.4431506,8.512656382,5/21/2025 3:51,27,135,105,82.01,340,2.52,1.51,0.54,1.62,1.18,13.98,19.99,3.88,2,0,10,5.07,2000,0,0,2000
Run28.mca,112.746,5/21/2025,3:56:59 AM,119.292038,7.056415258,5/21/2025 3:56,28,135,105,82.01,360,2.52,1.51,0.54,1.72,1.32,13.98,19.99,4.25,2,0.01,10,6.41,2001,0,0,2001
Run29.mca,90.986,5/21/2025,4:17:09 AM,128.2366147,10.91943081,5/21/2025 4:17,29,144.92,114.83,92.01,360,2.7,1.61,0.56,1.72,1.53,13.98,19.99,4.1,2,0.1,10,8,1998,0,0,1998
Run30.mca,92.999,5/21/2025,4:33:59 AM,123.7090069,12.3455599,5/21/2025 4:33,30,154.99,124.63,92.01,360.01,2.9,1.79,0.65,1.72,1.4,8.01,19.99,2.005,2,0.006,14,3.82,2004,0,0,2004
Run31.mca,113.743,5/21/2025,4:55:40 AM,133.8365393,12.38483818,5/21/2025 4:55,31,155,125,102.02,360,2.88,1.78,0.59,1.72,1.3,8.78,19.99,4.1,2,0.02,14,7.98,2003,0,0,2003
Run32.mca,90.99,5/21/2025,5:01:37 AM,125.5229787,12.981032,5/21/2025 5:01,32,155,125,102.02,380.19,2.88,1.78,0.59,1.81,1.32,8.78,19.99,3.94,2,0.03,14,8,2008,0,0,2008
Run33.mca,115.739,5/21/2025,5:13:54 AM,149.6919253,13.87024008,5/21/2025 5:13,33,155,125,102.01,400,2.88,1.78,0.59,1.91,1.33,8.78,19.99,3.9,2,0.03,14,7,2010,0,0,2010
Run34.mca,100.889,5/21/2025,5:24:43 AM,127.9705811,9.577850024,5/21/2025 5:24,34,155,125,102.02,420,2.88,1.78,0.59,2.01,1.31,8.78,19.99,4,2,0.04,15,7,1997,0,0,1997
Run35.mca,91.988,5/21/2025,5:40:38 AM,120.6751009,7.440963163,5/21/2025 5:40,35,155,125,102.01,440,2.88,1.78,0.59,2.1,1.32,8.78,19.99,4.1,2,0.05,15,6.9,2003,0,0,2003
Run36.mca,90.97,5/21/2025,5:57:47 AM,144.3206439,10.11273176,5/21/2025 5:57,36,165.04,135.18,102.02,440,3.08,1.93,0.68,2.1,1.4,8.78,19.99,3.66,2,-0.004,14,6.7,1997,0,0,1997
Run37.mca,91.007,5/21/2025,6:07:11 AM,178.0906717,19.6218659,5/21/2025 6:07,37,165.03,145.47,92.01,440.01,3.11,2.11,0.79,2.1,1.53,8.78,19.99,3.4,2,0.01,14,7,1997,0,0,1997
Run38.mca,100.871,5/21/2025,6:25:45 AM,168.5747404,14.60476343,5/21/2025 6:25,38,165,152.42,84.51,440,3.12,2.22,0.87,2.1,1.77,8.78,19.99,2.43,2,0.01,14,6,1988,0,0,1988
Run39.mca,90.006,5/21/2025,6:33:16 AM,116.5625853,13.44077692,5/21/2025 6:33,39,165,149.04,87.99,440,3.12,2.17,0.84,2.1,1.47,8.78,19.99,3.07,2,0,14,7,1996,0,0,1996
Run40.mca,94.954,5/21/2025,6:37:05 AM,167.1096268,14.07183795,5/21/2025 6:37,40,164.85,149.02,98.33,440,3.09,2.14,0.77,2.1,1.43,8.78,19.99,3.1,2,-0.002,14,6.88,2006,0,0,2006
Run41.mca,91.958,5/21/2025,6:42:09 AM,130.3663591,9.841961781,5/21/2025 6:42,41,165.01,149.03,107.99,440,3.08,2.12,0.7,2.1,1.4,8.78,19.99,3.4,2,-0.002,14,7.1,2010,0,0,2010
Run42.mca,91.005,5/21/2025,6:47:39 AM,138.6599569,13.79178729,5/21/2025 6:47,42,165,149.03,117.99,440,3.06,2.1,0.64,2.1,1.4,8.78,19.99,3.84,2,-0.006,14,7.2,1993,0,0,1993
Run43.mca,96.915,5/21/2025,6:53:01 AM,130.4482091,11.04674587,5/21/2025 6:53,43,164.98,149.03,127.94,440.01,3.04,2.08,0.57,2.1,1.33,8.78,19.99,3.9,2,0.005,14,6.69,2006,0,0,2006
Run44.mca,92.973,5/21/2025,6:59:25 AM,92.89722018,9.499263245,5/21/2025 6:59,44,165.01,149.03,137.95,440,3.02,2.05,0.5,2.1,1.32,8.78,19.99,4.153,2,0.05,14,7.6,2004,0,0,2004
Run45.mca,91.969,5/21/2025,7:07:40 AM,110.5775667,10.99920162,5/21/2025 7:07,45,165,149.02,147.03,440,3.01,2.03,0.44,2.1,1.31,8.78,19.99,4.3,2,0.096,14,7.82,2001,0,0,2001
Run01.mca,128.561,7/9/2025,7:41:53 PM,-103.6408425,15.70076377,7/9/2025 19:41,1,165,110,140,360,2.99,1.49,0.31,1.72,2.2,8.3,12.5,3.2,2,0.27,16,3.41,0,495,100,595
Run02.mca,120,7/9/2025,7:49:58 PM,-129.6148055,25.64342052,7/9/2025 19:49,2,165,110,140,360,2.99,1.49,0.31,1.72,2.37,8.31,12.5,3.5,2,0.409,16,4.5,0,1000,100,1100
Run03.mca,120,7/9/2025,7:55:05 PM,37.66277744,13.5931874,7/9/2025 19:55,3,165,110,140,360,2.99,1.49,0.31,1.72,2.86,8.31,12.5,3.54,2,0.36,12,4.85,0,1492,100,1592
Run04.mca,120,7/9/2025,8:00:41 PM,45.19031675,15.09663363,7/9/2025 20:00,4,165,110,140,360,2.99,1.49,0.31,1.72,3.33,8.31,12.5,3.521,2,0.308,12,4.6,0,1785,99,1884
Run05.mca,120,7/9/2025,8:59:26 PM,32.5990601,10.60078363,7/9/2025 20:59,6,165,110,140,360,2.99,1.49,0.31,1.72,3.35,8.31,12.5,5.7,2,1.258,12,2.66,1498,0,1526,3024
Run06.mca,120,7/9/2025,9:14:18 PM,88.83783724,5.533298786,7/9/2025 21:14,6,165,110,140,360,2.99,1.49,0.31,1.72,3.35,8.31,12.5,5.7,2,1.258,12,2.66,1498,0,1526,3024
Run07.mca,120,7/9/2025,9:20:56 PM,80.03925501,5.777678719,7/9/2025 21:20,7,165,110,140,360,2.99,1.49,0.31,1.72,2.66,8.31,12.5,3.17,2,0.168,8,0.69,498,987,1500,2985
Run08.mca,120,7/9/2025,9:25:54 PM,90.89944232,5.890739599,7/9/2025 21:25,8,165,110,140,360,2.99,1.49,0.31,1.72,2.58,8.31,12.5,3.365,2,0.189,8,0.47,995,506,1504,3005
Run09.mca,120,7/9/2025,9:30:12 PM,105.5123269,9.240856277,7/9/2025 21:30,9,165,110,140,360,2.99,1.49,0.31,1.72,2.55,8.31,12.5,2.816,2,0.153,8,0.53,309,503,1491,2303
Run10.mca,120,7/9/2025,9:34:32 PM,95.41927168,7.731886806,7/9/2025 21:34,10,165,110,140,360,2.99,1.49,0.31,1.72,2.55,8.31,12.5,276,2,0.14,8,0.36,495,302,1488,2285
Run11.mca,120,7/9/2025,9:39:14 PM,103.9708218,8.866328561,7/9/2025 21:39,11,165,110,140,360,2.99,1.49,0.31,1.72,2.77,8.31,12.5,2.88,2,0.168,8,0.41,0,1476,1498,2974
Run12.mca,120,7/9/2025,9:44:42 PM,105.8023048,8.526947759,7/9/2025 21:44,12,165,110,140,360,2.99,1.49,0.31,1.72,2.58,8.31,12.5,3.6,2,0.3,8,0,1009,1015,994,3018
Run13.mca,120,7/9/2025,9:48:50 PM,107.7482306,9.497458841,7/9/2025 21:48,13,165,110,140,360,2.99,1.49,0.31,1.72,2.59,8.31,12.5,3.57,2,0.222,8,0.41,1504,506,991,3001
Run14.mca,120,7/9/2025,9:53:13 PM,105.2150415,7.670833524,7/9/2025 21:53,14,165,110,140,360,2.99,1.49,0.31,1.72,2.62,8.31,12.5,3.36,2,0.24,8,0.59,502,1476,1009,2987
Run15.mca,120,7/9/2025,9:57:09 PM,104.9502104,9.698481975,7/9/2025 21:57,15,165,110,140,360,2.99,1.49,0.31,1.72,2.51,8.31,12.5,2.9,2,0.17,8,0.44,253,763,997,2013
Run16.mca,120,7/9/2025,10:02:28 PM,95.33837945,8.781243454,7/9/2025 22:02,16,165,110,140,360,2.99,1.49,0.31,1.72,2.31,8.31,12.5,3.19,2,0.144,8,0.03,747,252,1007,2006
Run17.mca,120,7/9/2025,10:09:26 PM,99.84302186,7.746974854,7/9/2025 22:09,17,165,110,140,360,2.99,1.49,0.31,1.72,2.4,8.31,12.5,3.95,2,0.36,8,0.34,1011,1485,503,2999
Run18.mca,120,7/9/2025,10:13:47 PM,83.51179563,6.512340452,7/9/2025 22:13,18,165,110,140,360,2.99,1.49,0.31,1.72,2.49,8.31,12.5,3.844,2,0.285,8,0.44,1500,1014,499,3013
Run19.mca,120,7/9/2025,10:17:35 PM,134.3491633,16.3508855,7/9/2025 22:17,19,165,110,140,360,2.99,1.49,0.31,1.72,2.5,8.31,12.5,3.3,2,0.265,8,0.4,500,500,500,1500
Run21.mca,120,7/9/2025,10:28:22 PM,110.3482356,14.70324989,7/9/2025 22:28,21,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,12.5,3.16,2,0.213,8,0.19,751,508,248,1507
Run22.mca,120,7/9/2025,10:47:08 PM,136.9001197,14.07688316,7/9/2025 22:47,22,165,110,140,360,2.99,1.49,0.31,1.72,2.4,8.31,12.5,3.9,2,0.323,8,0.1,1547,303,205,2055
Run23.mca,120,7/9/2025,10:51:22 PM,161.3114186,26.21868294,7/9/2025 22:51,23,165,110,140,360,2.99,1.49,0.31,1.72,2.19,8.31,12.5,3.63,2,0.328,8,0.41,1000,393,148,1541
Run24.mca,120,7/9/2025,10:55:17 PM,40.92463603,15.12149514,7/9/2025 22:55,24,165,110,140,360,2.99,1.49,0.31,1.72,2.27,8.31,12.5,2.5,2,0.109,8,0.13,150,150,149,449
Run25.mca,120,7/9/2025,10:59:05 PM,61.14140664,29.68149587,7/9/2025 22:59,25,165,110,140,360,2.99,1.49,0.31,1.72,2.31,8.31,12.5,298,2,0.19,8,0.5,400,198,198,796
Run26.mca,120,7/9/2025,11:03:38 PM,41.16889193,13.19428584,7/9/2025 23:03,26,165,110,140,360,2.99,1.49,0.31,1.72,2.3,8.31,12.5,2.95,2,0.2,8,0.8,504,0,101,605
Run27.mca,120,7/9/2025,11:07:13 PM,51.3262411,17.13830117,7/9/2025 23:07,27,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,12.5,3.71,2,0.322,8,0.25,997,0,108,1105
Run28.mca,120,7/9/2025,11:11:20 PM,145.6222753,22.20019861,7/9/2025 23:11,28,165,110,140,360,2.99,1.49,0.31,1.72,2.38,8.31,12.5,3.77,2,0.288,8,0.31,1495,0,102,1597
Run29.mca,120,7/9/2025,11:15:50 PM,126.3332712,16.07209984,7/9/2025 23:15,29,165,110,140,360,2.99,1.49,0.31,1.72,2.58,8.31,12.5,4,2,0.38,8,0.53,1998,0,99,2097
Run30.mca,120,7/9/2025,11:20:32 PM,93.15012546,7.111375446,7/9/2025 23:20,30,165,110,140,360,2.99,1.49,0.31,1.72,2.46,8.31,12.5,3.889,2,0.3,8,0.72,2001,99,0,2100
Run31.mca,120,7/9/2025,11:24:23 PM,127.5396855,16.34117839,7/9/2025 23:24,31,165,110,140,360,2.99,1.49,0.31,1.72,2.28,8.31,12.5,3.76,2,0.25,8,0.75,1506,99,74,1679
Run32.mca,120,7/9/2025,11:27:36 PM,217.5732522,51.92402343,7/9/2025 23:27,32,165,110,140,360,2.99,1.49,0.31,1.72,2.2,8.31,12.5,3.72,2,0.365,8,0.88,1010,99,50,1159
Run33.mca,120,7/9/2025,11:30:43 PM,77.58833783,46.73156948,7/9/2025 23:30,33,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,12.5,2.7,2,0.16,8,1.31,506,100,0,606
Run34.mca,120,7/9/2025,11:35:39 PM,87.46105732,5.902785005,7/9/2025 23:35,34,165,110,140,360,2.99,1.49,0.31,1.72,2.49,8.31,12.5,4.04,2,0.35,8,0.69,1501,1481,143,3125
Run35.mca,120,7/9/2025,11:39:17 PM,43.24183701,10.04241346,7/9/2025 23:39,35,165,110,140,360,2.99,1.49,0.31,1.72,2.32,8.31,12.5,3.643,2,0.237,8,0.78,1601,0,0,1601
Run36.mca,120,7/9/2025,11:44:35 PM,40.31433412,22.65520195,7/9/2025 23:44,36,165,110,140,360,2.99,1.49,0.31,1.72,2.33,8.31,12.5,3.35,2,0.26,8,1.05,0,1579,0,1579
Run01.mca,300,10/13/2025,3:52:25 PM,51.10761117,32.93155827,10/13/2025 15:52,1,122,105,102,270,2.23,1.44,0.35,1.29,3.89,7.52,12.5,2.75,2,0.229,74,1.97,0,1012,0,1012
Run02.mca,300,10/13/2025,4:01:23 PM,46.22993225,14.57938714,10/13/2025 16:01,2,122,105,98,270,2.24,1.45,0.37,1.29,3.82,7.53,12.5,2.9,2,0.196,74,2.35,0,1015,0,1015
Run03.mca,300,10/13/2025,4:08:31 PM,60.02229888,16.13058943,10/13/2025 16:08,3,122,105,94,270,2.25,1.47,0.4,1.29,3.88,7.53,12.5,2.85,2,0.175,74,2.4,0,1012,0,1012
Run04.mca,301.989,10/13/2025,4:20:54 PM,31.3939477,11.42963689,10/13/2025 16:20,4,122,105,88,270,2.25,1.48,0.44,1.29,4,7.53,12.5,2.9,2,0.18,74,2.6,0,1013,0,1013
Run05.mca,240,10/13/2025,4:27:18 PM,-148.408413,56.28020139,10/13/2025 16:27,5,122,105,120,270,2.2,1.4,0.23,1.29,3.92,7.52,12.5,2.6,2,0.178,74,1.31,0,1008,0,1008
Run06.mca,240,10/13/2025,4:33:32 PM,-107.6541014,2.42164171,10/13/2025 16:33,6,122,105,125,270,2.19,1.39,0.2,1.29,4.25,7.53,12.5,1.33,2,0.127,74,0.94,0,1011,0,1011
Run07.mca,240,10/13/2025,4:47:23 PM,-121.1786106,1.969541044,10/13/2025 16:47,7,124,108,110,270,2.27,1.47,0.32,1.29,3.63,7.53,12.5,2.7,2,0.19,74,1.72,0,983,0,983
Run08.mca,240,10/13/2025,4:53:42 PM,22.12410424,6.284476752,10/13/2025 16:53,8,122,105,102,270,2.23,1.44,0.35,1.29,3.43,7.53,12.5,3.05,2,0.24,74,1.94,0,988,0,988
Run09.mca,240,10/13/2025,5:07:34 PM,-120.0875729,2.521321537,10/13/2025 17:07,9,120,103,105,270,2.17,1.39,0.3,1.29,3.3,7.52,12.5,3.64,2,0.316,74,2.28,0,986,0,986
Run10.mca,299.445939,10/13/2025,5:16:37 PM,-27.41230797,4.874837414,10/13/2025 17:16,10,120,103,105,270,2.17,1.39,0.3,1.29,3.3,7.52,12.5,3.64,2,0.316,74,2.28,0,986,0,986
Run11.mca,242.266,10/13/2025,5:27:36 PM,68.88391454,40.69396524,10/13/2025 17:27,11,122,105,102,275,2.23,1.44,0.35,1.31,3.54,7.52,12.5,2.7,2,0.205,74,1.9,0,991,0,991
Run12.mca,510.269,10/13/2025,5:51:36 PM,50.72195277,28.74636601,10/13/2025 17:51,12,122,105,102,301,2.23,1.44,0.35,1.44,3.52,7.52,12.5,2.75,2,0.22,74,1.88,0,992,0,992
Run01_test.mca,190.364817,10/14/2025,12:11:23 PM,-105.1791973,4.784905002,10/14/2025 12:11,3,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,19.99,4.193,2,0.031,13,4.44,2999,1189,0,4188
Run02_Janileesettings.mca,102.293854,10/14/2025,12:18:04 PM,111.4370721,10.94553362,10/14/2025 12:18,3,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,19.99,4.193,2,0.031,13,4.44,2999,1189,0,4188
Run03.mca,180,10/14/2025,12:23:04 PM,109.8189169,7.353129922,10/14/2025 12:23,3,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,19.99,4.193,2,0.031,13,4.44,2999,1189,0,4188
Run04.mca,180,10/14/2025,12:32:26 PM,115.4790453,8.635236243,10/14/2025 12:32,4,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,12.5,3.675,2,0.045,13,4.85,3002,1186,0,4188
Run05.mca,180,10/14/2025,12:40:31 PM,130.3337846,10.68048758,10/14/2025 12:40,5,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,12.5,4.004,2,0.035,13,4.38,3483,1013,0,4496
Run06.mca,180,10/14/2025,12:44:59 PM,110.5531203,7.946295201,10/14/2025 12:44,6,185,151,149,430,3.39,2.09,0.53,2.05,2.86,7.98,12.5,4.167,2,0.031,13,4.04,4017,1015,0,5032
Run07.mca,180,10/14/2025,12:51:28 PM,125.3848153,8.897843833,10/14/2025 12:51,6,185,151,149,430,3.39,2.09,0.53,2.05,2.86,7.98,12.5,4.167,2,0.031,13,4.04,4017,1015,0,5032
Run08.mca,180,10/14/2025,12:57:20 PM,132.5719001,8.313102707,10/14/2025 12:57,7,185,151,149,430,3.39,2.09,0.53,2.05,3.15,7.98,12.5,4.246,2,0.024,13,4.44,4491,1007,0,5498
Run09.mca,180,10/14/2025,1:03:31 PM,122.4184602,7.494173112,10/14/2025 13:03,8,185,151,149,430,3.39,2.09,0.53,2.05,3.54,7.98,12.5,4.83,2,0.039,13,5.38,5005,1012,0,6017
Run10.mca,180,10/14/2025,1:10:01 PM,123.9275901,7.96248625,10/14/2025 13:10,10,185,151,149,430,3.39,2.09,0.53,2.05,4.46,7.98,12.5,5.848,2,0.101,13,6.57,5501,1475,0,6976
Run11.mca,180,10/14/2025,1:16:33 PM,110.5868152,6.66945288,10/14/2025 13:16,11,185,151,149,430,3.39,2.09,0.53,2.05,5.54,7.98,12.5,5.74,2,0.186,13,7.76,5005,1482,0,6487
Run12.mca,180,10/14/2025,1:22:19 PM,125.8407573,8.607563382,10/14/2025 13:22,12,185,151,149,430,3.39,2.09,0.53,2.05,5.38,7.98,12.5,5.53,2,0.161,13,7.6,4504,1484,0,5988
Run13.mca,180,10/14/2025,1:27:44 PM,114.8415211,6.951744114,10/14/2025 13:27,13,185,151,149,430,3.39,2.09,0.53,2.05,4.75,7.98,12.5,5.291,2,0.106,13,6.88,4000,1491,0,5491
Run14.mca,180,10/14/2025,1:34:14 PM,112.9573819,7.139664444,10/14/2025 13:34,14,185,151,149,430,3.39,2.09,0.53,2.05,4.1,7.98,12.5,4.717,2,0.074,13,5.72,3516,1718,0,5234
Run15.mca,180,10/14/2025,1:43:20 PM,129.8526132,10.65062694,10/14/2025 13:43,15,185,151,149,430,3.39,2.09,0.53,2.05,3.45,7.98,12.5,4.634,2,0.044,13,4.75,3015,1735,0,4750
Run16.mca,180,10/14/2025,1:50:17 PM,119.3993754,8.662913823,10/14/2025 13:50,16,185,151,149,430,3.39,2.09,0.53,2.05,3.28,7.98,12.5,4.337,2,0.041,13,4.69,2497,1735,0,4232
Run17.mca,180,10/14/2025,1:55:27 PM,118.7157673,10.23043181,10/14/2025 13:55,17,185,151,149,430,3.39,2.09,0.53,2.05,3,7.98,12.5,3.917,2,0.029,13,4.54,2004,1735,0,3739
Run18.mca,180,10/14/2025,1:59:48 PM,99.39664637,10.08205125,10/14/2025 13:59,18,185,151,149,430,3.39,2.09,0.53,2.05,2.73,7.98,12.5,3.536,2,0.023,13,4.16,1502,1518,0,3020
Run19.mca,180,10/14/2025,2:04:28 PM,115.6756761,11.71224432,10/14/2025 14:04,19,185,151,149,430,3.39,2.09,0.53,2.05,2.42,7.98,12.5,3.273,2,0.019,13,3.63,1006,1521,0,2527
Run20.mca,180,10/14/2025,2:09:31 PM,75.06481404,9.03468978,10/14/2025 14:09,20,185,151,149,430,3.39,2.09,0.53,2.05,2.35,7.98,12.5,2.7,2,0.02,13,3.4,499,1516,0,2015
Run21.mca,180,10/14/2025,2:14:05 PM,110.4297209,12.10637419,10/14/2025 14:14,21,185,151,149,430,3.39,2.09,0.53,2.05,2.31,7.98,12.5,2.981,2,0.038,13,3.53,1002,1013,0,2015
Run22.mca,180,10/14/2025,2:18:34 PM,54.86072585,12.75649489,10/14/2025 14:18,22,185,151,149,430,3.39,2.09,0.53,2.05,2.55,7.98,12.5,2.535,2,0.024,13,2.06,498,506,0,1004
Run23.mca,180,10/14/2025,2:23:56 PM,39.94498517,18.78435575,10/14/2025 14:23,23,185,151,149,430,3.39,2.09,0.53,2.05,2.81,7.98,12.5,2.11,2,0.026,13,1.28,0,505,0,505
Run24.mca,180,10/14/2025,2:29:10 PM,30.90025363,11.14216871,10/14/2025 14:29,24,185,151,149,430,3.39,2.09,0.53,2.05,2.63,7.98,12.5,2.291,2,0.03,13,1.56,0,987,0,987
Run25.mca,180,10/14/2025,2:38:19 PM,119.5101671,19.55009493,10/14/2025 14:38,25,185,151,149,430,3.39,2.09,0.53,2.05,2.34,7.98,12.5,2.66,2,0.031,13,2.03,0,1484,0,1484
Run26.mca,180,10/14/2025,2:43:49 PM,27.28984141,9.006138166,10/14/2025 14:43,26,185,151,149,430,3.39,2.09,0.53,2.05,2.72,7.98,12.5,2.061,2,0.028,13,1,484,0,0,484
Run27.mca,180,10/14/2025,2:50:10 PM,128.3136005,19.76206751,10/14/2025 14:50,27,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,12.5,2.579,2,0.035,13,2.35,993,0,0,993
Run28.mca,180,10/14/2025,2:55:15 PM,90.34107763,9.938111296,10/14/2025 14:55,27,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,12.5,2.579,2,0.035,13,2.35,993,0,0,993
Run30.mca,179.532,10/14/2025,3:27:09 PM,106.5558938,16.42689626,10/14/2025 15:27,30,122,130,93,430,2.27,1.81,0.52,2.05,2.82,7.98,12.5,2.1,2,0.041,13,1.28,0,984,0,984
Run31.mca,179.982,10/14/2025,3:35:05 PM,112.9072564,4.258557973,10/14/2025 15:35,31,122,120,87,430,2.27,1.69,0.51,2.05,2.74,7.98,12.5,2.6,2,0.125,13,2,0,986,0,986
