Instructions:,,INJ,MID,EXT,SEXT (460A),Sum (G),Z,Sum (T),,,,,Originals:,Inj(185A),Mid(-146),Ext(152),Sextupoles(460),Sum(185+152+-146),,,Becr (18 GHz),Becr (28 GHz),,,
,,504.1815608,-404.2484956,4176.884891,0.050627828,4276.868584,51,0.427686858,,,,,,783.8116701,-737.7535044,6976.774763,0.050627828,7022.883557,,,0.64,1,,,
,,462.1956948,-369.571558,3791.977762,0.034437072,3884.636336,52,0.388463634,,,,,,718.5395256,-674.4680933,6333.852965,0.034437072,6377.958835,,,0.64,1,,,
,,418.252356,-333.6813518,3403.795514,0.019925549,3488.386444,53,0.348838644,,,,,,650.2242509,-608.968467,5685.460639,0.019925549,5726.736349,,,0.64,1,,,
,,372.4207681,-296.6046467,3012.521223,0.001343704,3088.338688,54,0.308833869,,,,,,578.973463,-541.3034803,5031.903581,0.001343704,5069.574907,,,0.64,1,,,
,,328.3055366,-261.0339315,2640.522926,0.028183462,2707.822714,55,0.270782271,,,,,,510.3909602,-476.3869249,4410.543788,0.028183462,4444.576007,,,0.64,1,,,
,,284.1985703,-225.6814866,2277.655904,0.059851974,2336.23284,56,0.233623284,,,,,,441.8213068,-411.868713,3804.436236,0.059851974,3834.448682,,,0.64,1,,,
,,244.5779959,-194.0304779,1951.768721,0.028486904,2002.344726,57,0.200234473,,,,,,380.2262961,-354.1056222,3260.097204,0.028486904,3286.246364,,,0.64,1,,,
,,205.7468045,-163.117165,1639.863814,0.040385965,1682.53384,58,0.168253384,,,,,,319.8584776,-297.6888261,2739.113184,0.040385965,2761.323222,,,0.64,1,,,
,,172.2183503,-136.4564833,1369.607241,0.03086974,1405.399978,59,0.140539998,,,,,,267.7344102,-249.033082,2287.695612,0.03086974,2306.42781,,,0.64,1,,,
,,142.2397821,-112.6796001,1129.764875,0.000467898,1159.325525,60,0.115932552,,,,,,221.129073,-205.6402702,1887.079791,0.000467898,1902.569061,,,0.64,1,,,
,,116.0545551,-91.89763227,920.8197952,0.008604459,944.9853225,61,0.094498532,,,,,,180.420947,-167.7131789,1538.072625,0.008604459,1550.788997,,,0.64,1,,,
,,93.37459808,-73.91935868,740.3776799,0.008619354,759.8415387,62,0.075984154,,,,,,145.1621903,-134.9028296,1236.674806,0.008619354,1246.942786,,,0.64,1,,,
,,74.10942275,-58.67864866,587.5594166,-0.014299928,602.9758908,63,0.060297589,,,,,,115.2121278,-107.0885338,981.4179267,-0.014299928,989.5272208,,,0.64,1,,,
,,56.57729376,-44.79731917,445.7878281,-0.00697282,457.5608299,64,0.045756083,,,,,,87.95629702,-81.75510749,744.612636,-0.00697282,750.8068527,,,0.64,1,,,
,,44.87197755,-35.51480734,354.7950023,-0.009564019,364.1426085,65,0.036414261,,,,,,69.7589567,-64.8145234,592.6246192,-0.009564019,597.5594885,,,0.64,1,,,
,,34.47227295,-27.27136881,272.9454826,-0.007428185,280.1389586,66,0.028013896,,,,,,53.59134871,-49.77024808,455.908938,-0.007428185,459.7226105,,,0.64,1,,,
,,26.13252476,-20.66187555,206.8869525,-0.004781249,212.3528204,67,0.021235282,,,,,,40.62619396,-37.70792287,345.5694151,-0.004781249,348.482905,,,0.64,1,,,
,,19.72724093,-15.58496019,156.141234,-0.003151475,160.2803633,68,0.016028036,,,,,,30.66839976,-28.44255234,260.8073359,-0.003151475,263.0300318,,,0.64,1,,,
,,14.83344506,-11.70524115,117.37104,-0.001991033,120.4972529,69,0.012049725,,,,,,23.06039779,-21.36206509,196.0483305,-0.001991033,197.7446722,,,0.64,1,,,
,,11.21872022,-8.839002849,88.73420052,-0.00123734,91.11268055,70,0.009111268,,,,,,17.44086757,-16.1311802,148.2153679,-0.00123734,149.523818,,,0.64,1,,,
,,8.466807064,-6.656408959,66.93054915,-0.000577139,68.74037012,71,0.006874037,,,,,,13.16268325,-12.14794635,111.7960821,-0.000577139,112.8102419,,,0.64,1,,,
,,6.460458869,-5.065018701,51.03141774,-0.000144201,52.42671371,72,0.005242671,,,,,,10.04357051,-9.243659129,85.23929117,-0.000144201,86.03905835,,,0.64,1,,,
,,4.97650119,-3.887926749,39.26787616,0.000218512,40.35666911,73,0.004035667,,,,,,7.73657748,-7.095466317,65.59029864,0.000218512,66.23162832,,,0.64,1,,,
,,3.904951845,-3.0380735,30.76936964,0.000459893,31.63670787,74,0.003163671,,,,,,6.070723457,-5.544484137,51.39499104,0.000459893,51.92169026,,,0.64,1,,,
,,3.106967282,-2.405329757,24.43576112,0.000624229,25.13802287,75,0.002513802,,,,,,4.83015922,-4.389726807,40.81577681,0.000624229,41.25683345,,,0.64,1,,,
,,2.485262421,-1.91250371,19.49581365,0.000739445,20.0693118,76,0.002006931,,,,,,3.863643259,-3.490319271,32.56443598,0.000739445,32.93849941,,,0.64,1,,,
,,2.029787819,-1.551589992,15.87091755,0.000775385,16.34989076,77,0.001634989,,,,,,3.155552491,-2.831651735,26.50966448,0.000775385,26.83434062,,,0.64,1,,,
,,1.687378038,-1.280319004,13.13941048,0.000782578,13.54725209,78,0.001354725,,,,,,2.623234765,-2.336582182,21.94714717,0.000782578,22.23458233,,,0.64,1,,,
,,1.416868067,-1.06599601,10.97433179,0.000764149,11.325968,79,0.001132597,,,,,,2.202694054,-1.945442719,18.330752,0.000764149,18.58876748,,,0.64,1,,,
,,1.208077677,-0.900477465,9.295516487,0.000729114,9.603845814,80,0.000960385,,,,,,1.878103952,-1.643371374,15.52657699,0.000729114,15.76203868,,,0.64,1,,,
,,1.041500079,-0.76821089,7.946637646,0.000690652,8.220617487,81,0.000822062,,,,,,1.619138779,-1.401984874,13.27350464,0.000690652,13.49134919,,,0.64,1,,,
,,0.910714383,-0.664050762,6.877101116,0.000646595,7.124411332,82,0.000712441,,,,,,1.415816477,-1.211892641,11.48702604,0.000646595,11.69159647,,,0.64,1,,,
,,0.802942465,-0.577719904,5.982249348,0.000605551,6.208077461,83,0.000620808,,,,,,1.2482719,-1.054338825,9.992328582,0.000605551,10.18686721,,,0.64,1,,,
,,0.714954208,-0.506517258,5.234817013,0.000566662,5.443820626,84,0.000544382,,,,,,1.111483433,-0.924393995,8.743870176,0.000566662,8.931526276,,,0.64,1,,,
,,0.643728028,-0.447824524,4.607543865,0.000529892,4.803977261,85,0.000480398,,,,,,1.000753657,-0.817279756,7.696117225,0.000529892,7.880121018,,,0.64,1,,,
,,0.583062723,-0.396300302,4.043434602,0.000490598,4.230687621,86,0.000423069,,,,,,0.906442048,-0.723248052,6.753868786,0.000490598,6.937553381,,,0.64,1,,,
,,0.536000118,-0.354150817,3.56603648,0.000455816,3.748341597,87,0.000374834,,,,,,0.833277494,-0.646325241,5.956456538,0.000455816,6.143864608,,,0.64,1,,,
,,0.497087927,-0.316150159,3.11633952,0.000422106,3.297699394,88,0.00032977,,,,,,0.772783753,-0.576974041,5.205314363,0.000422106,5.401546181,,,0.64,1,,,
,,0.469037764,-0.284259765,2.71600765,0.000392327,2.901177976,89,0.000290118,,,,,,0.729176355,-0.51877407,4.536628162,0.000392327,4.747422775,,,0.64,1,,,
,,0.452088986,-0.257797609,2.354479997,0.000368616,2.549139989,90,0.000254914,,,,,,0.702827415,-0.470480637,3.932757797,0.000368616,4.16547319,,,0.64,1,,,
,,0.445916372,-0.235755509,2.018161025,0.000349343,2.228671231,91,0.000222867,,,,,,0.693231335,-0.430253805,3.370994239,0.000349343,3.634321113,,,0.64,1,,,
,,0.452343875,-0.219969873,1.730476163,0.000337734,1.963187899,92,0.000196319,,,,,,0.703223672,-0.401445018,2.890465679,0.000337734,3.192582066,,,0.64,1,,,
,,0.470348068,-0.209708426,1.484558549,0.000333639,1.74553183,93,0.000174553,,,,,,0.731213384,-0.382717878,2.479702191,0.000333639,2.828531336,,,0.64,1,,,
,,0.496571451,-0.204888925,1.293715026,0.00033674,1.585734292,94,0.000158573,,,,,,0.771980828,-0.373922288,2.160930593,0.00033674,2.559325872,,,0.64,1,,,
,,0.528944205,-0.203952698,1.141139926,0.000346247,1.46647768,95,0.000146648,,,,,,0.822308218,-0.372213674,1.906079877,0.000346247,2.356520668,,,0.64,1,,,
,,0.56302936,-0.205874683,1.028760816,0.000360421,1.386275914,96,0.000138628,,,,,,0.875297745,-0.375721297,1.718369714,0.000360421,2.218306583,,,0.64,1,,,
,,0.595371986,-0.209225083,0.947627953,0.000379341,1.334154197,97,0.000133415,,,,,,0.925578298,-0.381835777,1.582851087,0.000379341,2.126972949,,,0.64,1,,,
,,0.622747492,-0.212785321,0.89124565,0.000398305,1.301606126,98,0.000130161,,,,,,0.968136858,-0.388333211,1.488674052,0.000398305,2.068876004,,,0.64,1,,,
,,0.644466676,-0.215871742,0.851278637,0.000416374,1.280289944,99,0.000128029,,,,,,1.001901975,-0.39396593,1.421915965,0.000416374,2.030268385,,,0.64,1,,,
,,0.660275619,-0.218070632,0.822018494,0.000432567,1.264656047,100,0.000126466,,,,,,1.026478903,-0.397978904,1.37304188,0.000432567,2.001974446,,,0.64,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
