Date,Time,Detector,Comments,Action,Gain,Run,CSD,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Xenon %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,14 GHz,18 GHz refl,JYB Bmin (T),JYB Ts
1/8/26,3:26:54 PM,,,,125,165,15:29:43,122,104,77,430,2.27,1.49,0.51,2.05,1.62,8.63,,12.5,1.36,2,0.032,158,-0.19,,997,,5,,
1/8/26,3:38:13 PM,,,,125,166,15:40:23,122,92,68,430,2.28,1.33,0.51,2.05,1.51,8.63,,12.5,1.7,2,0.05,158,-0.16,,994,,5,,
1/8/26,3:48:23 PM,,,,125,167,15:50:23,122,92,68,385,2.28,1.33,0.51,1.84,1.53,8.63,,12.5,1.75,2,0.038,176,0.015,,998,,5,,
1/8/26,3:58:52 PM,,,,125,168,16:01:41,122,104,77,385,2.28,1.48,0.51,1.84,1.47,8.63,,12.5,2.2,2,0.094,176,0.84,,995,,5,,
1/8/26,4:12:16 PM,,,,125,169,16:14:09,122,116,86,385,2.27,1.64,0.51,1.84,1.31,8.63,,12.5,2.6,2,0.07,176,1.22,,998,,5,,
1/8/26,4:26:32 PM,,,,125,170,16:28:49,122,128,93,385,2.27,1.79,0.51,1.84,1.3,8.63,,12.5,2.48,2,0.073,176,1.44,,992,,5,,
1/8/26,4:50:14 PM,,,,125,171,16:52:54,122,140,100,385,2.26,1.95,0.52,1.84,1.25,8.63,,12.5,2.6,2,0.086,176,1.7,,999,,5,,
1/8/26,4:58:29 PM,,adjusting bias to get stability,,125,172,17:01:02,122,140,100,340,2.26,1.95,0.52,1.62,1.32,8.63,,12.5,2.4,2,0.063,135,1.56,,997,,5,,
1/8/26,5:06:36 PM,,"negative bias usually indicates instability, but not always",,125,173,17:08:41,122,128,93,340,2.27,1.8,0.52,1.62,1.31,8.63,,12.5,2.25,2,0.06,135,1.19,,995,,5,,
1/8/26,5:14:50 PM,,,,125,174,17:17:09,122,116,86,340,2.27,1.64,0.51,1.62,1.38,8.63,,12.5,2.1,2,0.056,135,0.91,,999,,5,,
1/8/26,5:22:01 PM,,,,125,175,17:24:24,122,104,77,340,2.28,1.49,0.51,1.62,1.44,8.63,,12.5,1.948,2,0.042,135,0.66,,1000,,5,,
1/8/26,5:31:59 PM,,"starting around here, the total counts have been higher than input counts. lots of stuff at very low energy that probably needs to be filtered out",,125,176,17:35:37,122,92,68,340,2.28,1.33,0.51,1.62,1.45,8.63,,12.5,1.73,2,0.036,189,-0.09,,998,,5,,
1/8/26,5:46:29 PM,,,,125,177,17:49:58,122,92,68,295,2.28,1.33,0.51,1.41,1.45,8.63,,12.5,1.75,2,0.031,189,-0.16,,1003,,5,,
1/8/26,5:59:44 PM,,,,125,178,18:03:59,122,104,77,295,2.28,1.49,0.51,1.41,1.49,8.63,,12.5,1.6,2,0.034,189,-0.13,,1007,,5,,
1/8/26,6:11:02 PM,,,,125,179,18:13:30,122,116,86,295,2.27,1.64,0.51,1.41,1.33,8.63,,12.5,2.339,2,0.078,189,1.16,,1007,,6,,
1/8/26,6:23:23 PM,,,,125,180,18:26:02,122,128,93,295,2.27,1.79,0.51,1.41,1.34,8.63,,12.5,2.23,2,0.062,189,1.38,,1006,,5,,
1/8/26,6:34:43 PM,,,,125,181,18:37:29,122,140,100,295,2.26,1.95,0.52,1.41,1.28,8.63,,12.5,2.27,2,0.043,174,1.66,,1006,,5,,
1/9/26,10:22:50 AM,SDD,Bmin vs Bext; ONLY OXYGEN,,125,182,10:24:57,122,145,150,295,2.18,1.91,0.21,1.41,1.73,8.63,0,12.5,0.996,2,0.032,105,-0.175,,992,,5,,
1/9/26,10:38:03 AM,,,WITH XENON,125,183,10:41:13,122,145,150,295,2.18,1.91,0.21,1.41,1.67,8.63,6.98,12.5,0.972,2,-0.008,105,-0.16,,986,,5,,
1/9/26,11:13:19 AM,,,,125,184,11:14:59,121,143.5,137,295,2.18,1.91,0.29,1.41,1.44,8.63,6.98,12.5,1.457,2,-0.01,105,-0.16,,992,,5,,
1/9/26,11:24:25 AM,,,,125,185,11:28:33,120,141,122,295,2.19,1.91,0.37,1.41,1.4,8.63,6.98,12.5,1.548,2,-0.01,105,0.23,,983,,5,,
1/9/26,11:48:55 AM,,can i make Bmin higher here? more than 0.61,,125,186,11:50:33,119,139.5,108,295,2.19,1.92,0.45,1.41,1.25,8.63,6.98,12.5,1.9,2,-0.003,105,1.13,,989,,5,,
1/9/26,11:58:14 AM,,"after adding Xe, make sure spectra look like janilee's",,125,187,12:00:14,117.5,138,95,295,2.19,1.93,0.53,1.41,1.32,8.63,6.98,12.5,1.693,2,-0.01,105,1.09,,990,,5,,
1/9/26,12:07:16 PM,,see effect on plasma size (Extr I) with other parameters,,125,188,12:09:20,116,135.5,80,295,2.18,1.92,0.61,1.41,1.35,8.63,6.98,12.5,1.489,2,-0.011,105,1.06,,985,,5,,
1/9/26,12:24:37 PM,,,,125,189,12:27:12,122,130,141,295,2.18,1.71,0.2,1.41,1.71,8.63,6.98,12.5,1.127,2,-0.002,105,-0.16,,992,,5,,
1/9/26,12:34:37 PM,,,,125,190,12:38:12,121,128.5,126.5,295,2.19,1.72,0.29,1.41,1.43,8.63,6.98,12.5,1.393,2,-0.011,105,-0.16,,986,,5,,
1/9/26,12:41:12 PM,,,,125,191,12:43:46,119.5,126.5,112.5,295,2.18,1.73,0.37,1.41,1.37,8.63,6.98,12.5,1.313,2,-0.012,105,-0.16,,986,,5,,
1/9/26,12:52:05 PM,,,,125,192,12:54:09,118.5,124.5,98,295,2.19,1.73,0.45,1.41,1.41,8.63,6.98,12.5,1.497,2,-0.009,105,-0.16,,986,,5,,
1/9/26,1:02:40 PM,,,,125,193,13:06:35,116.8,122.5,84,295,2.18,1.73,0.52,1.41,1.44,8.63,6.98,12.5,1.35,2,-0.009,105,-0.13,,991,,5,,
1/9/26,1:27:59 PM,,,,125,194,13:31:39,116,120,69,295,2.19,1.72,0.61,1.41,1.46,8.63,6.98,12.5,1.169,2,0.09,105,-0.13,,989,,5,,
1/9/26,1:49:09 PM,,,,125,195,13:51:23,115.5,104,58,295,2.19,1.52,0.61,1.41,1.41,8.63,6.98,12.5,1.367,2,0.061,105,0.25,,987,,5,,
1/9/26,2:01:33 PM,,,,125,196,14:03:54,116.5,106,70.5,295,2.19,1.52,0.54,1.41,1.37,8.63,6.98,12.5,1.771,2,0.074,105,0.78,,985,,5,,
1/9/26,2:15:40 PM,,,,125,197,14:18:25,118,107.5,85.5,295,2.19,1.51,0.45,1.41,1.23,8.63,6.98,12.5,2.045,2,0.093,105,0.75,,992,,5,,
1/9/26,2:23:27 PM,,,,125,198,14:25:32,119,110,99,295,2.19,1.52,0.38,1.41,1.16,8.63,6.98,12.5,2.491,2,0.154,105,0.81,,990,,6,,
1/9/26,2:34:10 PM,,,,125,199,14:36:15,120,112,114,295,2.18,1.52,0.29,1.41,1.08,8.63,6.98,12.5,2.805,2,0.185,105,0.96,,985,,5,,
1/9/26,2:45:35 PM,,,,125,200,14:47:48,121.5,114,128,295,2.19,1.52,0.22,1.41,1.2,8.63,6.98,12.5,2,2,0.153,105,0.81,,988,,5,,
1/9/26,2:54:58 PM,,,,125,201,14:57:10,121.5,99,120.5,295,2.18,1.32,0.2,1.41,1.3,8.63,6.98,12.5,1.72,2,0.155,105,0.69,,985,,5,,
1/9/26,3:05:23 PM,,,,125,202,15:07:40,120.5,97,105,295,2.19,1.32,0.29,1.41,1.04,8.63,6.98,12.5,2.67,2,0.148,105,0.81,,991,,5,,
1/9/26,3:11:47 PM,,,,125,203,15:13:53,119,95,90.5,295,2.19,1.32,0.37,1.41,1.06,8.63,6.98,12.5,2.4,2,0.081,105,0.63,,988,,5,,
1/9/26,3:19:22 PM,,,,125,204,15:21:20,117.5,93,76,295,2.18,1.32,0.45,1.41,1.14,8.63,6.98,12.5,2,2,0.05,105,0.61,,986,,5,,
1/9/26,3:29:56 PM,,,,125,205,15:32:04,116,90.5,60,295,2.18,1.32,0.53,1.41,1.23,8.63,6.98,12.5,1.8,2,0.054,161,0.77,,989,,5,,
1/9/26,3:37:29 PM,,,,125,206,15:40:07,115,89,47,295,2.18,1.33,0.61,1.41,1.3,8.63,6.98,12.5,1.56,2,0.041,93,0.53,,986,,5,,
1/9/26,3:54:18 PM,,,,125,207,15:57:39,115,72,37,295,2.19,1.11,0.6,1.41,1.54,8.63,6.98,12.5,1.3,2,0.054,105,-0.16,,988,,6,,
1/9/26,4:23:10 PM,,"very unstable source, took averages of everything; no data; tripped klystron twice so skipped",,125,,,116,73,49,295,2.19,1.1,0.53,1.41,1.6,8.63,6.98,12.5,1.75,2,0.07,143,-0.13,,988,,5,,
1/9/26,4:41:38 PM,,,,125,208,16:44:00,117,75,61,295,2.19,1.1,0.46,1.41,1.35,8.63,6.98,12.5,1.7,2,0.047,143,-0.13,,989,,5,,
1/9/26,4:49:13 PM,,,,125,209,16:51:09,118,77,75.5,295,2.18,1.1,0.38,1.41,1.26,8.63,6.98,12.5,1.9,2,0.1,143,-0.16,,991,,5,,
1/9/26,4:57:22 PM,,,,125,210,16:59:22,120,80,91,295,2.19,1.11,0.3,1.41,1.27,8.63,6.98,12.5,1.9,2,0.1,143,-0.13,,991,,6,,
1/9/26,5:07:56 PM,,,,125,211,17:10:06,121,81.5,106,295,2.19,1.1,0.21,1.41,1.38,8.63,6.98,12.5,1.62,2,0.121,143,-0.13,,992,,5,,
1/10/26,1:24:02 PM,SDD,18 vs 28 ratios,,125,212,13:31:25,185,151,149,430,3.39,2.09,0.53,2.05,1.24,8.63,0,12.5,1.811,2,--0.013,143,-0.16,0,498,,2,,
1/10/26,1:37:47 PM,,,WITH XENON,125,213,13:39:59,185,151,149,430,3.39,2.09,0.53,2.05,1.2,8.63,6.99,12.5,1.817,2,-0.013,143,-0.19,,498,,2,,
1/10/26,2:15:54 PM,,,,125,214,14:18:06,185,151,149,430,3.39,2.09,0.53,2.05,1.23,8.63,6.99,12.5,2.064,2,-0.011,143,-0.16,0,1012,,5,,
1/10/26,2:58:11 PM,,,,125,215,15:00:40,185,151,149,430,3.39,2.09,0.53,2.05,1.29,8.63,6.99,12.5,2.181,2,-0.009,143,-0.16,0,1479,,10,,
1/10/26,3:12:53 PM,,,,125,216,15:15:29,185,151,149,430,3.39,2.09,0.53,2.05,1.38,8.63,6.99,12.5,2.248,2,-0.011,143,-0.16,493,1479,,10,,
1/10/26,3:21:19 PM,,,,125,217,15:24:44,185,151,149,430,3.39,2.09,0.53,2.05,1.35,8.63,6.99,12.5,2.495,2,-0.012,143,-0.16,994,1484,,10,,
1/10/26,3:27:34 PM,,,,125,218,15:30:28,185,151,149,430,3.39,2.09,0.53,2.05,1.39,8.63,6.99,12.5,2.448,2,-0.011,143,-0.16,1497,1480,,10,,
1/10/26,3:35:22 PM,,,,125,219,15:37:53,185,151,149,430,3.39,2.09,0.53,2.05,1.42,8.63,6.99,12.5,2.431,2,-0.011,143,-0.16,1743,1721,,12,,
1/10/26,3:42:21 PM,,,,125,220,15:43:51,185,151,149,430,3.39,2.09,0.53,2.05,1.49,8.63,6.99,12.5,2.462,2,-0.011,143,-0.13,1998,1721,,12,,
1/10/26,3:47:18 PM,,,,125,221,15:51:26,185,151,149,430,3.39,2.09,0.53,2.05,1.56,8.63,6.99,12.5,2.667,2,-0.01,143,-0.16,2504,1719,,12,,
1/10/26,4:00:09 PM,,,,125,222,16:03:14,185,151,149,430,3.39,2.09,0.53,2.05,1.57,8.63,6.99,12.5,2.743,2,0.042,143,-0.16,2993,1725,,12,,
1/10/26,4:12:16 PM,,,,125,223,16:15:04,185,151,149,430,3.39,2.09,0.53,2.05,1.62,8.63,6.99,12.5,2.8,2,0.008,143,-0.16,3499,1723,,12,,
1/10/26,4:17:40 PM,,,,125,224,16:22:44,185,151,149,430,3.39,2.09,0.53,2.05,1.71,8.63,6.99,12.5,2.912,2,0.034,143,-0.16,4012,1528,,11,,
1/10/26,4:25:36 PM,,,,125,225,16:27:38,185,151,149,430,3.39,2.09,0.53,2.05,1.87,8.63,6.99,12.5,2.929,2,0.008,143,-0.13,4516,1521,,11,,
1/10/26,4:30:43 PM,,,,125,226,16:32:48,185,151,149,430,3.39,2.09,0.53,2.05,1.96,8.63,6.99,12.5,2.915,2,0.015,143,-0.16,5021,1526,,11,,
1/10/26,4:34:25 PM,,,,125,227,16:36:26,185,151,149,430,3.39,2.09,0.53,2.05,2.01,8.63,6.99,12.5,2.745,2,0.014,143,-0.16,5479,1519,,10,,
1/10/26,4:37:24 PM,,,,125,228,16:39:38,185,151,149,430,3.39,2.09,0.53,2.05,2.03,8.63,6.99,12.5,2.71,2,0.013,143,-0.13,5518,1013,,6,,
1/10/26,4:41:23 PM,,,,125,229,16:43:26,185,151,149,430,3.39,2.09,0.53,2.05,1.75,8.63,6.99,12.5,2.691,2,0.017,143,-0.16,4973,1009,,6,,
1/10/26,4:45:04 PM,,,,125,230,16:47:05,185,151,149,430,3.39,2.09,0.53,2.05,1.49,8.63,6.99,12.5,2.579,2,0.018,143,-0.016,4496,1013,,6,,
1/10/26,4:48:29 PM,,,,125,231,16:50:31,185,151,149,430,3.39,2.09,0.53,2.05,1.43,8.63,6.99,12.5,2.627,2,0.014,143,-0.16,3987,1012,,6,,
1/10/26,4:54:06 PM,,,,125,232,16:56:38,185,151,149,430,3.39,2.09,0.53,2.05,1.31,8.63,6.99,12.5,2.591,2,0.016,143,-0.16,3509,1006,,6,,
1/10/26,4:59:49 PM,,,,125,233,17:01:49,185,151,149,430,3.39,2.09,0.53,2.05,1.27,8.63,6.99,12.5,2.444,2,0.01,143,-0.13,2993,1009,,6,,
1/10/26,5:05:44 PM,,,,125,234,17:08:12,185,151,149,430,3.39,2.09,0.53,2.05,1.21,8.63,6.99,12.5,2.32,2,0.016,143,-0.16,2491,1006,,6,,
1/10/26,5:12:21 PM,,,,125,235,17:14:32,185,151,149,430,3.39,2.09,0.53,2.05,1.17,8.63,6.99,12.5,2.145,2,0.006,143,-0.16,1991,1008,,6,,
1/10/26,5:17:30 PM,,,,125,236,17:19:44,185,151,149,430,3.39,2.09,0.53,2.05,1.15,8.63,6.99,12.5,2.202,2,0.08,143,-0.13,1501,1479,,10,,
1/10/26,5:22:30 PM,,,,125,237,17:24:31,185,151,149,430,3.39,2.09,0.53,2.05,1.16,8.63,6.99,12.5,2.12,2,0.002,143,-0.16,1509,1007,,5,,
1/10/26,5:26:42 PM,,,,125,238,17:28:54,185,151,149,430,3.39,2.09,0.53,2.05,1.12,8.63,6.99,12.5,2.053,2,0.006,143,-0.16,1000,1015,,6,,
1/10/26,5:31:07 PM,,,,125,239,17:34:21,185,151,149,430,3.39,2.09,0.53,2.05,1.12,8.63,6.99,12.5,1.849,2,0.009,143,-0.16,496,1007,,5,,
1/10/26,5:40:14 PM,,,,125,240,17:40:33,185,151,149,430,3.39,2.09,0.53,2.05,1.13,8.63,6.99,12.5,1.91,2,0.003,143,-0.16,500,504,,2,,
1/10/26,5:45:55 PM,,,,125,241,17:48:11,185,151,149,430,3.39,2.09,0.53,2.05,1.16,8.63,6.99,12.5,1.97,2,0.001,143,-0.13,499,0,,0,,
1/10/26,5:51:59 PM,,,,125,242,17:54:37,185,151,149,430,3.39,2.09,0.53,2.05,1.18,8.63,6.99,12.5,2.03,2,0.004,143,-0.16,996,0,,0,,
1/10/26,5:57:47 PM,,,,125,243,17:59:47,185,151,149,430,3.39,2.09,0.53,2.05,1.24,8.63,6.99,12.5,2.02,2,0.012,143,-0.16,1507,0,,0,,
1/10/26,6:10:19 PM,,"taking a set with everything VENUS off. magnets are in the course of ramping down. should probably background subtract with this set, or remove any counts below this threshold",,125,244,,164,124,69,303,3.09,1.83,0.86,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,
1/10/26,6:12:10 PM,,another set of background,,125,245,,,,,,,,,,,,,,,,,,,,,,,,
1/10/26,6:14:50 PM,,background #3,,125,246,,,,,,,,,,,,,,,,,,,,,,,,
1/10/26,6:16:56 PM,,"tuned fast/slow thresholds before this, now total counts is LOWER than input counts, as it should be. these are good settings for more data with this detector",,125,247,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"per janilee, bias disk stopped reading current jan9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I think when I tripped klystron twice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
