Date,Time,Detector,Comments,Action,Gain,Run,CSD,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Xenon %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,14 GHz,18 GHz refl,JYB Bmin (T),JYB Ts
10/14/2025,2:12:40 PM,,,,10,21,14:17:12,185,151,149,430,3.39,2.09,0.53,2.05,2.31,7.98,,12.5,2.981,2,0.038,13,3.53,1002,1013,,6,,
10/14/2025,2:18:45 PM,,,,10,22,14:22:33,185,151,149,430,3.39,2.09,0.53,2.05,2.55,7.98,,12.5,2.535,2,0.024,13,2.06,498,506,,2,,
10/14/2025,2:24:04 PM,,28 GHz set to 0 W,,10,23,14:27:19,185,151,149,430,3.39,2.09,0.53,2.05,2.81,7.98,,12.5,2.11,2,0.026,13,1.28,53,505,,2,,
10/14/2025,2:33:49 PM,,,,10,24,14:33:30,185,151,149,430,3.39,2.09,0.53,2.05,2.63,7.98,,12.5,2.291,2,0.03,13,1.56,50,987,,6,,
10/14/2025,2:39:52 PM,,18 GHz set to 0 W,,10,25,14:42:05,185,151,149,430,3.39,2.09,0.53,2.05,2.34,7.98,,12.5,2.66,2,0.031,13,2.03,49,1484,,11,,
10/14/2025,2:45:59 PM,,,,10,26,14:49:24,185,151,149,430,3.39,2.09,0.53,2.05,2.72,7.98,,12.5,2.061,2,0.028,13,1,484,47,,0,,
10/14/2025,2:50:01 PM,,,,10,27,14:53:17,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,,12.5,2.579,2,0.035,13,2.35,993,49,,0,,
10/14/2025,,,,,10,28,14:58:20,185,151,149,430,3.39,2.09,0.53,2.05,3.2,7.98,,12.5,2.7,2,0.035,13,3.69,1492,49,,0,,
10/14/2025,,CdTe,"Bextr vs Brad, didn't save",,,29,15:23:59,122,140,93,430,2.27,1.96,0.57,2.05,2.99,7.98,,12.5,1.85,2,0.034,13,1.3,0,984,,6,,
10/14/2025,3:21:01 PM,,"only 18 GHz, 1000 W",,10,30,15:30:12,122,130,93,430,2.27,1.81,0.52,2.05,2.82,7.98,,12.5,2.1,2,0.041,13,1.28,0,984,,6,,
10/14/2025,3:35:22 PM,,had to be 93 A for Bmin > 0.579 T for 18 GHz interlock,,10,31,15:38:11,122,120,87,430,2.27,1.69,0.51,2.05,2.74,7.98,,12.5,2.6,2,0.125,13,2,0,986,,6,,
10/14/2025,3:42:09 PM,,,,10,32,15:45:09,122,110,81,430,2.27,1.55,0.51,2.05,2.76,7.98,,12.5,2.456,2,0.089,13,1.25,0,988,,6,,
10/14/2025,3:48:33 PM,,,,10,33,15:51:32,122,100,75,430,2.27,1.43,0.5,2.05,2.81,7.98,,12.5,2.3,2,0.1,13,1.35,0,991,,6,,
10/14/2025,3:54:49 PM,,,,10,34,15:57:51,122,90,68,430,2.28,1.3,0.5,2.05,3,7.98,,12.5,2.37,2,0.1,13,0.72,0,990,,6,,
10/14/2025,4:11:59 PM,,,,10,35,16:14:39,122,128,93,385,2.27,1.8,0.52,1.84,2.61,7.98,,12.5,2.4,2,0.06,13,2.57,0,991,,6,,
10/14/2025,4:17:57 PM,,,,10,36,16:19:57,122,116,86,385,2.27,1.63,0.5,1.84,2.59,7.98,,12.5,2.461,2,0.097,13,2.19,0,987,,6,,
10/14/2025,4:22:32 PM,,,,10,37,16:25:37,122,104,77,385,2.28,1.48,0.51,1.84,2.67,7.98,,12.5,2.4,2,0.079,13,1.35,0,991,,6,,
10/14/2025,4:27:06 PM,,,,10,38,16:31:41,122,92,68,385,2.27,1.32,0.51,1.84,2.73,7.98,,12.5,2,2,0.075,13,1.25,0,987,,6,,
10/14/2025,4:45:29 PM,,,,10,39,16:47:37,122,128,93,340,2.27,1.8,0.51,1.62,2.59,7.98,,12.5,2.398,2,0.033,13,2.75,0,988,,6,,
10/14/2025,4:58:55 PM,,,,10,40,16:58:06,122,116,86,340,2.27,1.64,0.51,1.62,2.6,7.98,,12.5,2.202,2,0.059,14,2.5,0,986,,6,,
10/14/2025,5:08:12 PM,,,,10,41,17:10:17,122,104,77,340,2.27,1.48,0.51,1.62,2.6,7.98,,12.5,2.4,2,0.08,13,1.5,0,990,,5,,
10/14/2025,5:14:32 PM,,,,10,42,17:16:24,122,92,68,340,2.27,1.32,0.51,1.62,2.73,7.98,,12.5,2.1,2,0.15,13,1.16,0,988,,6,,
10/14/2025,5:34:26 PM,,,,10,43,17:35:12,122,128,93,295,2.27,1.79,0.51,1.41,2.55,7.98,,12.5,2.57,2,0.1,13,3,0,990,,6,,
10/14/2025,5:41:55 PM,,,,10,44,17:41:13,122,116,86,295,2.27,1.64,0.51,1.41,2.55,7.98,,12.5,2.4,2,0.086,13,2.6,0,990,,6,,
10/14/2025,5:45:52 PM,,,,10,45,17:48:04,122,104,77,295,2.27,1.49,0.51,1.41,2.57,7.98,,12.5,2.3,2,0.111,13,2.1,0,993,,6,,
10/14/2025,5:53:27 PM,,"weird, almost no counts",,10,46,17:56:11,122,92,68,295,2.28,1.34,0.52,1.41,2.83,7.98,,12.5,2.3,2,0.113,13,1.3,0,994,,6,,
10/14/2025,5:57:44 PM,,copy of run 46,,10,47,17:59:35,122,92,68,295,2.28,1.33,0.51,1.41,2.78,7.98,,12.5,2.2,2,0.116,13,1.24,0,993,,6,,
,,,try with only 28,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/25,11:24:17 AM,CdTe,Bextr vs Brad,,10,48,11:26:44,122,140,100,430,2.26,1.95,0.52,2.05,1.88,7.48,,12.5,2.1,2,0.031,74,4,0,983,,6,,
10/15/25,11:28:05 AM,,"copy of run 48, with bias = 13 V to match yesterday",,10,49,11:30:03,122,140,100,430,2.26,1.95,0.52,2.05,1.93,7.48,,12.5,1.4,2,0.032,13,2.31,0,987,,6,,
10/15/25,11:32:08 AM,,"only 18 GHz, 1000 W",,10,50,11:34:31,122,140,100,385,2.26,1.95,0.52,1.84,1.96,7.48,,12.5,1.6,2,0.024,13,2.32,0,986,,5,,
10/15/25,11:37:29 AM,,,,10,51,11:39:57,122,140,100,340,2.26,1.95,0.52,1.62,1.94,7.48,,12.5,1.6,2,0.029,13,2.38,0,988,,6,,
10/15/25,11:42:24 AM,,,,10,52,11:45:16,122,140,100,295,2.26,1.95,0.52,1.41,1.91,7.48,,12.5,1.5,2,0.031,13,2.3,0,987,,6,,
10/15/25,12:03:48 PM,,Bmin vs Bext,,10,53,12:05:44,122,145,150,295,2.18,1.91,0.21,1.41,2.08,7.48,,12.5,0.727,2,0.025,13,0.66,0,990,,6,,
10/15/25,12:07:53 PM,,"only 18 GHz, 1000 W",,10,54,12:13:36,121,143.5,137,295,2.18,1.92,0.29,1.41,1.93,7.48,,12.5,1.475,2,0.024,13,2.22,0,990,,5,,
10/15/25,12:16:27 PM,,,,10,55,12:18:27,120,141,122,295,2.19,1.92,0.37,1.41,1.85,7.48,,12.5,1.883,2,0.041,13,2.66,0,989,,6,,
10/15/25,12:22:00 PM,,,,10,56,12:24:00,119,139.5,108,295,2.19,1.91,0.45,1.41,1.79,7.48,,12.5,1.881,2,0.04,13,2.6,0,987,,6,,
10/15/25,12:27:10 PM,,,,10,57,12:29:59,118,138.5,100,295,2.19,1.92,0.5,1.41,1.81,7.48,,12.5,1.689,2,0.034,13,2.5,0,989,,5,,
10/15/25,12:32:07 PM,,,,10,58,12:34:58,117,137,90,295,2.19,1.92,0.55,1.41,1.87,7.48,,12.5,1.163,2,0.036,13,1.85,0,990,,5,,
10/15/25,12:37:40 PM,,basically no counts since Bmin so high,,10,59,12:40:17,116,135.5,80,295,2.18,1.92,0.61,1.41,2.13,7.48,,12.5,1.18,2,0.024,13,1.35,0,986,,6,,
10/15/25,12:55:48 PM,,didn't save,,10,60,12:58:33,122,130,141,295,2.18,1.72,0.21,1.41,2.08,7.48,,12.5,0.729,2,0.031,13,0.34,0,987,,6,,
10/15/25,1:04:56 PM,,,,10,61,13:07:12,121,128.5,126.5,295,2.19,1.72,0.29,1.41,1.85,7.48,,12.5,1.563,2,0.038,13,1.68,0,989,,6,,
10/15/25,1:12:19 PM,,,,10,62,13:14:21,119.5,126.5,112.5,295,2.18,1.73,0.37,1.41,1.77,7.48,,12.5,1.812,2,0.027,13,2.1,0,986,,5,,
10/15/25,1:18:31 PM,,,,10,63,13:20:43,118.5,124.5,98,295,2.19,1.72,0.45,1.41,1.81,7.48,,12.5,1.6,2,0.024,13,2,0,987,,6,,
10/15/25,1:26:53 PM,,,,10,64,13:29:39,116.8,122.5,84,295,2.18,1.73,0.53,1.41,1.83,7.48,,12.5,1.6,2,0.031,13,2.35,0,993,,6,,
10/15/25,1:32:28 PM,,basically no counts since Bmin so high,,10,65,13:35:58,116,120,69,295,2.19,1.72,0.61,1.41,2.12,7.48,,12.5,1.46,2,0.031,13,1.35,0,987,,6,,
10/15/25,1:41:03 PM,,,,10,66,13:44:56,115.5,104,58,295,2.18,1.53,0.61,1.41,2.08,7.48,,1.5,1.2,2,0.043,13,0.91,0,988,,6,,
10/15/25,1:49:25 PM,,even closer to no counts,,10,67,13:51:32,116.5,106,70.5,295,2.19,1.52,0.54,1.41,1.85,7.48,,12.5,1.3,2,0.037,13,1.31,0,987,,6,,
10/15/25,1:55:24 PM,,,,10,68,13:59:41,118,107.5,85.5,295,2.18,1.51,0.45,1.41,1.81,7.48,,12.5,1.6,2,0.035,13,1.67,0,990,,5,,
10/15/25,2:05:24 PM,,,,10,69,14:07:25,119,110,99,295,2.18,1.52,0.38,1.41,1.7,7.48,,12.5,1.8,2,0.039,13,1.56,0,988,,6,,
10/15/25,2:11:39 PM,,,,10,70,14:14:44,120,112,114,295,2.18,1.52,0.29,1.41,1.71,7.48,,12.5,1.69,2,0.039,13,1.56,0,991,,6,,
10/15/25,2:20:51 PM,,,,10,71,14:24:08,121.5,114,128,295,2.18,1.52,0.21,1.41,1.85,7.48,,12.5,1.056,2,0.034,13,0.59,0,988,,6,,
10/15/25,2:29:09 PM,,,,10,72,14:33:24,121.5,99,120.5,295,2.18,1.31,0.2,1.41,1.97,7.48,,12.5,0.969,2,0.043,13,0.22,0,988,,5,,
10/15/25,2:40:16 PM,,,,10,73,14:42:26,120.5,97,105,295,2.19,1.32,0.29,1.41,1.69,7.48,,12.5,2.042,2,0.041,13,0.88,0,991,,5,,
10/15/25,2:49:06 PM,,,,10,74,14:51:16,119,95,90.5,295,2.19,1.32,0.37,1.41,1.71,7.48,,12.5,1.987,2,0.045,13,1.09,0,990,,6,,
10/15/25,2:56:12 PM,,,,10,75,14:58:25,117.5,93,76,295,2.18,1.32,0.45,1.41,1.79,7.48,,12.5,1.8,2,0.06,13,1,0,996,,6,,
10/15/25,3:04:22 PM,,,,10,76,15:06:44,116,90.5,60,295,2.18,1.33,0.54,1.41,1.9,7.48,,12.5,1.335,2,0.044,13,1.13,0,990,,6,,
10/15/25,3:11:14 PM,,,,10,77,15:13:40,115,89,47,295,2.18,1.33,0.61,1.41,2.24,7.48,,12.5,1.1,2,0.058,13,0.91,0,988,,6,,
10/15/25,3:20:11 PM,,,,10,78,15:22:55,115,72,37,295,2.19,1.11,0.6,1.41,1.99,7.48,,12.5,1.3,2,0.08,13,0.25,0,986,,6,,
10/15/25,3:25:54 PM,,,,10,79,15:30:08,116,73,49,295,2.19,1.1,0.53,1.41,2.07,7.48,,12.5,1.2,2,0.08,13,0.6,0,990,,6,,
10/15/25,3:35:23 PM,,,,10,80,15:38:33,117,75,61,295,2.19,1.1,0.46,1.41,1.84,7.48,,12.5,1.7,2,0.056,13,0.91,0,985,,6,,
10/15/25,3:44:38 PM,,,,10,81,15:47:00,118,77,75.5,295,2.18,1.09,0.38,1.41,1.77,7.48,,12.5,1.625,2,0.05,13,0.47,0,990,,5,,
10/15/25,3:56:18 PM,,,,10,82,15:59:33,120,80,91,295,2.19,1.11,0.3,1.41,1.76,7.48,,12.5,1.688,2,0.044,13,0.41,0,993,,6,,
10/15/25,4:04:38 PM,,,,10,83,16:08:28,121,81.5,106,295,2.19,1.1,0.21,1.41,1.74,7.48,,12.5,1.218,2,0.038,13,0.13,0,993,,6,,
moved collimators on 10/16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/25,12:19:38 AM,CdTe,Bextr vs Brad,,10,84,0:22:22,122,140,100,430,2.27,1.95,0.52,2.05,1.12,7.98,,12.5,1.144,2,0.009,12,1.8,0,997,,6,,
10/23/25,12:30:37 AM,,runs 30-52,,10,85,0:32:37,122,128,93,430,2.27,1.79,0.51,2.05,1.11,7.98,,12.5,1.16,2,0.006,13,1.75,0,994,,6,,
10/23/25,12:38:56 AM,,,,10,86,0:40:49,122,116,86,430,2.27,1.64,0.5,2.05,1.12,7.98,,12.5,1.3,2,0.003,12,1.66,0,991,,5,,
10/23/25,12:47:43 AM,,,,10,87,0:49:20,122,104,77,430,2.27,1.49,0.51,2.05,1.12,7.98,,12.5,1.3,2,0.01,13,1.4,0,996,,6,,
10/23/25,12:58:03 AM,,bit unstable,,10,88,1:00:05,122,92,68,430,2.28,1.33,0.51,2.05,1.4,7.98,,12.5,1.5,2,0.006,13,0.8,0,994,,6,,
10/23/25,1:02:34 AM,,,,10,89,1:04:24,122,92,68,385,2.28,1.33,0.51,1.84,1.2,7.98,,12.5,1.37,2,0.007,13,0.56,0,991,,6,,
10/23/25,1:14:30 AM,,,,10,90,1:16:40,122,104,77,385,2.28,1.49,0.51,1.84,1.13,7.98,,12.5,1.3,2,0.006,13,0.8,0,996,,6,,
10/23/25,1:24:14 AM,,,,10,91,1:29:06,122,116,86,385,2.27,1.64,0.51,1.84,1.14,7.98,,12.5,1.2,2,0.004,13,0.94,0,997,,6,,
10/23/25,1:35:49 AM,,didn't save,,10,,1:44:47,122,128,93,385,2.27,1.79,0.51,1.84,1.17,7.98,,12.5,1.058,2,0.012,13,1.1,0,1000,,6,,
10/23/25,1:53:42 AM,,,,10,93,1:55:52,122,140,100,385,2.26,1.94,0.52,1.84,1.18,7.98,,12.5,0.98,2,0.01,12,1.28,0,993,,6,,
10/23/25,1:59:47 AM,,,,10,94,2:02:06,122,140,100,340,2.26,1.95,0.52,1.62,1.2,7.98,,12.5,1.07,2,0.014,13,1,0,997,,6,,
10/23/25,2:08:21 AM,,didn't save,,10,,2:10:43,122,128,93,340,2.27,1.79,0.51,1.62,1.18,7.98,,12.5,1.1,2,0.009,13,0.97,0,997,,6,,
10/23/25,2:16:13 AM,,,,10,92,2:18:34,122,128,93,385,2.27,1.79,0.51,1.84,1.16,7.98,,12.5,1.06,2,0.009,13,1.22,0,993,,6,,
10/23/25,2:23:24 AM,,,,10,96,2:26:37,122,116,86,340,2.27,1.63,0.51,1.62,1.16,7.98,,12.5,1.17,2,0.006,13,0.81,0,999,,5,,
10/23/25,2:34:27 AM,,,,10,95,2:37:13,122,128,93,340,2.27,1.79,0.51,1.62,1.17,7.98,,12.5,1.13,2,0.01,13,0.97,0,996,,6,,
10/23/25,2:54:02 AM,,,,10,97,2:56:36,122,104,77,340,2.28,1.49,0.51,1.62,1.18,7.98,,12.5,1.26,2,0.006,13,0.9,0,987,,6,,
10/23/25,3:05:19 AM,,,,10,98,3:08:15,122,92,68,340,2.28,1.33,0.51,1.62,1.17,7.98,,12.5,1.2,2,0.008,12,0.97,0,990,,6,,
10/23/25,3:16:37 AM,,,,10,99,3:16:34,122,92,68,295,2.28,1.33,0.51,1.41,1.18,7.98,,12.5,1.2,2,0.013,13,0.9,0,995,,6,,
10/23/25,3:21:33 AM,,,,10,100,3:24:04,122,104,77,295,2.28,1.49,0.51,1.41,1.17,7.98,,12.5,1.155,2,0.1,13,0.88,0,996,,6,,
10/23/25,3:32:48 AM,,,,10,101,3:35:24,122,116,86,295,2.27,1.64,0.51,1.41,1.17,7.98,,12.5,1.17,2,0.009,13,0.81,0,996,,6,,
10/23/25,3:43:38 AM,,,,10,102,3:47:04,122,128,93,295,2.27,1.8,0.51,1.41,1.16,7.98,,12.5,1.1,2,0.009,12,1,0,996,,6,,
10/23/25,3:56:15 AM,,,,10,103,3:58:02,122,140,100,295,2.26,1.95,0.52,1.41,1.18,7.98,,12.5,1.16,2,0.009,13,1.03,0,992,,6,,
10/23/25,4:16:36 AM,,Bmin vs Bext,,10,104,4:18:51,122,145,150,295,2.18,1.91,0.21,1.41,1.33,7.98,,12.5,0.921,2,0.009,12,1.28,0,993,,5,,
10/23/25,4:22:22 AM,,runs 53-83,,10,105,4:25:10,121,143.5,137,295,2.18,1.91,0.29,1.41,1.15,7.98,,12.5,1.009,2,0.007,13,1.16,0,997,,6,,
10/23/25,4:31:48 AM,,,,10,106,4:34:54,120,141,122,295,2.19,1.91,0.37,1.41,1.14,7.98,,12.5,1.052,2,0.006,12,0.91,0,999,,6,,
10/23/25,4:41:17 AM,,,,10,107,4:43:58,119,139.5,108,295,2.19,1.92,0.45,1.41,1.15,7.98,,12.5,1.11,2,0.009,12,0.84,0,999,,6,,
10/23/25,4:51:20 AM,,,,10,108,4:53:25,117.5,138,95,295,2.19,1.93,0.53,1.41,1.17,7.98,,12.5,1.1,2,0.009,13,1.06,0,997,,6,,
10/23/25,5:00:24 AM,,,,10,109,5:06:24,116,135.5,80,295,2.18,1.92,0.61,1.41,1.35,7.98,,12.5,0.96,2,0.012,13,0.97,0,986,,6,,
10/23/25,5:22:32 AM,,,,10,110,5:24:49,122,130,141,295,2.18,1.71,0.2,1.41,1.24,7.98,,12.5,0.916,2,0.011,12,1.03,0,987,,6,,
10/23/25,5:28:59 AM,,,,10,111,5:31:13,121,128.5,126.5,295,2.19,1.72,0.29,1.41,1.15,7.98,,12.5,1.03,2,0.009,12,0.88,0,989,,6,,
10/23/25,5:34:57 AM,,,,10,112,5:37:07,119.5,126.5,112.5,295,2.18,1.73,0.37,1.41,1.1,7.98,,12.5,1.147,2,0.005,12,0.56,0,989,,6,,
10/23/25,5:42:35 AM,,,,10,113,5:44:49,118.5,124.5,98,295,2.19,1.73,0.45,1.41,1.13,7.98,,12.5,1,2,0.005,13,0.81,0,992,,6,,
10/23/25,5:48:43 AM,,,,10,114,5:50:54,116.8,122.5,84,295,2.18,1.73,0.52,1.41,1.15,7.98,,12.5,1.11,2,0.005,13,0.81,0,992,,6,,
10/23/25,5:57:42 AM,,,,10,115,5:59:44,116,120,69,295,2.19,1.72,0.61,1.41,1.18,7.98,,12.5,0.91,2,0.004,12,0.94,0,991,,5,,
10/23/25,6:07:07 AM,,,,10,116,6:09:10,115.5,104,58,295,2.19,1.52,0.61,1.41,1.21,7.98,,12.5,1.1,2,0.004,12,0.75,0,992,,6,,
10/23/25,6:14:54 AM,,,,10,117,6:17:52,116.5,106,70.5,295,2.19,1.52,0.54,1.41,1.21,7.98,,12.5,1.08,2,0.004,12,0.41,0,990,,6,,
10/23/25,6:26:59 AM,,,,10,118,6:28:58,118,107.5,85.5,295,2.19,1.51,0.45,1.41,1.15,7.98,,12.5,1.2,2,0.006,12,0.5,0,990,,6,,
10/23/25,6:34:45 AM,,,,10,119,6:37:28,119,110,99,295,2.19,1.52,0.38,1.41,1.12,7.98,,12.5,1.3,2,0.005,12,0.5,0,990,,6,,
10/23/25,6:47:46 AM,,,,10,120,6:49:47,120,112,114,295,2.18,1.52,0.29,1.41,1.13,7.98,,12.5,1.2,2,0.005,12,0.65,0,987,,6,,
10/23/25,6:55:51 AM,,,,10,121,6:57:56,121.5,114,128,295,2.19,1.52,0.22,1.41,1.22,7.98,,12.5,1.018,2,0.008,12,0.91,0,987,,6,,
10/24/25,2:07:26 AM,CdTe,,,10,122,2:09:28,121.5,99,120.5,295,2.18,1.32,0.2,1.41,1.03,7.98,,12.5,1.08,2,0.005,13,0.28,0,994,,5,,
10/24/25,2:15:51 AM,,,,10,123,2:18:24,120.5,97,105,295,2.19,1.32,0.29,1.41,0.934,7.98,,12.5,1.582,2,0.003,13,0.03,0,991,,6,,
10/24/25,2:27:31 AM,,,,10,124,2:30:26,119,95,90.5,295,2.19,1.32,0.37,1.41,0.941,7.98,,12.5,1.67,2,0.004,13,0,0,991,,6,,
10/24/25,2:42:11 AM,,,,10,125,2:46:08,117.5,93,76,295,2.18,1.32,0.45,1.41,0.982,7.98,,12.5,1.6,2,0.013,19,1.47,0,989,,6,,
10/24/25,2:55:42 AM,,,,10,126,3:00:00,116,90.5,60,295,2.18,1.32,0.53,1.41,1,7.98,,12.5,1.5,2,0.012,19,1.1,0,995,,6,,
10/24/25,3:25:00 AM,,,,10,127,3:29:07,115,89,47,295,2.18,1.33,0.61,1.41,1.08,7.98,,12.5,1.44,2,0.013,19,1.06,0,994,,6,,
10/24/25,3:43:16 AM,,,,10,128,3:46:18,115,72,37,295,2.19,1.11,0.6,1.41,1.04,7.98,,12.5,1.35,2,0.031,19,0.53,0,991,,6,,
10/24/25,4:01:26 AM,,,,10,129,4:04:18,116,73,49,295,2.19,1.1,0.53,1.41,1.13,7.98,,12.5,1.5,2,0.019,19,0.91,0,994,,6,,
10/24/25,4:11:18 AM,,why does dead time only show up when input rate is really high? like >500+,,10,130,4:14:15,117,75,61,295,2.19,1.1,0.46,1.41,1.02,7.98,,12.5,1.8,2,0.019,19,1.16,0,991,,5,,
10/24/25,4:27:51 AM,,perhaps there's so few counts that there just IS no dead time if there's not enough counts,,10,131,4:30:10,118,77,75.5,295,2.18,1.1,0.38,1.41,0.987,7.98,,12.5,1.73,2,0.017,19,1.16,0,994,,6,,
10/24/25,4:37:28 AM,,,,10,132,4:39:47,120,80,91,295,2.19,1.11,0.3,1.41,1,7.98,,12.5,1.848,2,0.028,19,0.81,0,997,,6,,
10/24/25,4:51:47 AM,,,,10,133,4:54:19,121,81.5,106,295,2.19,1.1,0.21,1.41,1.08,7.98,,12.5,1.35,2,0.022,19,0.53,0,991,,6,,
10/24/25,5:28:56 AM,CdTe,18 vs 28 ratios,,10,134,5:31:22,185,151,149,430,3.39,2.09,0.53,2.05,0.887,7.98,,12.5,2.15,2,0.007,19,2.5,0,996,,6,,
10/24/25,5:33:06 AM,,runs 3-28,,10,135,5:35:17,185,151,149,430,3.39,2.09,0.53,2.05,0.882,7.98,,12.5,1.97,2,0.006,19,1.97,0,508,,2,,
10/24/25,5:38:06 AM,,,,10,136,5:40:07,185,151,149,430,3.39,2.09,0.53,2.05,0.915,7.98,,12.5,2.23,2,0.01,18,2.6,0,1477,,11,,
10/24/25,6:00:44 AM,,waited for 28 GHz to turn on,,10,137,6:03:39,185,151,149,430,3.39,2.09,0.53,2.05,0.949,7.98,,12.5,1.1,2,0.009,19,1.75,496,1488,,11,,
10/24/25,6:08:04 AM,,,,10,138,6:07:47,185,151,149,430,3.39,2.09,0.53,2.05,0.896,7.98,,12.5,1.96,2,0.01,19,1.22,1005,1490,,11,,
10/24/25,6:13:18 AM,,18/28 PSs are OFF when their power is 0 W,,10,139,6:13:15,185,151,149,430,3.39,2.09,0.53,2.05,0.898,7.98,,12.5,1.924,2,0.012,19,1.06,1506,1486,,11,,
10/24/25,6:15:09 AM,,"if not OFF but set to 0 W, will read ~50 W",,10,140,6:17:36,185,151,149,430,3.39,2.09,0.53,2.05,0.913,7.98,,12.5,2.008,2,0.011,19,1.09,1996,1722,,14,,
10/24/25,6:19:24 AM,,,,10,141,6:21:20,185,151,149,430,3.39,2.09,0.53,2.05,0.936,7.98,,12.5,2.055,2,0.008,19,1.19,2486,1722,,14,,
10/24/25,6:23:21 AM,,,,10,142,6:25:17,185,151,149,430,3.39,2.09,0.53,2.05,0.964,7.98,,12.5,2.04,2,0.011,19,1.19,2996,1726,,14,,
10/24/25,6:28:11 AM,,,,10,143,6:36:22,185,151,149,430,3.39,2.09,0.53,2.05,0.987,7.98,,12.5,2.04,2,0.013,19,1.16,3509,1730,,14,,
10/24/25,6:40:25 AM,,,,10,144,6:40:19,185,151,149,430,3.39,2.09,0.53,2.05,1,7.98,,12.5,2.008,2,0.009,19,1.16,4000,1522,,12,,
10/24/25,6:42:41 AM,,,,10,145,6:45:02,185,151,149,430,3.39,2.09,0.53,2.05,1.04,7.98,,12.5,1.97,2,0.014,19,1.35,4533,1518,,12,,
10/24/25,6:56:33 AM,,,,10,146,7:01:04,185,151,149,430,3.39,2.09,0.53,2.05,1.07,7.98,,12.5,1.863,2,0.009,19,1.31,4993,1525,,12,,
10/24/25,7:03:05 AM,,,,10,147,7:05:12,185,151,149,430,3.39,2.09,0.53,2.05,1.11,7.98,,12.5,1.88,2,0.008,19,1.31,5479,1516,,12,,
10/24/25,7:07:20 AM,,,,10,148,7:09:20,185,151,149,430,3.39,2.09,0.53,2.05,1.1,7.98,,12.5,1.83,2,0.009,19,1.25,5483,1015,,6,,
10/24/25,7:12:03 AM,,,,10,149,7:14:41,185,151,149,430,3.39,2.09,0.53,2.05,1.03,7.98,,12.5,1.829,2,0.006,19,1.19,4998,1013,,6,,
10/24/25,7:17:20 AM,,,,10,150,7:19:23,185,151,149,430,3.39,2.09,0.53,2.05,0.996,7.98,,12.5,1.862,2,0.006,19,1.06,4499,1010,,6,,
10/24/25,7:20:56 AM,,,,10,151,7:23:16,185,151,149,430,3.39,2.09,0.53,2.05,0.952,7.98,,12.5,1.89,2,0.005,19,0.97,3995,1012,,6,,
10/24/25,7:25:04 AM,,,,10,152,7:27:06,185,151,149,430,3.39,2.09,0.53,2.05,0.916,7.98,,12.5,1.867,2,0.008,19,0.91,3499,1013,,6,,
10/24/25,7:29:03 AM,,,,10,153,7:31:14,185,151,149,430,3.39,2.09,0.53,2.05,0.886,7.98,,12.5,1.888,2,0.005,19,0.91,3005,1013,,6,,
10/24/25,7:32:41 AM,,,,10,154,7:34:44,185,151,149,430,3.39,2.09,0.53,2.05,0.861,7.98,,12.5,1.901,2,0.008,19,0.84,2503,1009,,6,,
10/24/25,7:36:14 AM,,,,10,155,7:38:17,185,151,149,430,3.39,2.09,0.53,2.05,0.835,7.98,,12.5,1.903,2,0.007,19,0.81,2004,1009,,6,,
10/24/25,7:41:44 AM,,,,10,156,7:41:36,185,151,149,430,3.39,2.09,0.53,2.05,0.824,7.98,,12.5,1.824,2,0.007,19,0.84,1503,1015,,6,,
10/24/25,7:43:26 AM,,,,10,157,7:45:29,185,151,149,430,3.39,2.09,0.53,2.05,0.806,7.98,,12.5,1.782,2,0.006,19,0.88,1010,1010,,6,,
10/24/25,7:46:50 AM,,,,10,158,7:48:50,185,151,149,430,3.39,2.09,0.53,2.05,0.849,7.98,,12.5,1.676,2,0.006,19,1.06,516,508,,2,,
10/24/25,7:50:24 AM,,,,10,159,7:52:25,185,151,149,430,3.39,2.09,0.53,2.05,1.07,7.98,,12.5,1.85,2,0.008,19,0.94,498,0,,,,
10/24/25,7:54:12 AM,,,,10,160,7:56:19,185,151,149,430,3.39,2.09,0.53,2.05,1.18,7.98,,12.5,2.038,2,0.009,19,0.66,998,0,,,,
10/24/25,7:57:56 AM,,,,10,161,8:00:38,185,151,149,430,3.39,2.09,0.53,2.05,1.21,7.98,,12.5,2.002,2,0.008,19,0.63,1494,0,,,,
1/8/26,2:52:05 PM,SDD,Bextr vs Brad,,125,162,14:54:37,122,140,100,430,2.26,1.95,0.52,2.05,1.38,8.63,,12.5,2.519,2,0.078,128,1.44,0,1001,,5,,
1/8/26,3:01:51 PM,,,,125,163,15:05:12,122,128,93,430,2.27,1.8,0.52,2.05,1.4,8.63,,12.5,2.4,2,0.079,128,1.28,0,997,,5,,
1/8/26,3:18:16 PM,,,,125,164,15:20:22,122,116,86,430,2.27,1.64,0.5,2.05,1.68,8.63,,12.5,1.38,2,0.031,158,-0.19,,1003,,6,,
