file,livetime,date,time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,datetime,O8+_beam_current,O8+_batman_current,O8+_mq,O7+_beam_current,O7+_batman_current,O7+_mq,O6+_beam_current,O6+_batman_current,O6+_mq,O5+_beam_current,O5+_batman_current,O5+_mq,O4+_beam_current,O4+_batman_current,O4+_mq,O3+_beam_current,O3+_batman_current,O3+_mq,O2+_beam_current,O2+_batman_current,O2+_mq,Detector,Comments,Action,Gain,Run,CSD,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Xenon %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,14 GHz,JYB Bmin (T),JYB Ts
Run21.mca,120,7/9/2025,10:28:22 PM,9.998424,9.84 x 1.0161,1283,3194,1024,76.22428028,135.9787608,240.8111827,183,0.237333984,0.236286408,0.488771222,-0.00906222,0.001207487,0.00906222,0.001207487,-0.326035893,0.226760382,110.3482356,14.70324989,1-sigma propagated from slope standard error,Run21_analysis.png,7/9/2025 22:28,7.90E-06,52.806,2.053094796,3.37E-05,56.244,2.284744424,0.000206979,61.001,2.720664448,1.84E-05,69.481,3.302262057,0.000429631,74.252,4.081210498,0.000145018,85.043,5.369351617,4.69E-05,103.96,8,,,,10,21,22:30:33,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,,12.5,3.16,2,0.213,8,0.19,751,508,248,,
Run22.mca,120,7/9/2025,10:47:08 PM,9.998424,9.84 x 1.0161,1647,4069,1024,75.17595606,109.7706553,247.101128,251,0.275275812,0.216315253,0.46696116,-0.007304596,0.000751102,0.007304596,0.000751102,-0.494421623,0.135593704,136.9001197,14.07688316,1-sigma propagated from slope standard error,Run22_analysis.png,7/9/2025 22:47,9.13E-06,52.717,2.047098048,4.45E-05,56.484,2.30600624,0.000273505,60.773,2.706797108,2.25E-05,69.279,3.267776355,0.00046867,74.31,4.088096768,0.000142198,85.521,5.438252983,7.59E-05,104.086,8,,,,10,22,22:49:12,165,110,140,360,2.99,1.49,0.31,1.72,2.4,8.31,,12.5,3.9,2,0.323,8,0.1,1547,303,205,,
Run23.mca,120,7/9/2025,10:51:22 PM,9.998424,9.84 x 1.0161,1235,3246,1024,75.17595606,119.7297354,247.6252901,217,0.149705978,0.270183115,0.522203453,-0.006199189,0.001007583,0.006199189,0.001007583,-0.923662172,0.182849271,161.3114186,26.21868294,1-sigma propagated from slope standard error,Run23_analysis.png,7/9/2025 22:51,9.13E-06,52.717,2.047098048,4.45E-05,56.484,2.30600624,0.000273505,60.773,2.706797108,2.25E-05,69.279,3.267776355,0.00046867,74.31,4.088096768,0.000142198,85.521,5.438252983,7.59E-05,104.086,8,,,,10,23,22:53:31,165,110,140,360,2.99,1.49,0.31,1.72,2.19,8.31,,12.5,3.63,2,0.328,8,0.41,1000,393,148,,
Run24.mca,120,7/9/2025,10:55:17 PM,9.998424,9.84 x 1.0161,333,902,1024,75.70011817,139.6478955,164.2835147,40,0.161602028,0.169873465,0.42286425,-0.024435159,0.009028697,0.024435159,0.009028697,0.730015769,1.371316988,40.92463603,15.12149514,1-sigma propagated from slope standard error,Run24_analysis.png,7/9/2025 22:55,7.96E-06,52.888,2.058619888,3.38E-05,56.483,2.305907436,0.000244253,60.846,2.71123709,1.99E-05,69.278,3.267605634,0.000489658,74.308,4.087859311,0.00014796,85.359,5.414901474,9.44E-05,104.434,8,,,,10,24,22:57:27,165,110,140,360,2.99,1.49,0.31,1.72,2.27,8.31,,12.5,2.5,2,0.109,8,0.13,150,150,149,,
Run25.mca,120,7/9/2025,10:59:05 PM,9.998424,9.84 x 1.0161,682,1696,1024,141.744544,203.5956729,235.0453995,32,0.123915098,0.175532212,0.432705858,-0.016355528,0.007939898,0.016355528,0.007939898,1.100573372,1.728379865,61.14140664,29.68149587,1-sigma propagated from slope standard error,Run25_analysis.png,7/9/2025 22:59,3.90E-06,52.543,2.035374071,1.32E-05,56.403,2.29800312,0.000120668,60.622,2.697613036,1.29E-05,69.477,3.301579172,0.000329525,73.94,4.044167113,0.000197809,85.414,5.422829455,8.99E-05,104.262,8,,,,10,25,23:01:09,165,110,140,360,2.99,1.49,0.31,1.72,2.31,8.31,,12.5,298,2,0.19,8,0.5,400,198,198,,
Run26.mca,120,7/9/2025,11:03:38 PM,9.998424,9.84 x 1.0161,351,899,1024,144.8895166,152.2277862,182.1050264,42,0.195748509,0.192817646,0.449953918,-0.024290185,0.007784801,0.024290185,0.007784801,1.203210105,1.295737797,41.16889193,13.19428584,1-sigma propagated from slope standard error,Run26_analysis.png,7/9/2025 23:03,4.96E-06,52.805,2.053027416,1.45E-05,56.324,2.290197608,0.000109058,60.925,2.716042001,1.16E-05,69.347,3.279385403,0.000361345,73.941,4.044285842,0.00024515,84.987,5.36127949,2.63E-05,103.295,8,,,,10,26,23:05:44,165,110,140,360,2.99,1.49,0.31,1.72,2.3,8.31,,12.5,2.95,2,0.2,8,0.8,504,0,101,,
Run27.mca,120,7/9/2025,11:07:13 PM,9.998424,9.84 x 1.0161,579,1610,1024,76.22428028,162.7110283,197.8298897,58,0.138050278,0.244274605,0.502989759,-0.019483211,0.006505622,0.019483211,0.006505622,0.928514851,1.170227296,51.3262411,17.13830117,1-sigma propagated from slope standard error,Run27_analysis.png,7/9/2025 23:07,4.96E-06,52.805,2.053027416,1.45E-05,56.324,2.290197608,0.000109058,60.925,2.716042001,1.16E-05,69.347,3.279385403,0.000361345,73.941,4.044285842,0.00024515,84.987,5.36127949,2.63E-05,103.295,8,,,,10,27,23:09:33,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,,12.5,3.71,2,0.322,8,0.25,997,0,108,,
Run28.mca,120,7/9/2025,11:11:20 PM,9.998424,9.84 x 1.0161,933,2550,1024,76.22428028,118.157249,240.8111827,197,0.180765493,0.236743622,0.489051901,-0.006867081,0.00104689,0.006867081,0.00104689,-1.051041988,0.183347538,145.6222753,22.20019861,1-sigma propagated from slope standard error,Run28_analysis.png,7/9/2025 23:11,7.67E-06,52.978,2.064684015,3.28E-05,56.486,2.306203848,0.000185732,60.699,2.702296305,2.27E-05,69.347,3.279385403,0.000513393,74.25,4.080973041,0.000163857,85.897,5.492451547,9.09E-05,104.44,8,,,,10,28,23:13:37,165,110,140,360,2.99,1.49,0.31,1.72,2.38,8.31,,12.5,3.77,2,0.288,8,0.31,1495,0,102,,
Run29.mca,120,7/9/2025,11:15:50 PM,9.998424,9.84 x 1.0161,1271,3415,1024,75.17595606,118.6814112,247.6252901,210,0.229018621,0.264446823,0.516710345,-0.007915571,0.001007018,0.007915571,0.001007018,-0.578755287,0.180953609,126.3332712,16.07209984,1-sigma propagated from slope standard error,Run29_analysis.png,7/9/2025 23:15,8.15E-06,52.631,2.041303439,3.14E-05,55.916,2.262644052,0.000164008,59.865,2.640062402,2.64E-05,69.281,3.268117798,0.000497058,74.311,4.088215497,0.000127851,85.256,5.400054527,4.49E-05,103.737,8,,,,10,29,23:18:32,165,110,140,360,2.99,1.49,0.31,1.72,2.58,8.31,,12.5,4,2,0.38,8,0.53,1998,0,99,,
Run30.mca,120,7/9/2025,11:20:32 PM,9.998424,9.84 x 1.0161,1444,3924,1024,76.22428028,126.0196807,246.5769659,211,0.450834209,0.157745166,0.399067273,-0.010735359,0.000819571,0.010735359,0.000819571,0.045648851,0.151833621,93.15012546,7.111375446,1-sigma propagated from slope standard error,Run30_analysis.png,7/9/2025 23:20,9.32E-06,52.975,2.064481877,4.95E-05,56.483,2.305907436,0.000298313,60.846,2.71123709,3.15E-05,69.212,3.256338028,0.000499883,74.369,4.095101768,0.000125695,85.144,5.383910274,2.71E-05,103.423,8,,"*turned off 14 GHz, but still showing FWD power",,10,30,23:22:40,165,110,140,360,2.99,1.49,0.31,1.72,2.46,8.31,,12.5,3.889,2,0.3,8,0.72,2001,99,0,,
Run31.mca,120,7/9/2025,11:24:23 PM,9.998424,9.84 x 1.0161,1180,3073,1024,75.17595606,117.1089248,239.2386963,203,0.232575328,0.226679547,0.478471593,-0.007840697,0.001004599,0.007840697,0.001004599,-0.678354992,0.176328472,127.5396855,16.34117839,1-sigma propagated from slope standard error,Run31_analysis.png,7/9/2025 23:24,9.36E-06,52.801,2.0527579,4.84E-05,56.481,2.305709828,0.00028806,60.694,2.701992196,2.93E-05,69.605,3.323431498,0.000488458,74.121,4.065657026,0.000118239,85.142,5.383621983,4.44E-05,103.861,8,,"*turned off 14 GHz, but still showing FWD power",,10,31,23:26:29,165,110,140,360,2.99,1.49,0.31,1.72,2.28,8.31,,12.5,3.76,2,0.25,8,0.75,1506,99,74,,
Run32.mca,120,7/9/2025,11:27:36 PM,9.998424,9.84 x 1.0161,822,2160,1024,75.70011817,127.592167,247.101128,185,0.087545616,0.229288349,0.481450135,-0.004596153,0.001096875,0.004596153,0.001096875,-1.522879413,0.199588209,217.5732522,51.92402343,1-sigma propagated from slope standard error,Run32_analysis.png,7/9/2025 23:27,9.20E-06,52.803,2.052892658,4.14E-05,56.241,2.284542286,0.00029726,60.471,2.688428965,2.83E-05,69.477,3.301579172,0.00049961,74.31,4.088096768,0.000121189,85.361,5.415189764,6.50E-05,103.866,8,,"*turned off 14 GHz, but still showing FWD power",,10,32,23:29:39,165,110,140,360,2.99,1.49,0.31,1.72,2.2,8.31,,12.5,3.72,2,0.365,8,0.88,1010,99,50,,
Run33.mca,120,7/9/2025,11:30:43 PM,9.998424,9.84 x 1.0161,479,1214,1024,134.9304365,209.3614561,240.8111827,32,0.084153751,0.134121963,0.378237263,-0.012888535,0.007762783,0.012888535,0.007762783,0.288502346,1.732438461,77.58833783,46.73156948,1-sigma propagated from slope standard error,Run33_analysis.png,7/9/2025 23:30,7.13E-06,52.717,2.047098048,3.35E-05,56.322,2.29,0.000248402,60.698,2.702235483,2.62E-05,69.477,3.301579172,0.000511279,74.001,4.05140957,0.000161307,85.788,5.476739729,8.27E-05,104.612,8,,"*turned off 14 GHz, but still showing FWD power",,10,33,23:32:54,165,110,140,360,2.99,1.49,0.31,1.72,2.24,8.31,,12.5,2.7,2,0.16,8,1.31,506,100,0,,
Run34.mca,120,7/9/2025,11:35:39 PM,9.998424,9.84 x 1.0161,2470,6405,1024,75.70011817,124.4471944,249.7219385,236,0.484059805,0.179967487,0.426034823,-0.01143366,0.000771663,0.01143366,0.000771663,0.64845793,0.146329187,87.46105732,5.902785005,1-sigma propagated from slope standard error,Run34_analysis.png,7/9/2025 23:35,1.21E-05,52.888,2.058619888,5.80E-05,56.158,2.278949814,0.000312213,60.545,2.692929768,2.73E-05,69.475,3.301237729,0.000435674,74.369,4.095101768,0.000143577,85.946,5.499514657,8.56E-05,104.215,8,,"*turned off 14 GHz, but still showing FWD power",,10,34,23:37:47,165,110,140,360,2.99,1.49,0.31,1.72,2.49,8.31,,12.5,4.04,2,0.35,8,0.69,1501,1481,143,,
Run35.mca,120,7/9/2025,11:39:17 PM,9.998424,9.84 x 1.0161,896,2477,1024,75.17595606,149.0828135,188.3949717,72,0.209405401,0.264192884,0.52128807,-0.023125752,0.005370687,0.023125752,0.005370687,1.699252458,0.90567107,43.24183701,10.04241346,1-sigma propagated from slope standard error,Run35_analysis.png,7/9/2025 23:39,1.21E-05,52.888,2.058619888,5.80E-05,56.158,2.278949814,0.000312213,60.545,2.692929768,2.73E-05,69.475,3.301237729,0.000435674,74.369,4.095101768,0.000143577,85.946,5.499514657,8.56E-05,104.215,8,,"*turned off 14 and 18 GHz, but still showing FWD power",,10,35,23:41:29,165,110,140,360,2.99,1.49,0.31,1.72,2.32,8.31,,12.5,3.643,2,0.237,8,0.78,1601,0,0,,
Run36.mca,120,7/9/2025,11:44:35 PM,9.998424,9.84 x 1.0161,302,1123,1024,75.70011817,85.13503614,105.5773584,40,0.076919931,0.270321117,0.533430918,-0.024805073,0.013939556,0.024805073,0.013939556,-0.645390414,1.331896302,40.31433412,22.65520195,1-sigma propagated from slope standard error,Run36_analysis.png,7/9/2025 23:44,1.10E-05,52.543,2.035374071,5.59E-05,56.484,2.30600624,0.000272173,60.848,2.711358733,3.64E-06,68.55,3.179807207,0.00039108,74.31,4.088096768,0.000132147,85.307,5.407405928,5.99E-05,104.262,8,,"*turned off 14 and 28 GHz, but still showing FWD power",,10,36,23:46:39,165,110,140,360,2.99,1.49,0.31,1.72,2.33,8.31,,12.5,3.35,2,0.26,8,1.05,0,1579,0,,
Run01.mca,300,10/13/2025,3:52:25 PM,9.998424,9.84 x 1.0161,495,1298,1024,142.7928682,187.3466475,209.3614561,27,0.087874191,0.169704829,0.428113555,-0.019566557,0.012607852,0.019566557,0.012607852,0.268959201,2.508046539,51.10761117,32.93155827,1-sigma propagated from slope standard error,Run01_analysis.png,10/13/2025 15:52,1.02E-05,52.281,2.017720725,5.38E-05,55.997,2.268101766,0.000217783,60.547,2.693051412,4.54E-05,68.882,3.2,0.00025258,73.692,4.014722371,0.000128716,84.608,5.310765935,4.70E-05,103.293,8,CdTe,replica of 7/16/15 and 2/3/16,,10,1,15:58:05,122,105,102,270,2.23,1.44,0.35,1.29,3.89,7.52,,12.5,2.75,2,0.229,74,1.97,0,1012,0,0.296,43.79015017
Run02.mca,300,10/13/2025,4:01:23 PM,9.998424,9.84 x 1.0161,743,1824,1024,148.0344893,219.3205362,249.1977764,32,0.251023731,0.101488303,0.329020044,-0.021631007,0.006821702,0.021631007,0.006821702,1.728665044,1.590282725,46.22993225,14.57938714,1-sigma propagated from slope standard error,Run02_analysis.png,10/13/2025 16:01,1.02E-05,52.281,2.017720725,5.38E-05,55.997,2.268101766,0.000217783,60.547,2.693051412,4.54E-05,68.882,3.2,0.00025258,73.692,4.014722371,0.000128716,84.608,5.310765935,4.70E-05,103.293,8,,"assume taken at 1000 W, not sure",,10,2,16:06:45,122,105,98,270,2.24,1.45,0.37,1.29,3.82,7.53,,12.5,2.9,2,0.196,74,2.35,0,1015,0,0.324,46.56380103
Run03.mca,300,10/13/2025,4:08:31 PM,9.998424,9.84 x 1.0161,935,2197,1024,139.6478955,178.9600537,222.9896709,79,0.152411907,0.257387591,0.51388032,-0.016660475,0.004477391,0.016660475,0.004477391,0.069812977,0.899949314,60.02229888,16.13058943,1-sigma propagated from slope standard error,Run03_analysis.png,10/13/2025 16:08,1.37E-05,52.195,2.011926115,6.51E-05,55.835,2.257186338,0.000259894,60.548,2.693112233,5.32E-05,68.884,3.200341443,0.000269961,73.694,4.014959829,0.000150662,84.772,5.33028829,6.67E-05,103.295,8,,,,10,3,16:13:38,122,105,94,270,2.25,1.47,0.4,1.29,3.88,7.53,,12.5,2.85,2,0.175,74,2.4,0,1012,0,0.351,55.04353313
Run04.mca,301.989,10/13/2025,4:20:54 PM,9.998424,9.84 x 1.0161,1332,2948,1024,149.6069756,165.3318389,185.7741612,40,0.165650072,0.187095441,0.44378212,-0.031853273,0.011596864,0.031853273,0.011596864,2.795457594,2.037073153,31.3939477,11.42963689,1-sigma propagated from slope standard error,Run04_analysis.png,10/13/2025 16:20,2.33E-05,51.932,1.994402135,0.000113054,55.916,2.262644052,0.000193369,60.473,2.688550608,3.83E-05,68.818,3.196107413,0.000258604,73.632,4.007598643,0.000141132,84.826,5.338072127,3.50E-06,104.789,8,,,,10,4,16:20:53,122,105,88,270,2.25,1.48,0.44,1.29,4,7.53,,12.5,2.9,2,0.18,74,2.6,0,1013,0,0.393,61.61790069
Run05.mca,240,10/13/2025,4:27:18 PM,9.998424,9.84 x 1.0161,33,174,1024,146.9861651,152.7519483,243.9561553,10,0.465009508,0.036370241,0.213220077,0.006738162,0.002555281,-0.006738162,0.002555281,-5.05279999,0.482652516,-148.408413,56.28020139,1-sigma propagated from slope standard error,Run05_analysis.png,10/13/2025 16:27,3.93E-06,52.369,2.023650093,2.48E-05,55.751,2.251526487,0.000179434,60.396,2.68386734,5.35E-05,69.015,3.222705933,0.000309075,73.443,3.978659838,0.000156818,84.77,5.33,7.52E-05,103.469,8,,,,10,5,16:31:27,122,105,120,270,2.2,1.4,0.23,1.29,3.92,7.52,,12.5,2.6,2,0.178,74,1.31,0,1008,0,0.17,27.16720912
Run06.mca,240,10/13/2025,4:33:32 PM,9.998424,9.84 x 1.0161,33,135,1024,146.9861651,160.6143799,230.3279405,15,0.993464866,0.000256263,0.017195584,0.00928901,0.000208953,-0.00928901,0.000208953,-5.58821432,0.039978096,-107.6541014,2.42164171,1-sigma propagated from slope standard error,Run06_analysis.png,10/13/2025 16:33,3.93E-06,52.369,2.023650093,2.48E-05,55.751,2.251526487,0.000179434,60.396,2.68386734,5.35E-05,69.015,3.222705933,0.000309075,73.443,3.978659838,0.000156818,84.77,5.33,7.52E-05,103.469,8,,,,10,6,16:37:53,122,105,125,270,2.19,1.39,0.2,1.29,4.25,7.53,,12.5,1.33,2,0.127,74,0.94,0,1011,0,0.138,26.89998126
Run07.mca,240,10/13/2025,4:47:23 PM,9.998424,9.84 x 1.0161,141,505,1024,145.9378408,187.8708096,243.4319932,18,0.995791122,5.33E-05,0.007740603,0.008252281,0.000134126,-0.008252281,0.000134126,-5.368251313,0.027169614,-121.1786106,1.969541044,1-sigma propagated from slope standard error,Run07_analysis.png,10/13/2025 16:47,8.98E-06,52.37,2.023717472,4.78E-05,56.08,2.273694238,0.00020788,60.473,2.688550608,5.47E-05,68.884,3.200341443,0.000249372,73.756,4.022321014,0.00014331,84.61,5.311003392,5.14E-05,103.384,8,,replica of 11/2/15,,10,7,16:51:33,124,108,110,270,2.27,1.47,0.32,1.29,3.63,7.53,,12.5,2.7,2,0.19,74,1.72,0,983,0,0.332,34.20653443
Run08.mca,240,10/13/2025,4:53:42 PM,9.998424,9.84 x 1.0161,345,918,1024,149.0828135,200.4507002,222.4655088,18,0.436490278,0.091949694,0.321626189,-0.04519957,0.012839193,0.04519957,0.012839193,6.20306671,2.707040027,22.12410424,6.284476752,1-sigma propagated from slope standard error,Run08_analysis.png,10/13/2025 16:53,8.98E-06,52.37,2.023717472,4.78E-05,56.08,2.273694238,0.00020788,60.473,2.688550608,5.47E-05,68.884,3.200341443,0.000249372,73.756,4.022321014,0.00014331,84.61,5.311003392,5.14E-05,103.384,8,,all done at 1000 W,,10,8,17:04:41,122,105,102,270,2.23,1.44,0.35,1.29,3.43,7.53,,12.5,3.05,2,0.24,74,1.94,0,988,0,0.296,38.51771198
Run09.mca,240,10/13/2025,5:07:34 PM,9.998424,9.84 x 1.0161,130,497,1024,134.4062744,183.1533506,249.1977764,15,0.994302006,0.000128096,0.012157405,0.008327256,0.000174836,-0.008327256,0.000174836,-5.387148774,0.035758438,-120.0875729,2.521321537,1-sigma propagated from slope standard error,Run09_analysis.png,10/13/2025 17:07,9.01E-06,52.022,2.000269517,4.94E-05,56.082,2.273828996,0.000207221,60.551,2.693294698,4.11E-05,68.888,3.201024328,0.000232435,73.635,4.007954829,0.000130721,84.722,5.324301018,4.87E-05,103.345,8,,,,10,9,17:11:42,120,103,105,270,2.17,1.39,0.3,1.29,3.3,7.52,,12.5,3.64,2,0.316,74,2.28,0,986,0,0.258,31.18312307
Run10.mca,299.445939,10/13/2025,5:16:37 PM,15.500074,14.27 x 1.0862,731,727,1024,121.8263838,155.8969209,187.8708096,39,0.460803789,0.133339945,0.374896666,0.036479964,0.006487374,-0.036479964,0.006487374,-10.19863379,1.120564067,-27.41230797,4.874837414,1-sigma propagated from slope standard error,Run10_analysis.png,10/13/2025 17:16,1.15E-05,52.014,1.999739634,8.34E-05,55.747,2.25125697,0.000177175,60.315,2.678940785,7.19E-05,68.943,3.210413999,0.000336307,73.686,4.014009998,0.000113676,84.817,5.33677482,6.30E-05,103.373,8,,repeated after changing settings to match Janilee's. venus is same as run09,,15.5,10,,120,103,105,270,2.17,1.39,0.3,1.29,3.3,7.52,,12.5,3.64,2,0.316,74,2.28,0,986,0,0.258,31.18312307
Run11.mca,242.266,10/13/2025,5:27:36 PM,15.500074,14.27 x 1.0862,1078,1080,1024,118.157249,160.6143799,189.967458,45,0.062472809,0.21893959,0.478667763,-0.014517177,0.00857619,0.014517177,0.00857619,-0.768685373,1.507914372,68.88391454,40.69396524,1-sigma propagated from slope standard error,Run11_analysis.png,10/13/2025 17:27,1.01E-05,52.542,2.035306691,1.24E-05,56.483,2.305907436,0.000221686,60.014,2.654784191,4.62E-05,69.013,3.22236449,0.000243621,73.504,3.989073837,0.000132902,84.929,5.352919074,5.07E-05,103.201,7.986738649,,replica of 1/13/16,,15.5,11,17:32:02,122,105,102,275,2.23,1.44,0.35,1.31,3.54,7.52,,12.5,2.7,2,0.205,74,1.9,0,991,0,,
Run12.mca,510.269,10/13/2025,5:51:36 PM,15.500074,14.27 x 1.0862,2371,2384,1024,121.3022217,185.2499991,210.9339424,47,0.064708384,0.319594767,0.577753389,-0.019715329,0.011173546,0.019715329,0.011173546,0.534412867,2.214433165,50.72195277,28.74636601,1-sigma propagated from slope standard error,Run12_analysis.png,10/13/2025 17:51,1.30E-05,52.457,2.029579461,6.35E-05,55.916,2.262644052,0.000237929,60.397,2.683928162,4.88E-05,69.083,3.234314981,0.000217624,73.507,3.989586001,0.000126337,84.772,5.33028829,5.20E-05,103.384,8,,,,15.5,12,18:00:26,122,105,102,301,2.23,1.44,0.35,1.44,3.52,7.52,,12.5,2.75,2,0.22,74,1.88,0,992,0,,
Run01_test.mca,190.364817,10/14/2025,12:11:23 PM,15.500074,14.27 x 1.0862,18275,18135,1024,120.7780596,124.4471944,230.8521026,204,0.705188928,0.0360063,0.190690321,0.009507583,0.000432527,-0.009507583,0.000432527,-1.976422009,0.077989611,-105.1791973,4.784905002,1-sigma propagated from slope standard error,Run01_test_analysis.png,10/14/2025 12:11,5.79E-05,46.195,1.620972466,7.30E-05,66.334,3.045026394,0.000202178,71.121,3.582244985,1.90E-05,71.836,3.704310713,6.26E-06,72.646,3.842594964,0.00024708,83.244,5.148819854,0.000229647,106.856,8,CdTe,18 vs 28 ratios,,10,3,12:28:34,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,,19.99,4.193,2,0.031,13,4.44,2999,1189,0,,
Run02_Janileesettings.mca,102.293854,10/14/2025,12:18:04 PM,10.001376,9.84 x 1.0164,12219,11732,1024,143.3170303,149.0828135,246.5769659,187,0.359093983,0.115066163,0.341042697,-0.008973674,0.000881409,0.008973674,0.000881409,1.366600596,0.176143559,111.4370721,10.94553362,1-sigma propagated from slope standard error,Run02_Janileesettings_analysis.png,10/14/2025 12:18,5.79E-05,46.195,1.620972466,7.30E-05,66.334,3.045026394,0.000202178,71.121,3.582244985,1.90E-05,71.836,3.704310713,6.26E-06,72.646,3.842594964,0.00024708,83.244,5.148819854,0.000229647,106.856,8,CdTe,18 vs 28 ratios,,10,3,12:28:34,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,,19.99,4.193,2,0.031,13,4.44,2999,1189,0,,
Run03.mca,180,10/14/2025,12:23:04 PM,10.001376,9.84 x 1.0164,20259,20262,1024,139.1237334,146.9861651,249.7219385,197,0.533552977,0.064408284,0.255086028,-0.009105899,0.000609702,0.009105899,0.000609702,1.344559431,0.122294907,109.8189169,7.353129922,1-sigma propagated from slope standard error,Run03_analysis.png,10/14/2025 12:23,5.79E-05,46.195,1.620972466,7.30E-05,66.334,3.045026394,0.000202178,71.121,3.582244985,1.90E-05,71.836,3.704310713,6.26E-06,72.646,3.842594964,0.00024708,83.244,5.148819854,0.000229647,106.856,8,CdTe,18 vs 28 ratios,,10,3,12:28:34,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,,19.99,4.193,2,0.031,13,4.44,2999,1189,0,,
Run04.mca,180,10/14/2025,12:32:26 PM,10.001376,9.84 x 1.0164,19953,19997,1024,148.0344893,150.1311377,249.7219385,191,0.486185772,0.066191518,0.258634796,-0.00865958,0.000647542,0.00865958,0.000647542,1.258316077,0.13080642,115.4790453,8.635236243,1-sigma propagated from slope standard error,Run04_analysis.png,10/14/2025 12:32,5.79E-05,46.195,1.620972466,7.30E-05,66.334,3.045026394,0.000202178,71.121,3.582244985,1.90E-05,71.836,3.704310713,6.26E-06,72.646,3.842594964,0.00024708,83.244,5.148819854,0.000229647,106.856,8,,,,10,4,12:37:10,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,,12.5,3.675,2,0.045,13,4.85,3002,1186,0,,
Run05.mca,180,10/14/2025,12:40:31 PM,10.001376,9.84 x 1.0164,22349,22408,1024,148.5586514,150.6552998,249.1977764,189,0.443307806,0.060458475,0.247194438,-0.007672608,0.000628749,0.007672608,0.000628749,1.189867689,0.126983021,130.3337846,10.68048758,1-sigma propagated from slope standard error,Run05_analysis.png,10/14/2025 12:40,7.81E-05,52.542,2.035306691,0.000209548,55.832,2.256984201,0.000325229,60.394,2.683745697,1.78E-05,69.079,3.233632096,0.000165341,73.379,3.967733675,0.000165346,84.714,5.323351187,0.000124851,103.29,7.999567565,,,,10,5,12:43:45,185,151,149,430,3.39,2.09,0.53,2.05,2.88,7.98,,12.5,4.004,2,0.035,13,4.38,3483,1013,0,,
Run06.mca,180,10/14/2025,12:44:59 PM,10.001376,9.84 x 1.0164,25089,25117,1024,149.6069756,152.2277862,249.7219385,187,0.511304279,0.062609162,0.251567125,-0.009045425,0.000650164,0.009045425,0.000650164,1.569801939,0.131955202,110.5531203,7.946295201,1-sigma propagated from slope standard error,Run06_analysis.png,10/14/2025 12:44,0.000100217,52.28,2.017653346,0.000246277,56.077,2.2734921,0.000365945,60.545,2.692929768,1.93E-05,68.947,3.211096884,0.000181338,73.69,4.014484913,0.000172872,84.768,5.329762542,0.000131056,103.29,7.999567565,,,,10,6,12:48:08,185,151,149,430,3.39,2.09,0.53,2.05,2.86,7.98,,12.5,4.167,2,0.031,13,4.04,4017,1015,0,,
Run07.mca,180,10/14/2025,12:51:28 PM,10.001376,9.84 x 1.0164,26872,26906,1024,147.5103272,151.703624,249.1977764,187,0.517692928,0.04744411,0.218990911,-0.007975447,0.000565972,0.007975447,0.000565972,1.42448444,0.114574154,125.3848153,8.897843833,1-sigma propagated from slope standard error,Run07_analysis.png,10/14/2025 12:51,0.000121208,52.28,2.017653346,0.00027302,56.077,2.2734921,0.000383878,60.47,2.688368143,1.97E-05,68.88,3.199878357,0.000187217,73.752,4.021846099,0.000176388,84.714,5.323351187,0.000151967,103.201,7.986738649,,,,10,6,12:48:08,185,151,149,430,3.39,2.09,0.53,2.05,2.86,7.98,,12.5,4.167,2,0.031,13,4.04,4017,1015,0,,
Run08.mca,180,10/14/2025,12:57:20 PM,10.001376,9.84 x 1.0164,29134,29195,1024,148.5586514,152.7519483,249.7219385,186,0.580213211,0.032606301,0.181550866,-0.007543077,0.000472999,0.007543077,0.000472999,1.419555449,0.09611122,132.5719001,8.313102707,1-sigma propagated from slope standard error,Run08_analysis.png,10/14/2025 12:57,0.000121208,52.28,2.017653346,0.00027302,56.077,2.2734921,0.000383878,60.47,2.688368143,1.97E-05,68.88,3.199878357,0.000187217,73.752,4.021846099,0.000176388,84.714,5.323351187,0.000151967,103.201,7.986738649,,,,10,7,12:54:38,185,151,149,430,3.39,2.09,0.53,2.05,3.15,7.98,,12.5,4.246,2,0.024,13,4.44,4491,1007,0,,
