file,livetime,datetime,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status,csd,O8+_beam_current,O8+_batman_current,O8+_mq,O7+_beam_current,O7+_batman_current,O7+_mq,O6+_beam_current,O6+_batman_current,O6+_mq,O5+_beam_current,O5+_batman_current,O5+_mq,O4+_beam_current,O4+_batman_current,O4+_mq,O3+_beam_current,O3+_batman_current,O3+_mq,O2+_beam_current,O2+_batman_current,O2+_mq,Comments,Action,CSD,Inj (A),Extr (A),Cent (A),Sext (A),Inj (T),Extr (T),Cent (T),Sext (T),Inj Pres (-7),Oxygen %,Xenon %,Extr HV,Extr I,Puller HV,Puller I,Bias V,Bias I,28 GHz,18 GHz,Total Power,28/18 Ratio
Run039.mca,120,9/12/2026 22:26,10.003344,9.84 x 1.0166,2041,2041,1024,134.9304365,140.6962197,164.2835147,46,0.171147811,0.321946391,0.580155426,-0.03705175,0.01229236,0.03705175,0.01229236,3.573667598,1.876411017,26.98927857,8.954014797,1-sigma propagated from slope standard error,Run039_analysis.png,ok,csd_1789277313,9.02E-05,52.766,2.050399628,0.000218503,57.065,2.363411336,2.21E-06,60.606,2.69663989,4.61E-06,65.665,3.0043367,3.86E-06,76.113,4.302164792,1.63E-06,86.637,5.599118933,1.84E-06,102.044,7.819962749,,,22:28:33,185,142,150,430,3.38,1.96,0.48,2.05,0.869,11.8,,12.5,2.48,2,0.059,54,3.6,51,1208,1208,0
Run040.mca,120,9/12/2026 22:30,10.003344,9.84 x 1.0166,1473,1474,1024,137.027085,168.4768116,191.0157823,40,0.18949774,0.223608407,0.485156955,-0.035393577,0.011874293,0.035393577,0.011874293,3.718914111,2.126408191,28.253714,9.478919709,1-sigma propagated from slope standard error,Run040_analysis.png,ok,csd_1789277559,2.90E-05,52.761,2.050062732,0.000115696,57.14,2.370821633,1.15E-06,60.676,2.700897406,2.55E-06,65.658,3.003910948,3.52E-06,76.044,4.293972505,1.82E-06,86.467,5.574614263,0.000143446,100.249,7.561222264,,,22:32:39,185,142,150,430,3.38,1.96,0.48,2.05,0.902,11.8,,12.5,1.824,2,0.064,42,3.8,49,911,911,0
Run041.mca,119.748,9/12/2026 22:37,10.003344,9.84 x 1.0166,943,941,1024,139.1237334,166.9043252,189.967458,32,0.110757481,0.158926045,0.411729419,-0.021398778,0.01107011,0.021398778,0.01107011,1.058286813,1.975558169,46.73163962,24.17541665,1-sigma propagated from slope standard error,Run041_analysis.png,ok,csd_1789277961,6.21E-05,52.586,2.038271375,0.000189811,56.898,2.346911076,1.64E-06,60.448,2.687030067,0.00017933,70.092,3.40657277,3.86E-06,75.924,4.279725049,1.70E-06,86.363,5.559623171,0.000117402,100.021,7.528357178,,,22:39:21,185,142,150,430,3.38,1.96,0.48,2.05,0.934,11.8,,12.5,2.1,2,0.027,47,2.91,48,603,603,0
Run042.mca,120,9/12/2026 22:41,10.003344,9.84 x 1.0166,561,561,1024,122.3505459,169.0009737,189.967458,24,0.146499797,0.068593281,0.273548961,-0.017017735,0.008757371,0.017017735,0.008757371,0.045959447,1.576624117,58.76222552,30.23919312,1-sigma propagated from slope standard error,Run042_analysis.png,ok,csd_1789278230,2.05E-05,52.583,2.038069238,0.000118055,56.895,2.346614665,0.000116405,62.478,2.810498049,0.000131633,70.088,3.405889885,3.18E-06,75.859,4.272007677,1.63E-06,86.251,5.543478918,0.000114718,99.923,7.514230956,,,22:43:50,185,142,150,430,3.38,1.96,0.48,2.05,0.903,11.8,,12.5,1.974,2,0.019,47,1.78,49,304,304,0
Run043.mca,120,9/12/2026 22:46,10.003344,9.84 x 1.0166,560,560,1024,149.6069756,163.7593526,187.3466475,26,0.069716957,0.153803091,0.408191151,-0.01586683,0.011831039,0.01586683,0.011831039,-0.208946559,2.064454735,63.02456052,46.99401432,1-sigma propagated from slope standard error,Run043_analysis.png,ok,csd_1789278520,1.72E-05,52.589,2.038473513,9.68E-05,56.982,2.355210608,0.000112929,62.484,2.810862979,0.000159323,70.095,3.407084934,3.87E-06,75.867,4.272957508,2.05E-06,86.26,5.544776224,0.000145637,100.026,7.529077903,28 GHz fields,only 28 GHz power,22:48:40,185,142,150,430,3.38,1.96,0.48,2.05,1,11.8,,12.5,1.82,2,0.027,47,1.72,300,46,300,0
Run044.mca,119.892,9/12/2026 22:50,10.003344,9.84 x 1.0166,1065,1064,1024,118.157249,141.2203819,162.7110283,38,0.23654657,0.150095831,0.3980383,-0.033650483,0.010075648,0.033650483,0.010075648,2.516579493,1.530986461,29.71725548,8.897958893,1-sigma propagated from slope standard error,Run044_analysis.png,ok,csd_1789278753,4.30E-05,52.586,2.038271375,0.000156203,56.898,2.346911076,1.19E-06,60.448,2.687030067,0.000158059,70.092,3.40657277,4.08E-06,75.863,4.272482592,1.98E-06,86.309,5.551839335,0.000130565,99.974,7.521582357,,,22:52:33,185,142,150,430,3.38,1.96,0.48,2.05,1.04,11.8,,12.5,2.11,2,0.027,47,2.19,602,47,602,0
Run045.mca,119.844,9/12/2026 22:53,10.003344,9.84 x 1.0166,1599,1597,1024,144.3653545,206.7406455,229.8037784,22,0.217057647,0.105416134,0.340525694,-0.023915564,0.010156475,0.023915564,0.010156475,2.61759261,2.210083475,41.81377383,17.75749563,1-sigma propagated from slope standard error,Run045_analysis.png,ok,csd_1789279028,4.74E-05,52.583,2.038069238,0.000168671,56.895,2.346614665,1.38E-06,60.521,2.691470048,3.08E-06,65.444,2.990895111,4.53E-06,75.859,4.272007677,2.12E-06,86.358,5.558902446,0.000122571,99.969,7.520861631,,,22:57:08,185,142,150,430,3.38,1.96,0.48,2.05,1.03,11.8,,12.5,2.27,2,0.054,47,3.07,892,47,892,0
Run046.mca,119.94,9/12/2026 22:59,10.003344,9.84 x 1.0166,2043,2042,1024,134.9304365,137.027085,197.8298897,113,0.297140397,0.225163262,0.478769525,-0.017563242,0.002563874,0.017563242,0.002563874,0.631710579,0.429823991,56.93709727,8.311650543,1-sigma propagated from slope standard error,Run046_analysis.png,ok,csd_1789279301,2.35E-05,52.585,2.038203996,0.000123382,56.897,2.346812272,1.65E-06,60.446,2.686908423,3.19E-06,65.517,2.995335093,1.51E-06,73.821,4.030038386,3.10E-06,86.307,5.551551045,0.000113035,100.249,7.561222264,,,23:01:41,185,142,150,430,3.38,1.96,0.48,2.05,0.986,11.8,,12.5,2.13,2,0.058,47,3.41,1194,48,1194,0
Run047.mca,119.664,9/12/2026 23:02,10.003344,9.84 x 1.0166,2486,2479,1024,137.5512471,161.138542,181.5808643,38,0.263590213,0.327706378,0.588143084,-0.056765434,0.015813494,0.056765434,0.015813494,7.582578425,2.706678998,17.6163543,4.90749562,1-sigma propagated from slope standard error,Run047_analysis.png,ok,csd_1789279483,2.31E-05,52.583,2.038069238,0.000106807,56.895,2.346614665,1.88E-06,60.521,2.691470048,0.000140613,69.956,3.383354673,1.91E-06,73.881,4.037162114,3.22E-06,86.305,5.551262754,0.000106601,100.247,7.560933974,,,23:04:43,185,142,150,430,3.38,1.96,0.48,2.05,0.971,11.8,,12.5,2.14,2,0.036,47,3.32,1505,48,1505,0
Run048.mca,119.88,9/12/2026 23:07,10.003344,9.84 x 1.0166,2939,2936,1024,139.1237334,142.7928682,224.5621573,146,0.282740669,0.249006923,0.502459304,-0.013315626,0.001767357,0.013315626,0.001767357,0.369087315,0.324117171,75.0997357,9.96784155,1-sigma propagated from slope standard error,Run048_analysis.png,ok,csd_1789279785,3.98E-05,52.585,2.038203996,0.000169447,56.978,2.354815393,2.09E-06,60.446,2.686908423,2.10E-06,68.419,3.171839569,2.17E-06,73.821,4.030038386,2.74E-06,86.36,5.559190736,0.000102692,100.203,7.554591589,,,23:09:45,185,142,150,430,3.38,1.96,0.48,2.05,0.907,11.8,,12.5,2.38,2,0.044,47,1.72,1794,47,1794,0
