file,date,time,O8+_beam_current,O8+_batman_current,O8+_mq,O7+_beam_current,O7+_batman_current,O7+_mq,O6+_beam_current,O6+_batman_current,O6+_mq,O5+_beam_current,O5+_batman_current,O5+_mq,O4+_beam_current,O4+_batman_current,O4+_mq,O3+_beam_current,O3+_batman_current,O3+_mq,O2+_beam_current,O2+_batman_current,O2+_mq
csd_1752115492,2025-07-10,02:44:55,5.25363e-06,52.717,2.0470980483271375,1.92002e-05,56.403,2.298003120124805,0.000126559,60.848,2.7113587330732156,1.22868e-05,69.477,3.3015791720017074,0.000321873,74.063,4.058770755222282,0.000239383,85.254,5.399766236570751,4.54109e-05,103.69,8.0
csd_1752115926,2025-07-10,02:52:09,7.37739e-06,52.543,2.03537407063197,4.68953e-05,56.078,2.2735594795539034,0.000232654,60.471,2.6884289648840944,2.79958e-06,68.349,3.167582051870553,0.000442668,74.125,4.066131940724871,0.000143472,85.2,5.391982400259138,2.8652e-05,103.646,8.0
csd_1752116252,2025-07-10,02:57:34,7.20123e-06,52.543,2.03537407063197,2.90723e-05,56.403,2.298003120124805,0.000170666,60.848,2.7113587330732156,3.87805e-06,68.416,3.17165710351159,0.000394911,74.31,4.088096768434209,0.000199791,85.254,5.399766236570751,0.000108498,104.699,8.0
csd_1752116566,2025-07-10,03:02:49,8.29611e-06,52.631,2.04130343866171,4.06835e-05,56.161,2.2791519516728624,0.000206787,60.699,2.7022963047968784,4.70064e-06,68.418,3.171778746844159,0.000402747,74.065,4.05900821281914,0.000157198,85.309,5.407694217999245,2.85228e-05,103.737,8.0
csd_1752120118,2025-07-10,04:02:01,2.91986e-06,52.629,2.0411686802973974,3.83143e-06,56.24,2.284474907063197,4.42323e-05,60.846,2.711237089740647,4.96182e-06,68.414,3.1715354601790224,0.000241169,74.061,4.058533297625425,0.000274242,85.412,5.422541165038062,0.000101121,104.347,8.0
csd_1752120983,2025-07-10,04:16:26,5.51793e-06,52.976,2.0645492565055763,2.25571e-05,56.484,2.30600624024961,0.00020874,60.848,2.7113587330732156,2.63005e-05,68.416,3.17165710351159,0.000519971,74.063,4.058770755222282,0.000229504,85.842,5.484523565297199,0.000111397,104.524,8.0
csd_1752121386,2025-07-10,04:23:09,5.43311e-06,52.978,2.0646840148698886,2.08326e-05,56.486,2.3062038481539258,0.000151077,60.925,2.7160420013770943,2.04626e-05,68.485,3.1758537984851962,0.000361084,74.25,4.080973040528478,0.000141614,85.524,5.438685418128814,7.50155e-05,104.264,8.0
csd_1752121683,2025-07-10,04:28:06,6.82024e-06,52.893,2.0589567843866172,3.04906e-05,56.244,2.2847444237918215,0.000197266,60.851,2.711541198072068,1.56268e-05,68.486,3.1759146201514805,0.000397282,74.067,4.059245670415996,0.000139088,85.579,5.4466133995573065,9.23713e-05,104.311,8.0
csd_1752121958,2025-07-10,04:32:41,4.55827e-06,52.718,2.047165427509294,1.25954e-05,56.486,2.3062038481539258,0.000104929,60.774,2.706857929768189,1.32994e-05,68.485,3.1758537984851962,0.00033547,74.127,4.066369398321728,0.000167982,85.47,5.430901581817201,8.58254e-05,104.483,8.0
csd_1752122212,2025-07-10,04:36:54,4.47694e-06,52.018,1.9999999999999996,1.20061e-05,56.403,2.298003120124805,0.000100727,60.773,2.706797108101905,1.17893e-05,68.416,3.17165710351159,0.000340869,74.001,4.051409569719694,0.000169889,85.575,5.446036819089781,8.50481e-05,104.568,8.0
csd_1752122484,2025-07-10,04:41:26,4.47918e-06,52.802,2.052825278810409,1.17621e-05,56.402,2.2979043161726467,8.63412e-05,60.621,2.697552214826716,1.40987e-05,68.147,3.155296075281157,0.000346284,74.123,4.065894483128013,0.000169625,85.786,5.476451438751823,9.4711e-05,104.522,8.0
csd_1752122857,2025-07-10,04:47:40,1.24827e-05,52.802,2.052825278810409,6.31903e-05,56.483,2.3059074362974514,0.000288835,60.846,2.711237089740647,5.27445e-06,68.414,3.1715354601790224,0.000429888,74.369,4.095101767541511,0.000153841,85.946,5.499514657452897,9.13741e-05,104.259,8.0
csd_1752123056,2025-07-10,04:50:59,1.05493e-05,52.975,2.06448187732342,4.80274e-05,56.402,2.2979043161726467,0.000248782,60.922,2.715859536378242,5.55698e-06,68.548,3.179685563461097,0.000403443,74.369,4.095101767541511,0.000124956,85.519,5.437964692544406,8.83488e-05,104.347,8.0
csd_1752123346,2025-07-10,04:55:49,6.89781e-06,52.455,2.0294447026022304,3.01629e-05,56.158,2.278949814126394,0.000189286,60.621,2.697552214826716,1.43807e-05,68.281,3.1634461785632317,0.000377172,73.999,4.051172112122835,0.00013427,85.466,5.430325001349673,8.25448e-05,104.303,8.0
csd_1752123565,2025-07-10,04:59:28,5.79695e-06,52.629,2.0411686802973974,2.18446e-05,56.564,2.3139105564222566,0.000144278,60.846,2.711237089740647,1.10856e-05,68.481,3.175610511820059,0.000345559,74.123,4.065894483128013,0.000155665,85.412,5.422541165038062,8.32912e-05,104.697,8.0
csd_1752123866,2025-07-10,05:04:29,8.42835e-06,52.888,2.058619888475836,4.05577e-05,56.402,2.2979043161726467,0.000221042,60.846,2.711237089740647,7.31354e-06,68.481,3.175610511820059,0.000394926,74.185,4.073255668630602,0.00013431,85.359,5.414901473843329,5.47476e-05,103.776,8.0
csd_1752124307,2025-07-10,05:11:50,1.30342e-05,52.89,2.0587546468401485,7.20969e-05,56.241,2.284542286245353,0.000346526,60.923,2.715920358044526,7.43354e-06,68.483,3.175732155152628,0.000417793,74.371,4.095339225138368,0.00013343,85.842,5.484523565297199,7.95078e-05,104.086,8.0
csd_1752124558,2025-07-10,05:16:01,1.29453e-05,52.717,2.0470980483271375,6.45054e-05,56.484,2.30600624024961,0.000320111,60.848,2.7113587330732156,2.78252e-05,69.279,3.2677763551002976,0.000413353,74.432,4.102581681842529,0.000108723,85.254,5.399766236570751,8.02733e-05,104.174,8.0
csd_1752124801,2025-07-10,05:20:04,8.08898e-06,52.717,2.0470980483271375,3.4554e-05,56.484,2.30600624024961,0.000202322,60.848,2.7113587330732156,3.78814e-06,68.55,3.179807206793665,0.000397087,74.125,4.066131940724871,0.000138253,85.361,5.415189764077095,7.90527e-05,104.743,8.0
csd_1752125159,2025-07-10,05:26:02,8.81512e-06,52.893,2.0589567843866172,4.19516e-05,56.487,2.3063026521060843,0.000221561,60.851,2.711541198072068,8.57269e-06,68.486,3.1759146201514805,0.000382543,74.375,4.095814140332084,0.000140587,85.793,5.477460454569996,7.73045e-05,104.792,8.0
csd_1752125433,2025-07-10,05:30:36,7.89772e-06,52.806,2.053094795539033,3.36681e-05,56.244,2.2847444237918215,0.000206979,61.001,2.7206644480146887,1.84086e-05,69.481,3.302262057191633,0.000429631,74.252,4.081210498125334,0.000145018,85.043,5.36935161690871,4.68783e-05,103.96,8.0
csd_1752126552,2025-07-10,05:49:15,9.13188e-06,52.717,2.0470980483271375,4.45452e-05,56.484,2.30600624024961,0.000273505,60.773,2.706797108101905,2.24985e-05,69.279,3.2677763551002976,0.00046867,74.31,4.088096768434209,0.000142198,85.521,5.4382529827781685,7.59081e-05,104.086,8.0
csd_1752126811,2025-07-10,05:53:34,7.96075e-06,52.888,2.058619888475836,3.37903e-05,56.483,2.3059074362974514,0.000244253,60.846,2.711237089740647,1.98531e-05,69.278,3.2676056338028174,0.000489658,74.308,4.087859310837351,0.00014796,85.359,5.414901473843329,9.44492e-05,104.434,8.0
csd_1752127047,2025-07-10,05:57:30,3.90297e-06,52.543,2.03537407063197,1.31524e-05,56.403,2.298003120124805,0.000120668,60.622,2.6976130364929998,1.28745e-05,69.477,3.3015791720017074,0.000329525,73.94,4.044167113015533,0.000197809,85.414,5.422829455271825,8.9933e-05,104.262,8.0
csd_1752127269,2025-07-10,06:01:11,5.81699e-06,52.63,2.041236059479554,1.23911e-05,56.078,2.2735594795539034,0.000156709,60.622,2.6976130364929998,1.46463e-05,69.477,3.3015791720017074,0.000390383,73.878,4.036805927512944,0.000192453,85.361,5.415189764077095,0.000100616,104.83,8.0
csd_1752127544,2025-07-10,06:05:47,4.95863e-06,52.805,2.053027416356877,1.44594e-05,56.324,2.290197607904316,0.000109058,60.925,2.7160420013770943,1.15737e-05,69.347,3.279385403329064,0.000361345,73.941,4.044285841813962,0.00024515,84.987,5.361279490363332,2.62622e-05,103.295,8.0
csd_1752127773,2025-07-10,06:09:36,7.66588e-06,52.978,2.0646840148698886,3.28238e-05,56.486,2.3062038481539258,0.000185732,60.699,2.7022963047968784,2.27322e-05,69.347,3.279385403329064,0.000513393,74.25,4.080973040528478,0.000163857,85.897,5.492451546725694,9.09092e-05,104.44,8.0
csd_1752128017,2025-07-10,06:13:40,8.14997e-06,52.631,2.04130343866171,3.1385e-05,55.916,2.2626440520446094,0.000164008,59.865,2.6400624024961,2.64289e-05,69.281,3.268117797695263,0.000497058,74.311,4.088215497232638,0.000127851,85.256,5.400054526804514,4.4942e-05,103.737,8.0
csd_1752128312,2025-07-10,06:18:35,9.32266e-06,52.975,2.06448187732342,4.95103e-05,56.483,2.3059074362974514,0.000298313,60.846,2.711237089740647,3.15342e-05,69.212,3.256338028169014,0.000499883,74.369,4.095101767541511,0.000125695,85.144,5.383910273713763,2.70853e-05,103.423,8.0
csd_1752128560,2025-07-10,06:22:43,9.36449e-06,52.801,2.052757899628253,4.83665e-05,56.481,2.3057098283931357,0.00028806,60.694,2.701992196465458,2.92804e-05,69.605,3.3234314980793855,0.000488458,74.121,4.065657025531155,0.000118239,85.142,5.383621983479998,4.43779e-05,103.861,8.0
csd_1752128789,2025-07-10,06:26:32,9.20403e-06,52.803,2.052892657992565,4.1406e-05,56.241,2.284542286245353,0.00029726,60.471,2.6884289648840944,2.82766e-05,69.477,3.3015791720017074,0.00049961,74.31,4.088096768434209,0.000121189,85.361,5.415189764077095,6.50054e-05,103.866,8.0
csd_1752128979,2025-07-10,06:29:42,7.12948e-06,52.717,2.0470980483271375,3.34965e-05,56.322,2.29,0.000248402,60.698,2.7022354831305946,2.62488e-05,69.477,3.3015791720017074,0.000511279,74.001,4.051409569719694,0.000161307,85.788,5.476739728985586,8.2703e-05,104.612,8.0
csd_1752129174,2025-07-10,06:32:57,4.36759e-06,52.89,2.0587546468401485,1.01636e-05,56.484,2.30600624024961,8.11973e-05,60.848,2.7113587330732156,1.23369e-05,69.279,3.2677763551002976,0.000334668,74.186,4.073374397429031,0.000308055,85.575,5.446036819089781,0.000103695,104.699,8.0
csd_1752129467,2025-07-10,06:37:49,1.20997e-05,52.888,2.058619888475836,5.80033e-05,56.158,2.278949814126394,0.000312213,60.545,2.692929768189121,2.73065e-05,69.475,3.301237729406742,0.000435674,74.369,4.095101767541511,0.000143577,85.946,5.499514657452897,8.55527e-05,104.215,8.0
csd_1752129689,2025-07-10,06:41:32,8.60324e-06,52.717,2.0470980483271375,4.42137e-05,56.241,2.284542286245353,0.000271159,60.622,2.6976130364929998,2.64949e-05,69.543,3.3128467776355106,0.000485013,74.248,4.08073558293162,0.000122065,85.2,5.391982400259138,3.51714e-05,103.69,8.0
csd_1752129999,2025-07-10,06:46:42,1.0997e-05,52.543,2.03537407063197,5.59309e-05,56.484,2.30600624024961,0.000272173,60.848,2.7113587330732156,3.6398e-06,68.55,3.179807206793665,0.00039108,74.31,4.088096768434209,0.000132147,85.307,5.407405927765482,5.98999e-05,104.262,8.0
