Run #,Spectral Temp,Error,Sum Counts,Livetimes,Coeff A,Coeff B,Coeff C,Coeff D
122_105_102_270_18_1000,59.455795649216974,1.7291587822090355,135.25060891629823,298.53,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
122_105_120_270A_18_1000,29.443755236014017,0.7653216269525891,41.519140459591014,298.92,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
122_105_125_270A_18_1000,27.617694615111727,0.8552496375738322,29.85600604451989,298.32,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
122_105_130_270A_18_1000,24.44264610950768,0.7468138489047659,17.820525222408488,297.39,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
122_105_135_270A_18_1000,21.32891384267858,1.4801350164045137,6.036798954950575,297.3,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
