file,livetime,start_time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run29.mca,90.986,05/21/2025 04:17:09,9.998424,9.84 x 1.0161,6561,13921,1024,140.6962197487888,143.31703029625024,299.5173389249524,297,0.5228313445180233,0.19129734159938694,0.4388556399647546,-0.01016600477324799,0.0005654503106844158,0.01016600477324799,0.0005654503106844158,1.8218133646160646,0.12750572370972343,98.36705985339655,5.471341573789636,1-sigma propagated from slope standard error,Run29_analysis.png,ok
Run3.mca,90.007,05/20/2025 03:03:24,9.998424,9.84 x 1.0161,4168,9819,1024,148.03448928168086,151.70362404812687,298.9931768154601,277,0.44550890223858164,0.18413658928372548,0.4306689732015951,-0.009083114237527546,0.0006110651629022575,0.009083114237527546,0.0006110651629022575,1.2007553235959758,0.13949401615319756,110.09439866653085,7.406584338424239,1-sigma propagated from slope standard error,Run3_analysis.png,ok
Run30.mca,92.999,05/21/2025 04:33:59,9.998424,9.84 x 1.0161,7098,13948,1024,148.03448928168086,150.13113771965,294.2757178300295,276,0.41102884755559677,0.15109425072634236,0.390124503804709,-0.007775563590621367,0.0005622991878934289,0.007775563590621367,0.0005622991878934289,1.4102833064742102,0.127132386368561,128.6080408635803,9.300444410406673,1-sigma propagated from slope standard error,Run30_analysis.png,ok
Run31.mca,113.743,05/21/2025 04:55:40,9.998424,9.84 x 1.0161,8287,17021,1024,143.31703029625024,154.32443459558831,299.5173389249524,278,0.5455770787068264,0.11881270290537112,0.34593881615197136,-0.00897867795399951,0.0004932418411501447,0.00897867795399951,0.0004932418411501447,1.6711456002484388,0.1138336785600271,111.37497136252165,6.118361323832132,1-sigma propagated from slope standard error,Run31_analysis.png,ok
Run32.mca,90.99,05/21/2025 05:01:37,9.998424,9.84 x 1.0161,7170,14881,1024,149.60697561015772,152.22778615761916,299.5173389249524,282,0.5024753149034413,0.14269274981101393,0.37909363452613587,-0.008896713887066542,0.0005290546790342974,0.008896713887066542,0.0005290546790342974,1.7061213664531703,0.12161255152067556,112.40105197197971,6.684074954978748,1-sigma propagated from slope standard error,Run32_analysis.png,ok
Run33.mca,115.739,05/21/2025 05:13:54,9.998424,9.84 x 1.0161,9970,20637,1024,146.46200295320398,150.13113771965,287.46161040662975,263,0.578626473120319,0.09301917131954836,0.30615676034406375,-0.00898098869197926,0.00047439310672359625,0.00898098869197926,0.00047439310672359625,1.8076545286470294,0.10549833825929368,111.34631545556668,5.881526669593299,1-sigma propagated from slope standard error,Run33_analysis.png,ok
Run34.mca,100.889,05/21/2025 05:24:43,9.998424,9.84 x 1.0161,9707,20392,1024,141.2203818582811,143.31703029625024,298.4690147059678,296,0.5991117869397575,0.1155245398061375,0.3410431366107644,-0.009257552223111603,0.0004416520158874248,0.009257552223111603,0.0004416520158874248,1.9590364807060738,0.09946476153309124,108.01991454106914,5.153329072662301,1-sigma propagated from slope standard error,Run34_analysis.png,ok
Run35.mca,91.988,05/21/2025 05:40:38,9.998424,9.84 x 1.0161,15810,34408,1024,149.08281350066542,153.80027248609602,296.89652837749094,274,0.7244549041887133,0.05285180877440595,0.23073886758713674,-0.008991177925744616,0.00033621942763309974,0.008991177925744616,0.00033621942763309974,2.515205510627725,0.0770381216676514,111.2201324741534,4.159006705302245,1-sigma propagated from slope standard error,Run35_analysis.png,ok
Run36.mca,90.97,05/21/2025 05:57:47,9.998424,9.84 x 1.0161,10513,21310,1024,134.40627443488134,136.5029228728505,299.5173389249524,311,0.5841023661353253,0.11053077198636284,0.33353587740119156,-0.008369523520257147,0.0004017632758486538,0.008369523520257147,0.0004017632758486538,1.9521361883888269,0.08950821546897252,119.48111473486556,5.7354667731973334,1-sigma propagated from slope standard error,Run36_analysis.png,ok
Run37.mca,91.007,05/21/2025 06:07:11,9.998424,9.84 x 1.0161,11427,22185,1024,149.60697561015772,154.8485967050806,295.32404204901405,269,0.49828229909034083,0.08065088356056645,0.28505264431186206,-0.006953257345218138,0.00042699683356424493,0.006953257345218138,0.00042699683356424493,1.81974554141589,0.09766993167280404,143.81748730869504,8.831776050143043,1-sigma propagated from slope standard error,Run37_analysis.png,ok
Run38.mca,100.871,05/21/2025 06:25:45,9.998424,9.84 x 1.0161,11795,22206,1024,146.46200295320398,152.75194826711146,290.60658306358346,264,0.554926818367463,0.06856953365380226,0.26285540741710345,-0.007319677216723852,0.0004049851888816287,0.007319677216723852,0.0004049851888816287,1.8023115650887973,0.0912227661098464,136.6180461776675,7.558842227289586,1-sigma propagated from slope standard error,Run38_analysis.png,ok
Run39.mca,90.006,05/21/2025 06:33:16,9.998424,9.84 x 1.0161,4174,8425,1024,148.55865139117313,151.17946193863457,298.9931768154601,279,0.3963151977194056,0.1719256504480704,0.41613338112258974,-0.007895216876976868,0.0005854757852174577,0.007895216876976868,0.0005854757852174577,0.9934182989628573,0.13365858805525013,126.65896524211844,9.392491464826577,1-sigma propagated from slope standard error,Run39_analysis.png,ok
Run4.mca,90.027,05/20/2025 03:08:17,9.998424,9.84 x 1.0161,6732,15099,1024,133.88211232538904,135.9787607633582,298.9931768154601,309,0.5731164414411039,0.15472685438089553,0.39463254670335907,-0.00966171721294147,0.0004759029694605015,0.00966171721294147,0.0004759029694605015,1.7638730286866824,0.10568371863892126,103.50126980124624,5.098116675922629,1-sigma propagated from slope standard error,Run4_analysis.png,ok
Run40.mca,94.954,05/21/2025 06:37:05,9.998424,9.84 x 1.0161,11490,22488,1024,140.17205763929653,142.26870607726568,299.5173389249524,301,0.5048842961585172,0.12368550768412483,0.35286376336303077,-0.007797634765061517,0.00044656503360890104,0.007797634765061517,0.00044656503360890104,1.9166550452366884,0.10071804747063633,128.244016311286,7.344444203874953,1-sigma propagated from slope standard error,Run40_analysis.png,ok
Run41.mca,91.958,05/21/2025 06:42:09,9.998424,9.84 x 1.0161,9791,19776,1024,140.6962197487888,150.13113771965,299.5173389249524,285,0.5682546502047228,0.09683167866907644,0.31227552175366824,-0.008273109924910737,0.0004286648883411759,0.008273109924910737,0.0004286648883411759,1.8981622313065172,0.09803001184157421,120.8735299151473,6.26296987163983,1-sigma propagated from slope standard error,Run41_analysis.png,ok
Run42.mca,91.005,05/21/2025 06:47:39,9.998424,9.84 x 1.0161,8227,16675,1024,144.88951662472712,146.98616506269627,298.9931768154601,289,0.4679179446748255,0.16901072235738968,0.41253908593742034,-0.008773820634147752,0.0005522710259483892,0.008773820634147752,0.0005522710259483892,1.8070040328512607,0.12531742690133696,113.97543233423251,7.174221080284486,1-sigma propagated from slope standard error,Run42_analysis.png,ok
Run43.mca,96.915,05/21/2025 06:53:01,9.998424,9.84 x 1.0161,6608,14020,1024,141.2203818582811,143.31703029625024,299.5173389249524,298,0.5340368367882151,0.1383837924711737,0.3732543611211782,-0.008811430182096677,0.0004783995185198034,0.008811430182096677,0.0004783995185198034,1.516096494443297,0.10802028031536201,113.48895461168489,6.161662763198205,1-sigma propagated from slope standard error,Run43_analysis.png,ok
Run44.mca,92.973,05/21/2025 06:59:25,9.998424,9.84 x 1.0161,3945,9193,1024,142.26870607726568,150.13113771965,299.5173389249524,273,0.46096735007506495,0.20508557053225127,0.4545317559623813,-0.009955245590613287,0.0006539428352025961,0.009955245590613287,0.0006539428352025961,1.271931206263357,0.14772845163379048,100.44955605544187,6.598357306591678,1-sigma propagated from slope standard error,Run44_analysis.png,ok
Run45.mca,91.969,05/21/2025 07:07:40,9.998424,9.84 x 1.0161,2282,5819,1024,130.7371396684353,132.83378810640446,291.13074517307575,266,0.4180495324459321,0.19218975823158485,0.44005197562161996,-0.008788704146819858,0.0006381929780144647,0.008788704146819858,0.0006381929780144647,0.4421195526342981,0.1327741216854172,113.78241698599494,8.262326086861291,1-sigma propagated from slope standard error,Run45_analysis.png,ok
Run5.mca,90.02,05/20/2025 03:12:28,9.998424,9.84 x 1.0161,9448,21187,1024,143.84119240574253,147.51032717218857,298.9931768154601,290,0.5638962490403897,0.15473479974231147,0.3947269270809178,-0.010193616107782582,0.000528235200477655,0.010193616107782582,0.000528235200477655,2.2315013832161554,0.12018579369893054,98.10061409282658,5.08359320229274,1-sigma propagated from slope standard error,Run5_analysis.png,ok
Run6.mca,93.956,05/20/2025 03:18:08,9.998424,9.84 x 1.0161,2369,5353,1024,145.93784084371168,151.17946193863457,285.36496196866057,235,0.37429974636270713,0.24568719040879944,0.49779121459781045,-0.01017562818976237,0.0008618995785877277,0.01017562818976237,0.0008618995785877277,0.7595558134539094,0.18745802742140272,98.27403098376699,8.324040964492445,1-sigma propagated from slope standard error,Run6_analysis.png,ok
Run7.mca,90.004,05/20/2025 03:27:04,9.998424,9.84 x 1.0161,4364,10074,1024,144.88951662472712,146.98616506269627,298.9931768154601,285,0.45117185738830456,0.20675565234302437,0.4563078160967232,-0.009483010282098834,0.0006217276600614777,0.009483010282098834,0.0006217276600614777,1.2884393254201665,0.14043103695537698,105.4517468875584,6.913655673827475,1-sigma propagated from slope standard error,Run7_analysis.png,ok
Run8.mca,91.003,05/20/2025 03:31:55,9.998424,9.84 x 1.0161,3953,10021,1024,139.12373342031194,141.2203818582811,298.9931768154601,286,0.5321132846962383,0.1988370882649231,0.4474788815686025,-0.010664304073316195,0.0005933919578530289,0.010664304073316195,0.0005933919578530289,1.4159188599154389,0.13135127200977012,93.7707695809388,5.217670104723084,1-sigma propagated from slope standard error,Run8_analysis.png,ok
Run9.mca,92.003,05/20/2025 03:36:27,9.998424,9.84 x 1.0161,4176,10740,1024,145.93784084371168,148.03448928168086,294.79987993952176,269,0.48904315333483817,0.20551777857479628,0.45503542454443896,-0.010645555920347294,0.0006659340705296545,0.010645555920347294,0.0006659340705296545,1.4690043780526199,0.14840216508718126,93.93591161253104,5.876172597946005,1-sigma propagated from slope standard error,Run9_analysis.png,ok
