file,livetime,start_time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run001.mca,119.844,09/12/2026 17:57:20,10.003343999999998,9.84 x 1.0166,13143,13127,1024,,110.29481739823603,193.1124306980177,159,0.41357373332671465,0.05177818102053726,0.22899295989881274,-0.007942909718337705,0.0007548489116198657,0.007942909718337705,0.0007548489116198657,1.0271119034333145,0.11594436924012812,125.89844722662671,11.964671541493875,1-sigma propagated from slope standard error,Run001_analysis.png,ok
Run002.mca,119.748,09/12/2026 18:27:38,10.003343999999998,9.84 x 1.0166,3387,3380,1024,,108.72233106975916,196.78156546446374,169,0.14812617061853084,0.1787320390330093,0.42529112675258396,-0.006894064820090052,0.0012793485089700283,0.006894064820090052,0.0012793485089700283,-0.5097448916637175,0.19814235229005842,145.05230601921403,26.917712013320134,1-sigma propagated from slope standard error,Run002_analysis.png,ok
Run003.mca,120.0,09/12/2026 19:16:25,10.003343999999998,9.84 x 1.0166,3449,3449,1024,,113.43979005518977,182.62918850817192,133,0.13493906772005815,0.14610185116919475,0.3851394731554595,-0.007501687992976001,0.0016595022522803223,0.007501687992976001,0.0016595022522803223,-0.39602575293842224,0.2479231133535247,133.3033313217402,29.48898684829714,1-sigma propagated from slope standard error,Run003_analysis.png,ok
Run004.mca,119.928,09/12/2026 19:20:49,10.003343999999998,9.84 x 1.0166,3186,3184,1024,,119.20557325960495,185.77416116512566,128,0.1824918358751968,0.17715343190483201,0.4242232798202106,-0.010267831658010785,0.0019360554708539085,0.010267831658010785,0.0019360554708539085,-0.002251534667003375,0.2976004848280816,97.39154607387991,18.363705392866272,1-sigma propagated from slope standard error,Run004_analysis.png,ok
