file,livetime,start_time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run01.mca,300.0,10/13/2025 15:52:25,9.998424,9.84 x 1.0161,495,1298,1024,142.79286818675797,187.34664749360255,209.36145609227867,27,0.08787419050693535,0.1697048294824471,0.4281135548438555,-0.01956655725218614,0.012607852441784625,0.01956655725218614,0.012607852441784625,0.26895920122156575,2.508046538721606,51.10761117100821,32.9315582701286,1-sigma propagated from slope standard error,Run01_analysis.png,ok
Run02.mca,300.0,10/13/2025 16:01:23,9.998424,9.84 x 1.0161,743,1824,1024,148.03448928168086,219.3205361726322,249.19777641369265,32,0.2510237309500717,0.10148830262928374,0.3290200441785211,-0.021631007257854818,0.006821702166820992,0.021631007257854818,0.006821702166820992,1.7286650439465479,1.5902827250078375,46.22993224861835,14.57938713777968,1-sigma propagated from slope standard error,Run02_analysis.png,ok
Run03.mca,300.0,10/13/2025 16:08:31,9.998424,9.84 x 1.0161,935,2197,1024,139.64789552980423,178.96005374172591,222.9896709390782,79,0.1524119070808957,0.25738759093519753,0.5138803196343875,-0.01666047483377581,0.004477390641549398,0.01666047483377581,0.004477390641549398,0.0698129773066379,0.8999493138878792,60.02229888266439,16.130589432943335,1-sigma propagated from slope standard error,Run03_analysis.png,ok
Run04.mca,301.989,10/13/2025 16:20:54,9.998424,9.84 x 1.0161,1332,2948,1024,149.60697561015772,165.3318388949264,185.77416116512566,40,0.16565007248385322,0.18709544146748786,0.4437821199257319,-0.031853273421755125,0.011596864220713956,0.031853273421755125,0.011596864220713956,2.7954575939373787,2.0370731533656334,31.393947703880904,11.429636887034922,1-sigma propagated from slope standard error,Run04_analysis.png,ok
Run05.mca,240.0,10/13/2025 16:27:18,9.998424,9.84 x 1.0161,33,174,1024,146.98616506269627,152.75194826711146,243.95615531876976,10,0.4650095079072384,0.03637024090975918,0.2132200767685796,0.0067381624806385435,0.002555280619567717,-0.0067381624806385435,0.002555280619567717,-5.052799990183796,0.48265251643736484,-148.4084129573015,56.28020139025463,1-sigma propagated from slope standard error,Run05_analysis.png,ok
Run06.mca,240.0,10/13/2025 16:33:32,9.998424,9.84 x 1.0161,33,135,1024,146.98616506269627,160.6143799094958,230.32794047197024,15,0.9934648662409237,0.0002562630397303064,0.01719558439733114,0.009289009770453221,0.00020895305616838885,-0.009289009770453221,0.00020895305616838885,-5.5882143204911445,0.039978096056451126,-107.6541014286401,2.421641709768438,1-sigma propagated from slope standard error,Run06_analysis.png,ok
Run07.mca,240.0,10/13/2025 16:47:23,9.998424,9.84 x 1.0161,141,505,1024,145.93784084371168,187.8708096030948,243.43199320927746,18,0.9957911217161471,5.3259503609846235e-05,0.007740603436494923,0.00825228144890581,0.00013412603876478173,-0.00825228144890581,0.00013412603876478173,-5.368251312758005,0.02716961438348653,-121.17861056866793,1.96954104379833,1-sigma propagated from slope standard error,Run07_analysis.png,ok
Run08.mca,240.0,10/13/2025 16:53:42,9.998424,9.84 x 1.0161,345,918,1024,149.08281350066542,200.45070023090977,222.4655088295859,18,0.4364902777017705,0.09194969397921944,0.3216261894290045,-0.045199570078223394,0.012839193138911856,0.045199570078223394,0.012839193138911856,6.20306671006414,2.707040026514868,22.124104239694702,6.284476752041354,1-sigma propagated from slope standard error,Run08_analysis.png,ok
Run09.mca,240.0,10/13/2025 17:07:34,9.998424,9.84 x 1.0161,130,497,1024,134.40627443488134,183.15335061766422,249.19777641369265,15,0.9943020058302731,0.00012809550338560487,0.012157405311433323,0.008327256318662444,0.00017483649806747094,-0.008327256318662444,0.00017483649806747094,-5.38714877436071,0.03575843764931073,-120.08757287305693,2.521321537262336,1-sigma propagated from slope standard error,Run09_analysis.png,ok
Run10.mca,299.445939,10/13/2025 17:16:37,15.500074,14.27 x 1.0862,731,727,1024,121.82638380706639,155.8969209240652,187.8708096030948,39,0.4608037888360048,0.13333994537650182,0.37489666575130787,0.03647996370842654,0.006487373924011618,-0.03647996370842654,0.006487373924011618,-10.1986337855804,1.1205640666414178,-27.412307972472274,4.874837413736638,1-sigma propagated from slope standard error,Run10_analysis.png,ok
Run11.mca,242.266,10/13/2025 17:27:36,15.500074,14.27 x 1.0862,1078,1080,1024,118.15724904062037,160.6143799094958,189.967458041064,45,0.06247280926934162,0.21893959015409156,0.4786677625508581,-0.014517177292374134,0.008576189550662324,0.014517177292374134,0.008576189550662324,-0.7686853726885279,1.5079143719563515,68.88391454207144,40.69396523901078,1-sigma propagated from slope standard error,Run11_analysis.png,ok
Run12.mca,510.269,10/13/2025 17:51:36,15.500074,14.27 x 1.0862,2371,2384,1024,121.30222169757411,185.24999905563337,210.93394242075556,47,0.06470838432655712,0.3195947668464332,0.5777533891776617,-0.019715329268432575,0.011173545973871987,0.019715329268432575,0.011173545973871987,0.5344128669662825,2.2144331650948144,50.72195277007934,28.746366010153015,1-sigma propagated from slope standard error,Run12_analysis.png,ok
