file,livetime,start_time,number,date,time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run110.mca,114.42,10/23/2025 5:22,45953.22,10/23/2025,5:22:29 AM,9.993504,9.84 x 1.0156,731,697,1024,86.18336036,138.5995713,196.2574034,19,0.997700568,9.48E-05,0.010292419,0.01166719,0.000135848,-0.01166719,0.000135848,-5.273046155,0.021879407,-85.71043925,0.997974448,1-sigma propagated from slope standard error,Run110_analysis.png,ok
Run111.mca,115.212,10/23/2025 5:28,45953.23,10/23/2025,5:28:55 AM,9.993504,9.84 x 1.0156,2104,2020,1024,88.80417091,115.0122764,138.0754092,38,0.246521565,0.235241857,0.498307986,-0.042134426,0.012277043,0.042134426,0.012277043,2.22636853,1.547230038,23.7335617,6.915436895,1-sigma propagated from slope standard error,Run111_analysis.png,ok
Run112.mca,117.24,10/23/2025 5:34,45953.23,10/23/2025,5:34:54 AM,9.993504,9.84 x 1.0156,4137,4042,1024,88.80417091,91.42498146,229.2796163,210,0.456405079,0.203976758,0.453804002,-0.011946981,0.000904043,0.011946981,0.000904043,-0.451411612,0.137409357,83.7031564,6.333920796,1-sigma propagated from slope standard error,Run112_analysis.png,ok
Run113.mca,119.076,10/23/2025 5:42,45953.24,10/23/2025,5:42:31 AM,9.993504,9.84 x 1.0156,6495,6445,1024,107.6740069,109.7706553,249.7219385,250,0.414252923,0.209592533,0.459655083,-0.009857885,0.000744355,0.009857885,0.000744355,-0.010415769,0.134068041,101.4416379,7.659716344,1-sigma propagated from slope standard error,Run113_analysis.png,ok
Run114.mca,119.04,10/23/2025 5:48,45953.24,10/23/2025,5:48:38 AM,9.993504,9.84 x 1.0156,4626,4589,1024,123.9230322,126.0196807,249.7219385,220,0.213257639,0.253041077,0.505334102,-0.00749127,0.000974521,0.00749127,0.000974521,-0.561618544,0.183413241,133.488717,17.36521966,1-sigma propagated from slope standard error,Run114_analysis.png,ok
Run115.mca,115.776,10/23/2025 5:57,45953.25,10/23/2025,5:57:25 AM,9.993504,9.84 x 1.0156,142,137,1024,140.6962197,144.3653545,237.66621,15,0.991749536,0.00074194,0.029258932,0.01014635,0.000256671,-0.01014635,0.000256671,-5.040164743,0.046143846,-98.55760754,2.493197345,1-sigma propagated from slope standard error,Run115_analysis.png,ok
Run116.mca,104.52,10/23/2025 6:07,45953.25,10/23/2025,6:07:02 AM,9.993504,9.84 x 1.0156,279,243,1024,142.7928682,175.290919,228.7554541,12,0.996303255,9.58E-05,0.010719294,0.008985882,0.000173091,-0.008985882,0.000173091,-4.691830548,0.033877643,-111.2856807,2.143646949,1-sigma propagated from slope standard error,Run116_analysis.png,ok
Run117.mca,113.712,10/23/2025 6:14,45953.26,10/23/2025,6:14:51 AM,9.993504,9.84 x 1.0156,248,235,1024,137.027085,174.7667569,214.0789151,12,0.99740151,3.37E-05,0.006357233,0.009508537,0.000153476,-0.009508537,0.000153476,-4.871968011,0.029407091,-105.1686452,1.697507751,1-sigma propagated from slope standard error,Run117_analysis.png,ok
Run118.mca,118.764,10/23/2025 6:26,45953.27,10/23/2025,6:26:55 AM,9.993504,9.84 x 1.0156,7581,7503,1024,98.76325099,100.8598994,246.5769659,260,0.463130416,0.17920395,0.424962502,-0.009576642,0.000641928,0.009576642,0.000641928,0.146412563,0.11221156,104.4207312,6.999380849,1-sigma propagated from slope standard error,Run118_analysis.png,ok
Run119.mca,117.996,10/23/2025 6:34,45953.27,10/23/2025,6:34:40 AM,9.993504,9.84 x 1.0156,5288,5200,1024,93.52162989,95.61827833,249.7219385,250,0.478301763,0.177486384,0.422986674,-0.009659854,0.000640624,0.009659854,0.000640624,-0.402238519,0.108173036,103.5212349,6.865343904,1-sigma propagated from slope standard error,Run119_analysis.png,ok
Run120.mca,116.46,10/23/2025 6:47,45953.28,10/23/2025,6:47:42 AM,9.993504,9.84 x 1.0156,2476,2403,1024,95.09411622,123.3988701,144.3653545,37,0.227075995,0.163602735,0.415874336,-0.036041551,0.011239636,0.036041551,0.011239636,1.831843351,1.500612284,27.74575406,8.652573462,1-sigma propagated from slope standard error,Run120_analysis.png,ok
Run121.mca,115.02,10/23/2025 6:55,45953.29,10/23/2025,6:55:47 AM,9.993504,9.84 x 1.0156,987,946,1024,149.0828135,161.6627041,196.2574034,17,0.998845004,1.43E-05,0.004029116,0.010582627,9.29E-05,-0.010582627,9.29E-05,-5.082108529,0.016705507,-94.49449293,0.829663733,1-sigma propagated from slope standard error,Run121_analysis.png,ok
Run122.mca,114.864,10/24/2025 2:07,45954.09,10/24/2025,2:07:21 AM,9.993504,9.84 x 1.0156,1169,1119,1024,84.61087403,89.32833302,130.7371397,69,0.204208862,0.229729218,0.486401898,-0.020073291,0.004841093,0.020073291,0.004841093,-1.151523552,0.52896081,49.81744057,12.01451564,1-sigma propagated from slope standard error,Run122_analysis.png,ok
Run123.mca,117.396,10/24/2025 2:15,45954.09,10/24/2025,2:15:30 AM,9.993504,9.84 x 1.0156,3367,3294,1024,100.3357373,102.9565479,192.5882686,130,0.307660681,0.265373058,0.519152687,-0.014733667,0.001953572,0.014733667,0.001953572,-0.506661606,0.275676852,67.87176385,8.999277648,1-sigma propagated from slope standard error,Run123_analysis.png,ok
Run124.mca,118.056,10/24/2025 2:27,45954.10,10/24/2025,2:27:27 AM,9.993504,9.84 x 1.0156,5936,5840,1024,94.045792,98.23908888,249.7219385,243,0.552558732,0.168286748,0.41192635,-0.011444417,0.000663382,0.011444417,0.000663382,0.021225922,0.111838945,87.378849,5.064966692,1-sigma propagated from slope standard error,Run124_analysis.png,ok
Run125.mca,119.028,10/24/2025 2:42,45954.11,10/24/2025,2:42:09 AM,9.993504,9.84 x 1.0156,8882,8810,1024,103.48071,111.8673037,249.7219385,257,0.48364809,0.189528603,0.437052745,-0.010628373,0.000687709,0.010628373,0.000687709,0.574432197,0.126431127,94.08777796,6.087952805,1-sigma propagated from slope standard error,Run125_analysis.png,ok
Run126.mca,41.544,10/24/2025 2:55,45954.12,10/24/2025,2:55:39 AM,9.993504,9.84 x 1.0156,78,27,1024,,14.37315136,492.9331573,25,0.87425561,0.101517031,0.332181576,0.006739586,0.00053296,-0.006739586,0.00053296,-3.812816508,0.090477508,-148.3770643,11.73351008,1-sigma propagated from slope standard error,Run126_analysis.png,ok
Run127.mca,41.7,10/24/2025 3:24,45954.14,10/24/2025,3:24:57 AM,9.993504,9.84 x 1.0156,118,41,1024,127.592167,169.5251358,200.4507002,5,0.998203037,1.86E-05,0.005571885,0.010015711,0.000245347,-0.010015711,0.000245347,-3.963342941,0.045313384,-99.84313793,2.445781605,1-sigma propagated from slope standard error,Run127_analysis.png,ok
Run128.mca,12.348,10/24/2025 3:43,45954.16,10/24/2025,3:43:13 AM,9.993504,9.84 x 1.0156,593,61,1024,,12.27650292,132.309626,37,0.00020081,0.270287395,0.534539417,0.000218261,0.002603197,-0.000218261,0.002603197,-2.08077498,0.137810992,-4581.660676,54645.30751,1-sigma propagated from slope standard error,Run128_analysis.png,ok
Run129.mca,60.204,10/24/2025 4:01,45954.17,10/24/2025,4:01:24 AM,9.993504,9.84 x 1.0156,584,293,1024,143.8411924,193.1124307,239.7628584,18,0.998522201,2.63E-05,0.005443547,0.008019082,7.71E-05,-0.008019082,7.71E-05,-3.933489993,0.016829259,-124.7025538,1.199345191,1-sigma propagated from slope standard error,Run129_analysis.png,ok
Run130.mca,117.576,10/24/2025 4:11,45954.17,10/24/2025,4:11:13 AM,9.993504,9.84 x 1.0156,175343,171895,1024,115.0122764,119.7297354,247.6252901,245,0.940290019,0.010571225,0.103238708,-0.011006079,0.000177919,0.011006079,0.000177919,3.905741795,0.033338651,90.85887723,1.468780108,1-sigma propagated from slope standard error,Run130_analysis.png,ok
Run131.mca,117.828,10/24/2025 4:27,45954.19,10/24/2025,4:27:48 AM,9.993504,9.84 x 1.0156,149177,146548,1024,111.3431416,113.4397901,249.7219385,261,0.958286689,0.017128458,0.131380076,-0.015883902,0.000205919,0.015883902,0.000205919,4.341419899,0.038265121,62.9568207,0.816173541,1-sigma propagated from slope standard error,Run131_analysis.png,ok
Run132.mca,118.68,10/24/2025 4:37,45954.19,10/24/2025,4:37:25 AM,9.993504,9.84 x 1.0156,84187,83287,1024,94.045792,96.66660255,219.8446983,236,0.937737294,0.053788432,0.232912349,-0.025205072,0.000424574,0.025205072,0.000424574,4.701081728,0.06888053,39.67455482,0.668309346,1-sigma propagated from slope standard error,Run132_analysis.png,ok
Run133.mca,118.752,10/24/2025 4:51,45954.20,10/24/2025,4:51:44 AM,9.993504,9.84 x 1.0156,12183,12057,1024,75.70011817,80.41757716,127.592167,91,0.8790752,0.031793632,0.180300016,-0.034916864,0.001372729,0.034916864,0.001372729,2.821338392,0.14401617,28.63945646,1.125937913,1-sigma propagated from slope standard error,Run133_analysis.png,ok
Run134.mca,119.028,10/24/2025 5:28,45954.23,10/24/2025,5:28:34 AM,9.993504,9.84 x 1.0156,9344,9269,1024,106.1015205,108.198169,248.6736143,263,0.485679292,0.193418385,0.441475388,-0.010624901,0.000676779,0.010624901,0.000676779,0.589504498,0.122955229,94.11852424,5.995108775,1-sigma propagated from slope standard error,Run134_analysis.png,ok
Run135.mca,118.704,10/24/2025 5:32,45954.23,10/24/2025,5:32:53 AM,9.993504,9.84 x 1.0156,4339,4292,1024,105.0531963,107.1498447,239.2386963,235,0.35196197,0.184782218,0.431703986,-0.008532533,0.000758494,0.008532533,0.000758494,-0.531310062,0.131649742,117.1984921,10.41828995,1-sigma propagated from slope standard error,Run135_analysis.png,ok
Run136.mca,119.052,10/24/2025 5:38,45954.23,10/24/2025,5:38:03 AM,9.993504,9.84 x 1.0156,13624,13517,1024,108.7223311,110.8189795,246.5769659,260,0.595881889,0.130677104,0.362891313,-0.011157851,0.000572064,0.011157851,0.000572064,1.110855639,0.104674738,89.62299437,4.594980379,1-sigma propagated from slope standard error,Run136_analysis.png,ok
Run137.mca,118.896,10/24/2025 6:00,45954.25,10/24/2025,6:00:41 AM,9.993504,9.84 x 1.0156,25121,24891,1024,106.1015205,108.198169,248.1494522,268,0.684629983,0.072468839,0.270210506,-0.009781076,0.000407032,0.009781076,0.000407032,1.479804326,0.074376959,102.2382393,4.254561311,1-sigma propagated from slope standard error,Run137_analysis.png,ok
Run138.mca,118.98,10/24/2025 6:05,45954.25,10/24/2025,6:05:40 AM,9.993504,9.84 x 1.0156,33346,33067,1024,106.1015205,108.198169,248.1494522,268,0.736259173,0.057407895,0.240498509,-0.009872013,0.000362275,0.009872013,0.000362275,1.841183429,0.066198565,101.2964636,3.717292954,1-sigma propagated from slope standard error,Run138_analysis.png,ok
Run139.mca,118.8,10/24/2025 6:09,45954.26,10/24/2025,6:09:42 AM,9.993504,9.84 x 1.0156,40866,40462,1024,117.6330869,119.7297354,249.7219385,249,0.781482304,0.044244673,0.211194056,-0.01055786,0.000355231,0.01055786,0.000355231,2.193070039,0.066971367,94.71616039,3.18683325,1-sigma propagated from slope standard error,Run139_analysis.png,ok
Run140.mca,118.632,10/24/2025 6:15,45954.26,10/24/2025,6:15:05 AM,9.993504,9.84 x 1.0156,51938,51354,1024,96.66660255,106.1015205,236.6178858,250,0.790465375,0.024890954,0.158403559,-0.008100704,0.00026484,0.008100704,0.00026484,2.015506641,0.046475509,123.4460613,4.035876534,1-sigma propagated from slope standard error,Run140_analysis.png,ok
Run141.mca,118.548,10/24/2025 6:19,45954.26,10/24/2025,6:19:17 AM,9.993504,9.84 x 1.0156,59523,58814,1024,116.5847627,118.6814112,241.3353448,235,0.821500968,0.02063294,0.144256879,-0.008666181,0.000264645,0.008666181,0.000264645,2.267022854,0.048558855,115.3910862,3.523775197,1-sigma propagated from slope standard error,Run141_analysis.png,ok
Run142.mca,118.368,10/24/2025 6:23,45954.27,10/24/2025,6:23:14 AM,9.993504,9.84 x 1.0156,67834,66929,1024,109.7706553,115.0122764,249.1977764,257,0.839399685,0.026334037,0.162912796,-0.009540367,0.000261327,0.009540367,0.000261327,2.520365696,0.048661841,104.817768,2.871135,1-sigma propagated from slope standard error,Run142_analysis.png,ok
Run143.mca,118.404,10/24/2025 6:28,45954.27,10/24/2025,6:28:08 AM,9.993504,9.84 x 1.0156,76281,75286,1024,111.8673037,113.9639522,247.101128,255,0.849732618,0.022298638,0.149916348,-0.009203142,0.000243314,0.009203142,0.000243314,2.587869091,0.04491813,108.6585466,2.872730237,1-sigma propagated from slope standard error,Run143_analysis.png,ok
Run144.mca,118.308,10/24/2025 6:38,45954.28,10/24/2025,6:38:09 AM,9.993504,9.84 x 1.0156,83423,82270,1024,112.3914658,115.5364385,248.1494522,254,0.867447701,0.019004852,0.138404062,-0.009176032,0.000225957,0.009176032,0.000225957,2.662316246,0.04199646,108.9795686,2.683593895,1-sigma propagated from slope standard error,Run144_analysis.png,ok
Run145.mca,118.152,10/24/2025 6:42,45954.28,10/24/2025,6:42:37 AM,9.993504,9.84 x 1.0156,95385,93950,1024,112.9156279,115.0122764,248.6736143,256,0.858375183,0.024796155,0.158086686,-0.010008049,0.000255073,0.010008049,0.000255073,2.928668485,0.047423813,99.91957659,2.546624023,1-sigma propagated from slope standard error,Run145_analysis.png,ok
Run146.mca,118.032,10/24/2025 6:56,45954.29,10/24/2025,6:56:30 AM,9.993504,9.84 x 1.0156,106016,104315,1024,110.2948174,115.0122764,249.7219385,258,0.871521146,0.021733212,0.14799663,-0.009835437,0.000236021,0.009835437,0.000236021,3.015466071,0.044017591,101.6731668,2.43985058,1-sigma propagated from slope standard error,Run146_analysis.png,ok
Run147.mca,117.9,10/24/2025 7:03,45954.29,10/24/2025,7:03:00 AM,9.993504,9.84 x 1.0156,117050,115041,1024,114.4881143,116.5847627,249.7219385,255,0.87656377,0.020208645,0.142717894,-0.009818094,0.000231631,0.009818094,0.000231631,3.108854659,0.043355159,101.8527617,2.402935505,1-sigma propagated from slope standard error,Run147_analysis.png,ok
Run148.mca,117.9,10/24/2025 7:07,45954.30,10/24/2025,7:07:17 AM,9.993504,9.84 x 1.0156,112309,110384,1024,107.1498447,109.2464932,248.6736143,267,0.897620447,0.016719062,0.129789226,-0.009476817,0.000196607,0.009476817,0.000196607,3.009912536,0.036070287,105.520663,2.189146468,1-sigma propagated from slope standard error,Run148_analysis.png,ok
Run149.mca,118.092,10/24/2025 7:11,45954.30,10/24/2025,7:11:59 AM,9.993504,9.84 x 1.0156,99100,97555,1024,121.8263838,123.9230322,248.6736143,239,0.893278369,0.016443686,0.128772865,-0.010258826,0.000230333,0.010258826,0.000230333,3.041063098,0.043711645,97.47704069,2.188572718,1-sigma propagated from slope standard error,Run149_analysis.png,ok
Run150.mca,118.308,10/24/2025 7:17,45954.30,10/24/2025,7:17:17 AM,9.993504,9.84 x 1.0156,86550,85354,1024,117.6330869,122.874708,246.5769659,237,0.85185237,0.022539859,0.150770315,-0.010039011,0.0002731,0.010039011,0.0002731,2.863403574,0.051390504,99.61140514,2.709819233,1-sigma propagated from slope standard error,Run150_analysis.png,ok
Run151.mca,118.32,10/24/2025 7:20,45954.31,10/24/2025,7:20:51 AM,9.993504,9.84 x 1.0156,76916,75858,1024,130.2129776,132.309626,249.7219385,225,0.823085134,0.025819117,0.161402225,-0.010180232,0.000316057,0.010180232,0.000316057,2.784187036,0.061323223,98.2295885,3.049647741,1-sigma propagated from slope standard error,Run151_analysis.png,ok
Run152.mca,118.404,10/24/2025 7:25,45954.31,10/24/2025,7:25:01 AM,9.993504,9.84 x 1.0156,67949,67059,1024,116.5847627,118.6814112,249.7219385,251,0.8454263,0.025640484,0.160768256,-0.00986025,0.000267189,0.00986025,0.000267189,2.566090474,0.050251856,101.41731,2.748162052,1-sigma propagated from slope standard error,Run152_analysis.png,ok
Run153.mca,118.5,10/24/2025 7:29,45954.31,10/24/2025,7:29:01 AM,9.993504,9.84 x 1.0156,59099,58370,1024,125.4955186,132.309626,248.6736143,223,0.834894405,0.027393007,0.16625555,-0.011030095,0.00032995,0.011030095,0.00032995,2.655858145,0.063831145,90.6610534,2.712000368,1-sigma propagated from slope standard error,Run153_analysis.png,ok
Run154.mca,118.524,10/24/2025 7:32,45954.31,10/24/2025,7:32:38 AM,9.993504,9.84 x 1.0156,51277,50654,1024,109.7706553,111.8673037,249.7219385,264,0.813721199,0.033325561,0.183248342,-0.009551444,0.000282333,0.009551444,0.000282333,2.239793744,0.05227546,104.696214,3.094740457,1-sigma propagated from slope standard error,Run154_analysis.png,ok
Run155.mca,118.86,10/24/2025 7:36,45954.32,10/24/2025,7:36:10 AM,9.993504,9.84 x 1.0156,42651,42252,1024,123.9230322,137.027085,249.7219385,216,0.73373081,0.050163352,0.22501593,-0.011375673,0.000468449,0.011375673,0.000468449,2.4119658,0.091870823,87.90688705,3.619996034,1-sigma propagated from slope standard error,Run155_analysis.png,ok
Run156.mca,118.848,10/24/2025 7:39,45954.32,10/24/2025,7:39:32 AM,9.993504,9.84 x 1.0156,35800,35460,1024,108.7223311,112.9156279,249.7219385,262,0.674473759,0.073576586,0.272291314,-0.009848866,0.000424336,0.009848866,0.000424336,1.913885091,0.078757651,101.5345353,4.374592303,1-sigma propagated from slope standard error,Run156_analysis.png,ok
Run157.mca,119.052,10/24/2025 7:43,45954.32,10/24/2025,7:43:24 AM,9.993504,9.84 x 1.0156,27901,27682,1024,115.5364385,118.157249,244.4803174,242,0.746804113,0.055648388,0.236879978,-0.011064064,0.000415847,0.011064064,0.000415847,1.861177254,0.076923152,90.38270577,3.397071518,1-sigma propagated from slope standard error,Run157_analysis.png,ok
Run158.mca,118.944,10/24/2025 7:46,45954.32,10/24/2025,7:46:48 AM,9.993504,9.84 x 1.0156,14632,14504,1024,110.8189795,115.5364385,249.1977764,255,0.580009529,0.146409428,0.384144263,-0.011631355,0.00062226,0.011631355,0.00062226,1.300282056,0.115870826,85.97450839,4.599510289,1-sigma propagated from slope standard error,Run158_analysis.png,ok
Run159.mca,118.728,10/24/2025 7:50,45954.33,10/24/2025,7:50:21 AM,9.993504,9.84 x 1.0156,8394,8305,1024,127.592167,129.6888154,249.7219385,227,0.367178688,0.200097806,0.449306636,-0.009853686,0.000862401,0.009853686,0.000862401,0.397976694,0.165765994,101.4848643,8.882021749,1-sigma propagated from slope standard error,Run159_analysis.png,ok
Run160.mca,118.92,10/24/2025 7:54,45954.33,10/24/2025,7:54:09 AM,9.993504,9.84 x 1.0156,15261,15125,1024,100.3357373,102.4323858,240.8111827,265,0.567785282,0.12405903,0.353556848,-0.010067895,0.00054165,0.010067895,0.00054165,1.02081113,0.095462366,99.32562411,5.343688567,1-sigma propagated from slope standard error,Run160_analysis.png,ok
Run161.mca,118.944,10/24/2025 7:57,45954.33,10/24/2025,7:57:53 AM,9.993504,9.84 x 1.0156,23506,23302,1024,112.9156279,115.0122764,248.6736143,256,0.625188321,0.076934257,0.278460121,-0.009247985,0.000449295,0.009247985,0.000449295,1.413796585,0.083534174,108.1316673,5.253360095,1-sigma propagated from slope standard error,Run161_analysis.png,ok
Run84.mca,118.584,10/23/2025 0:19,45953.01,10/23/2025,12:19:35 AM,9.993504,9.84 x 1.0156,11651,11514,1024,94.045792,98.23908888,247.101128,275,0.579281934,0.172357953,0.416678112,-0.011490122,0.000592644,0.011490122,0.000592644,0.764284964,0.10416965,87.03127858,4.48894856,1-sigma propagated from slope standard error,Run84_analysis.png,ok
Run85.mca,118.908,10/23/2025 0:30,45953.02,10/23/2025,12:30:32 AM,9.993504,9.84 x 1.0156,15071,14934,1024,114.4881143,117.6330869,247.6252901,246,0.653479027,0.13252203,0.365524659,-0.013306398,0.000620318,0.013306398,0.000620318,1.48345996,0.115330346,75.15182069,3.50343068,1-sigma propagated from slope standard error,Run85_analysis.png,ok
Run86.mca,117.216,10/23/2025 0:38,45953.03,10/23/2025,12:38:44 AM,9.993504,9.84 x 1.0156,200213,195707,1024,112.3914658,114.4881143,249.7219385,259,0.947397117,0.012082778,0.110348571,-0.011903457,0.000174963,0.011903457,0.000174963,4.140406447,0.032591021,84.00920552,1.234806931,1-sigma propagated from slope standard error,Run86_analysis.png,ok
Run87.mca,117,10/23/2025 0:47,45953.03,10/23/2025,12:47:03 AM,9.993504,9.84 x 1.0156,149668,146001,1024,112.9156279,121.3022217,249.7219385,246,0.939497685,0.011545059,0.107887397,-0.011375053,0.000184798,0.011375053,0.000184798,3.830549889,0.034965496,87.91168079,1.428202565,1-sigma propagated from slope standard error,Run87_analysis.png,ok
Run88.mca,117.984,10/23/2025 0:57,45953.04,10/23/2025,12:57:58 AM,9.993504,9.84 x 1.0156,8538,8395,1024,125.4955186,135.4545987,246.5769659,211,0.498703551,0.150064334,0.389230467,-0.012087663,0.000838292,0.012087663,0.000838292,1.233092381,0.161938643,82.72897554,5.737339998,1-sigma propagated from slope standard error,Run88_analysis.png,ok
Run89.mca,116.292,10/23/2025 1:02,45953.04,10/23/2025,1:02:20 AM,9.993504,9.84 x 1.0156,54372,52700,1024,112.9156279,118.6814112,249.7219385,251,0.852136554,0.029887922,0.17357415,-0.01092765,0.000288471,0.01092765,0.000288471,2.762674638,0.054254636,91.51098464,2.415735426,1-sigma propagated from slope standard error,Run89_analysis.png,ok
Run90.mca,117.528,10/23/2025 1:14,45953.05,10/23/2025,1:14:25 AM,9.993504,9.84 x 1.0156,86637,84873,1024,115.0122764,117.1089248,249.7219385,254,0.897454605,0.020184641,0.142635328,-0.01093587,0.000232865,0.01093587,0.000232865,3.215639579,0.043638698,91.44220117,1.947144748,1-sigma propagated from slope standard error,Run90_analysis.png,ok
Run91.mca,118.944,10/23/2025 1:24,45953.06,10/23/2025,1:24:10 AM,9.993504,9.84 x 1.0156,10512,10420,1024,98.23908888,108.198169,249.7219385,267,0.525352853,0.152934077,0.392540822,-0.010066419,0.000587776,0.010066419,0.000587776,0.628805645,0.10749187,99.3401894,5.80045333,1-sigma propagated from slope standard error,Run91_analysis.png,ok
Run92.mca,118.884,10/23/2025 2:16,45953.09,10/23/2025,2:16:21 AM,9.993504,9.84 x 1.0156,11024,10922,1024,126.5438428,128.6404912,249.7219385,227,0.477808659,0.209477518,0.459716804,-0.012613939,0.000879118,0.012613939,0.000879118,1.045053572,0.16815912,79.27737935,5.525172624,1-sigma propagated from slope standard error,Run92_analysis.png,ok
Run93.mca,118.632,10/23/2025 1:53,45953.08,10/23/2025,1:53:38 AM,9.993504,9.84 x 1.0156,9745,9634,1024,109.7706553,111.8673037,240.8111827,243,0.51802935,0.179004737,0.424841445,-0.011848921,0.000736213,0.011848921,0.000736213,0.692016776,0.132017439,84.395872,5.243796102,1-sigma propagated from slope standard error,Run93_analysis.png,ok
Run94.mca,117.456,10/23/2025 1:59,45953.08,10/23/2025,1:59:44 AM,9.993504,9.84 x 1.0156,8650,8467,1024,108.7223311,112.9156279,246.5769659,245,0.443014678,0.1874751,0.434762125,-0.010149092,0.000730024,0.010149092,0.000730024,0.407234407,0.132570731,98.53097839,7.087327081,1-sigma propagated from slope standard error,Run94_analysis.png,ok
Run95.mca,118.908,10/23/2025 2:34,45953.11,10/23/2025,2:34:22 AM,9.993504,9.84 x 1.0156,8797,8717,1024,102.4323858,104.5290342,246.5769659,268,0.50286545,0.171925112,0.416194404,-0.010207108,0.000622262,0.010207108,0.000622262,0.415268935,0.111656675,97.9709407,5.972656442,1-sigma propagated from slope standard error,Run95_analysis.png,ok
Run96.mca,118.956,10/23/2025 2:24,45953.10,10/23/2025,2:24:34 AM,9.993504,9.84 x 1.0156,7941,7872,1024,111.8673037,113.9639522,249.7219385,245,0.422564519,0.182708696,0.429199803,-0.009590108,0.00071916,0.009590108,0.00071916,0.252313352,0.131368378,104.2741111,7.819492688,1-sigma propagated from slope standard error,Run96_analysis.png,ok
Run97.mca,119.124,10/23/2025 2:53,45953.12,10/23/2025,2:53:54 AM,9.993504,9.84 x 1.0156,6915,6865,1024,111.3431416,118.157249,241.8595069,232,0.448987669,0.180292807,0.426451135,-0.010819359,0.000790317,0.010819359,0.000790317,0.450016167,0.144135839,92.42691932,6.75146486,1-sigma propagated from slope standard error,Run97_analysis.png,ok
Run98.mca,109.08,10/23/2025 3:05,45953.13,10/23/2025,3:05:12 AM,9.993504,9.84 x 1.0156,2100,1909,1024,128.1163291,196.7815655,224.5621573,35,0.205440652,0.112433477,0.345322497,-0.02136923,0.007315633,0.02136923,0.007315633,1.946690179,1.536336167,46.79625798,16.02042875,1-sigma propagated from slope standard error,Run98_analysis.png,ok
Run99.mca,19.632,10/23/2025 3:13,45953.13,10/23/2025,3:13:35 AM,9.993504,9.84 x 1.0156,55,9,1024,,12.80066503,169.0009737,8,0.687797679,0.07847411,0.323468927,0.008319752,0.00228835,-0.008319752,0.00228835,-3.051430287,0.148363739,-120.1958905,33.05991291,1-sigma propagated from slope standard error,Run99_analysis.png,ok
