file,livetime,start_time,number,date,time,gain,gain_formula,fast_count,slow_count,raw_data_length,peak_energy_keV,fit_range_min_keV,fit_range_max_keV,fit_points,fit_r_squared,fit_mean_squared_error,fit_residual_std_error,fit_slope,fit_slope_error,alpha,alpha_error,fit_intercept_beta,fit_intercept_beta_error,spectral_temperature,spectral_temperature_error,spectral_temperature_error_type,plot_file,fit_status
Run01.mca,92.962,5/20/2025 2:07,45797.09,5/20/2025,2:07:20 AM,9.998424,9.84 x 1.0161,4858,11215,1024,141.2203819,145.4136787,249.1977764,199,0.36925515,0.131541096,0.364522343,-0.009216044,0.000858173,0.009216044,0.000858173,1.303743902,0.171282911,108.5064219,10.1038271,1-sigma propagated from slope standard error,Run01_analysis.png,ok
Run03.mca,90.007,5/20/2025 3:03,45797.13,5/20/2025,3:03:24 AM,9.998424,9.84 x 1.0161,4168,9819,1024,148.0344893,151.703624,249.7219385,188,0.283227042,0.149420635,0.388622321,-0.008541913,0.000996373,0.008541913,0.000996373,1.105329326,0.201983378,117.0697969,13.65563313,1-sigma propagated from slope standard error,Run03_analysis.png,ok
Run04.mca,90.027,5/20/2025 3:08,45797.13,5/20/2025,3:08:17 AM,9.998424,9.84 x 1.0161,6732,15099,1024,133.8821123,135.9787608,249.7219385,218,0.446033474,0.081441761,0.286698188,-0.007763161,0.000588667,0.007763161,0.000588667,1.4252122,0.115173319,128.8135006,9.767705167,1-sigma propagated from slope standard error,Run04_analysis.png,ok
Run05.mca,90.02,5/20/2025 3:12,45797.13,5/20/2025,3:12:28 AM,9.998424,9.84 x 1.0161,9448,21187,1024,143.8411924,147.5103272,249.7219385,196,0.508568541,0.06747341,0.26109196,-0.008910133,0.00062884,0.008910133,0.00062884,1.983311886,0.126282404,112.2317725,7.920848152,1-sigma propagated from slope standard error,Run05_analysis.png,ok
Run06.mca,93.956,5/20/2025 3:18,45797.14,5/20/2025,3:18:08 AM,9.998424,9.84 x 1.0161,2369,5353,1024,145.9378408,151.703624,249.1977764,183,0.302568824,0.242686375,0.495346336,-0.011480825,0.001295604,0.011480825,0.001295604,1.008694408,0.261597403,87.10175107,9.829381424,1-sigma propagated from slope standard error,Run06_analysis.png,ok
Run07.mca,90.004,5/20/2025 3:27,45797.14,5/20/2025,3:27:04 AM,9.998424,9.84 x 1.0161,4364,10074,1024,144.8895166,146.9861651,236.6178858,172,0.322094729,0.140454741,0.37697102,-0.009926117,0.001104454,0.009926117,0.001104454,1.363117347,0.213777719,100.7443275,11.20956702,1-sigma propagated from slope standard error,Run07_analysis.png,ok
Run08.mca,91.003,5/20/2025 3:31,45797.15,5/20/2025,3:31:55 AM,9.998424,9.84 x 1.0161,3953,10021,1024,139.1237334,153.2761104,249.7219385,184,0.39636087,0.159993015,0.402183018,-0.011618617,0.001062826,0.011618617,0.001062826,1.649113951,0.215961096,86.06876093,7.873234054,1-sigma propagated from slope standard error,Run08_analysis.png,ok
Run09.mca,92.003,5/20/2025 3:36,45797.15,5/20/2025,3:36:27 AM,9.998424,9.84 x 1.0161,4176,10740,1024,145.9378408,148.0344893,249.7219385,194,0.31642144,0.182099248,0.428947684,-0.009889006,0.001048971,0.009889006,0.001048971,1.331092356,0.21060911,101.1224015,10.72649972,1-sigma propagated from slope standard error,Run09_analysis.png,ok
Run10.mca,90.006,5/20/2025 3:41,45797.15,5/20/2025,3:41:28 AM,9.998424,9.84 x 1.0161,4427,9962,1024,128.6404912,151.1794619,249.7219385,187,0.400505871,0.136231869,0.371085766,-0.010629557,0.000956131,0.010629557,0.000956131,1.546172437,0.193122891,94.07729357,8.462271888,1-sigma propagated from slope standard error,Run10_analysis.png,ok
Run11.mca,112.78,5/20/2025 3:46,45797.16,5/20/2025,3:46:25 AM,9.998424,9.84 x 1.0161,5905,12815,1024,148.5586514,150.6552998,247.6252901,186,0.398079761,0.092761154,0.306217941,-0.008800695,0.000797797,0.008800695,0.000797797,1.275914801,0.160452317,113.6273871,10.30050537,1-sigma propagated from slope standard error,Run11_analysis.png,ok
Run12.mca,98.929,5/20/2025 3:52,45797.16,5/20/2025,3:52:43 AM,9.998424,9.84 x 1.0161,4357,9913,1024,145.4136787,154.3244346,245.0044795,174,0.307304461,0.161955253,0.40476963,-0.010181076,0.001165511,0.010181076,0.001165511,1.380469363,0.234725429,98.2214453,11.24420773,1-sigma propagated from slope standard error,Run12_analysis.png,ok
Run13.mca,92.966,5/20/2025 4:22,45797.18,5/20/2025,4:22:04 AM,9.998424,9.84 x 1.0161,3647,8438,1024,126.5438428,134.9304365,247.6252901,216,0.368730012,0.142203178,0.378856411,-0.008818145,0.000788721,0.008818145,0.000788721,0.924058478,0.153051419,113.4025378,10.14306514,1-sigma propagated from slope standard error,Run13_analysis.png,ok
Run14.mca,93.945,5/20/2025 4:34,45797.19,5/20/2025,4:34:40 AM,9.998424,9.84 x 1.0161,2932,7014,1024,140.6962197,142.7928682,248.6736143,202,0.283227585,0.224712673,0.476402981,-0.00970082,0.00109123,0.00970082,0.00109123,0.856264536,0.216041939,103.0840688,11.59576543,1-sigma propagated from slope standard error,Run14_analysis.png,ok
Run15.mca,92.983,5/20/2025 4:53,45797.20,5/20/2025,4:53:22 AM,9.998424,9.84 x 1.0161,2446,6128,1024,147.5103272,159.0418936,236.0937237,146,0.349687368,0.210595109,0.462082288,-0.015138259,0.001720346,0.015138259,0.001720346,1.743039477,0.341280862,66.05779531,7.506957412,1-sigma propagated from slope standard error,Run15_analysis.png,ok
Run16.mca,91.035,5/20/2025 5:25,45797.23,5/20/2025,5:25:56 AM,9.998424,9.84 x 1.0161,4120,9075,1024,142.7928682,152.2277862,248.1494522,183,0.404545741,0.13991465,0.376112574,-0.011103719,0.001001312,0.011103719,0.001001312,1.562690187,0.202158679,90.0599153,8.121432385,1-sigma propagated from slope standard error,Run16_analysis.png,ok
Run17.mca,103.847,5/21/2025 1:28,45798.06,5/21/2025,1:28:55 AM,9.998424,9.84 x 1.0161,2813,6701,1024,138.0754092,140.1720576,249.7219385,204,0.259637477,0.219794544,0.471137695,-0.008894205,0.001056744,0.008894205,0.001056744,0.616177731,0.207241975,112.4327556,13.35843845,1-sigma propagated from slope standard error,Run17_analysis.png,ok
Run18.mca,91.015,5/21/2025 2:01,45798.08,5/21/2025,2:01:53 AM,9.998424,9.84 x 1.0161,1805,4734,1024,132.8337881,189.967458,216.1755635,50,0.156334136,0.244010016,0.504159797,-0.027300098,0.009153811,0.027300098,0.009153811,4.079108171,1.85995734,36.62990476,12.28212466,1-sigma propagated from slope standard error,Run18_analysis.png,ok
Run19.mca,90.016,5/21/2025 2:08,45798.09,5/21/2025,2:08:05 AM,9.998424,9.84 x 1.0161,1175,3314,1024,134.4062744,176.3392432,199.9265381,45,0.225479254,0.260686211,0.522313269,-0.03976238,0.011238319,0.03976238,0.011238319,5.609211576,2.117758361,25.1494003,7.108150888,1-sigma propagated from slope standard error,Run19_analysis.png,ok
Run20.mca,98.904,5/21/2025 2:16,45798.09,5/21/2025,2:16:14 AM,9.998424,9.84 x 1.0161,722,2391,1024,140.1720576,166.3801631,191.0157823,43,0.247072097,0.16887105,0.4208428,-0.031340393,0.008544317,0.031340393,0.008544317,3.333071422,1.525234582,31.90770437,8.698982885,1-sigma propagated from slope standard error,Run20_analysis.png,ok
Run21.mca,91.984,5/21/2025 2:30,45798.10,5/21/2025,2:30:09 AM,9.998424,9.84 x 1.0161,3264,7352,1024,145.9378408,148.0344893,245.0044795,184,0.267553305,0.225856425,0.477847636,-0.010257727,0.001258051,0.010257727,0.001258051,1.11223909,0.249203581,97.48748797,11.95627892,1-sigma propagated from slope standard error,Run21_analysis.png,ok
Run22.mca,93.01,5/21/2025 2:36,45798.11,5/21/2025,2:36:15 AM,9.998424,9.84 x 1.0161,3921,8739,1024,149.6069756,154.8485967,248.6736143,178,0.32906247,0.143959274,0.381569358,-0.009835482,0.001058623,0.009835482,0.001058623,1.266144224,0.2149977,101.6726999,10.9433399,1-sigma propagated from slope standard error,Run22_analysis.png,ok
Run23.mca,100.907,5/21/2025 2:47,45798.12,5/21/2025,2:47:26 AM,9.998424,9.84 x 1.0161,5090,10855,1024,130.7371397,152.2277862,249.7219385,187,0.339706677,0.13026049,0.362861835,-0.009149125,0.0009378,0.009149125,0.0009378,1.30511109,0.190332925,109.300074,11.20342996,1-sigma propagated from slope standard error,Run23_analysis.png,ok
Run24.mca,91.022,5/21/2025 2:52,45798.12,5/21/2025,2:52:54 AM,9.998424,9.84 x 1.0161,4864,10342,1024,142.7928682,162.7110283,248.1494522,164,0.284545315,0.118798387,0.346792495,-0.008759497,0.001091282,0.008759497,0.001091282,1.309996769,0.225811951,114.1618108,14.22258992,1-sigma propagated from slope standard error,Run24_analysis.png,ok
Run25.mca,90.997,5/21/2025 3:22,45798.14,5/21/2025,3:22:09 AM,9.998424,9.84 x 1.0161,5335,11095,1024,135.4545987,148.0344893,242.383669,181,0.380447232,0.093476513,0.307442585,-0.008748072,0.000834407,0.008748072,0.000834407,1.360240775,0.164478984,114.310897,10.90317677,1-sigma propagated from slope standard error,Run25_analysis.png,ok
Run26.mca,90.011,5/21/2025 3:34,45798.15,5/21/2025,3:34:48 AM,9.998424,9.84 x 1.0161,6106,12761,1024,149.0828135,157.9935694,247.101128,171,0.425109363,0.101894906,0.321093075,-0.010608898,0.000949007,0.010608898,0.000949007,1.878015738,0.193780749,94.26049821,8.431962401,1-sigma propagated from slope standard error,Run26_analysis.png,ok
Run27.mca,96.932,5/21/2025 3:51,45798.16,5/21/2025,3:51:31 AM,9.998424,9.84 x 1.0161,8234,17119,1024,148.0344893,152.2277862,247.6252901,183,0.472738821,0.072717592,0.271147748,-0.009221421,0.00072387,0.009221421,0.00072387,1.84460387,0.146102353,108.4431506,8.512656382,1-sigma propagated from slope standard error,Run27_analysis.png,ok
Run28.mca,112.746,5/21/2025 3:56,45798.16,5/21/2025,3:56:59 AM,9.998424,9.84 x 1.0161,14041,30244,1024,143.3170303,151.703624,248.6736143,186,0.608339824,0.035834685,0.190326541,-0.008382789,0.000495862,0.008382789,0.000495862,2.094826753,0.100242186,119.292038,7.056415258,1-sigma propagated from slope standard error,Run28_analysis.png,ok
Run29.mca,90.986,5/21/2025 4:17,45798.18,5/21/2025,4:17:09 AM,9.998424,9.84 x 1.0161,6561,13921,1024,140.6962197,143.3170303,249.7219385,204,0.405740773,0.084860013,0.292745984,-0.007798085,0.000664012,0.007798085,0.000664012,1.385669682,0.132091166,128.2366147,10.91943081,1-sigma propagated from slope standard error,Run29_analysis.png,ok
Run30.mca,92.999,5/21/2025 4:33,45798.19,5/21/2025,4:33:59 AM,9.998424,9.84 x 1.0161,7098,13948,1024,148.0344893,150.1311377,249.7219385,191,0.346949372,0.102726605,0.322201271,-0.008083486,0.000806693,0.008083486,0.000806693,1.467590667,0.162955625,123.7090069,12.3455599,1-sigma propagated from slope standard error,Run30_analysis.png,ok
Run31.mca,113.743,5/21/2025 4:55,45798.21,5/21/2025,4:55:40 AM,9.998424,9.84 x 1.0161,8287,17021,1024,143.3170303,154.3244346,249.7219385,183,0.392168854,0.066343697,0.258991846,-0.007471801,0.000691418,0.007471801,0.000691418,1.392037045,0.140988491,133.8365393,12.38483818,1-sigma propagated from slope standard error,Run31_analysis.png,ok
Run32.mca,90.99,5/21/2025 5:01,45798.21,5/21/2025,5:01:37 AM,9.998424,9.84 x 1.0161,7170,14881,1024,149.6069756,153.8002725,249.7219385,184,0.339391418,0.095756817,0.311141591,-0.007966669,0.000823878,0.007966669,0.000823878,1.53325295,0.167801601,125.5229787,12.981032,1-sigma propagated from slope standard error,Run32_analysis.png,ok
Run33.mca,115.739,5/21/2025 5:13,45798.22,5/21/2025,5:13:54 AM,9.998424,9.84 x 1.0161,9970,20637,1024,146.462003,150.1311377,249.7219385,191,0.381289298,0.060484082,0.247232937,-0.006680387,0.000618995,0.006680387,0.000618995,1.374387062,0.125039847,149.6919253,13.87024008,1-sigma propagated from slope standard error,Run33_analysis.png,ok
Run34.mca,100.889,5/21/2025 5:24,45798.23,5/21/2025,5:24:43 AM,9.998424,9.84 x 1.0161,9707,20392,1024,141.2203819,150.1311377,246.5769659,185,0.493802409,0.049048683,0.2226763,-0.007814296,0.000584854,0.007814296,0.000584854,1.705867339,0.117157742,127.9705811,9.577850024,1-sigma propagated from slope standard error,Run34_analysis.png,ok
Run35.mca,91.988,5/21/2025 5:40,45798.24,5/21/2025,5:40:38 AM,9.998424,9.84 x 1.0161,15810,34408,1024,149.0828135,153.8002725,249.7219385,184,0.591023082,0.036832554,0.192969706,-0.008286714,0.000510968,0.008286714,0.000510968,2.383569389,0.104070387,120.6751009,7.440963163,1-sigma propagated from slope standard error,Run35_analysis.png,ok
Run36.mca,90.97,5/21/2025 5:57,45798.25,5/21/2025,5:57:47 AM,9.998424,9.84 x 1.0161,10513,21310,1024,134.4062744,145.9378408,248.6736143,197,0.510869556,0.040844071,0.203132923,-0.006929016,0.000485525,0.006929016,0.000485525,1.713665108,0.096883924,144.3206439,10.11273176,1-sigma propagated from slope standard error,Run36_analysis.png,ok
Run37.mca,91.007,5/21/2025 6:07,45798.25,5/21/2025,6:07:11 AM,9.998424,9.84 x 1.0161,11427,22185,1024,149.6069756,154.8485967,249.7219385,182,0.313962157,0.05224781,0.229844167,-0.005615117,0.000618668,0.005615117,0.000618668,1.558499753,0.12630188,178.0906717,19.6218659,1-sigma propagated from slope standard error,Run37_analysis.png,ok
Run38.mca,100.871,5/21/2025 6:25,45798.27,5/21/2025,6:25:45 AM,9.998424,9.84 x 1.0161,11795,22206,1024,146.462003,152.7519483,249.1977764,185,0.421303862,0.037874849,0.195675195,-0.005932087,0.000513937,0.005932087,0.000513937,1.535569659,0.104285407,168.5747404,14.60476343,1-sigma propagated from slope standard error,Run38_analysis.png,ok
Run39.mca,90.006,5/21/2025 6:33,45798.27,5/21/2025,6:33:16 AM,9.998424,9.84 x 1.0161,4174,8425,1024,148.5586514,153.8002725,247.6252901,180,0.297023303,0.12921522,0.361479012,-0.008579082,0.00098925,0.008579082,0.00098925,1.134717667,0.200374794,116.5625853,13.44077692,1-sigma propagated from slope standard error,Run39_analysis.png,ok
Run40.mca,94.954,5/21/2025 6:37,45798.28,5/21/2025,6:37:05 AM,9.998424,9.84 x 1.0161,11490,22488,1024,140.1720576,142.2687061,248.1494522,203,0.412326551,0.048153002,0.220526952,-0.005984096,0.000503904,0.005984096,0.000503904,1.574747019,0.099576934,167.1096268,14.07183795,1-sigma propagated from slope standard error,Run40_analysis.png,ok
Run41.mca,91.958,5/21/2025 6:42,45798.28,5/21/2025,6:42:09 AM,9.998424,9.84 x 1.0161,9791,19776,1024,140.6962197,150.1311377,249.7219385,191,0.481418595,0.052938037,0.23129684,-0.007670691,0.000579096,0.007670691,0.000579096,1.785204802,0.116980051,130.3663591,9.841961781,1-sigma propagated from slope standard error,Run41_analysis.png,ok
Run42.mca,91.005,5/21/2025 6:47,45798.28,5/21/2025,6:47:39 AM,9.998424,9.84 x 1.0161,8227,16675,1024,144.8895166,148.5586514,246.0528038,187,0.353325525,0.076213057,0.277555367,-0.007211887,0.000717329,0.007211887,0.000717329,1.51488228,0.142981084,138.6599569,13.79178729,1-sigma propagated from slope standard error,Run42_analysis.png,ok
Run43.mca,96.915,5/21/2025 6:53,45798.29,5/21/2025,6:53:01 AM,9.998424,9.84 x 1.0161,6608,14020,1024,141.2203819,143.3170303,249.7219385,204,0.408399209,0.081108713,0.286202323,-0.007665878,0.00064917,0.007665878,0.00064917,1.305254233,0.129138573,130.4482091,11.04674587,1-sigma propagated from slope standard error,Run43_analysis.png,ok
Run44.mca,92.973,5/21/2025 6:59,45798.29,5/21/2025,6:59:25 AM,9.998424,9.84 x 1.0161,3945,9193,1024,142.2687061,151.1794619,245.0044795,180,0.349502989,0.159981801,0.402218037,-0.010764585,0.001100739,0.010764585,0.001100739,1.430776597,0.220098933,92.89722018,9.499263245,1-sigma propagated from slope standard error,Run44_analysis.png,ok
Run45.mca,91.969,5/21/2025 7:07,45798.30,5/21/2025,7:07:40 AM,9.998424,9.84 x 1.0161,2282,5819,1024,130.7371397,132.8337881,249.7219385,219,0.317754983,0.198196252,0.447239248,-0.009043426,0.000899554,0.009043426,0.000899554,0.487124982,0.17383033,110.5775667,10.99920162,1-sigma propagated from slope standard error,Run45_analysis.png,ok
Run01.mca,128.561,7/9/2025 19:41,45847.82,7/9/2025,7:41:53 PM,9.998424,9.84 x 1.0161,130,486,1024,75.70011817,130.2129776,233.9970752,66,0.405056753,0.091951192,0.30793614,0.009648706,0.001461702,-0.009648706,0.001461702,-4.934620824,0.241386868,-103.6408425,15.70076377,1-sigma propagated from slope standard error,Run01_analysis.png,ok
Run02.mca,120,7/9/2025 19:49,45847.83,7/9/2025,7:49:58 PM,9.998424,9.84 x 1.0161,238,923,1024,76.22428028,170.0492979,239.7628584,43,0.38390357,0.04054546,0.206211753,0.007715168,0.001526394,-0.007715168,0.001526394,-4.519274409,0.30060158,-129.6148055,25.64342052,1-sigma propagated from slope standard error,Run02_analysis.png,ok
Run03.mca,120,7/9/2025 19:55,45847.83,7/9/2025,7:55:05 PM,9.998424,9.84 x 1.0161,371,1313,1024,75.70011817,137.5512471,166.9043252,45,0.151486041,0.26842822,0.530012503,-0.026551414,0.009582893,0.026551414,0.009582893,1.118058668,1.440635526,37.66277744,13.5931874,1-sigma propagated from slope standard error,Run03_analysis.png,ok
Run04.mca,120,7/9/2025 20:00,45847.83,7/9/2025,8:00:41 PM,9.998424,9.84 x 1.0161,452,1608,1024,75.70011817,146.462003,178.4358916,54,0.146988132,0.251173053,0.510718665,-0.022128634,0.007392466,0.022128634,0.007392466,0.858177598,1.197821598,45.19031675,15.09663363,1-sigma propagated from slope standard error,Run04_analysis.png,ok
Run05.mca,120,7/9/2025 20:59,45847.87,7/9/2025,8:59:26 PM,9.998424,9.84 x 1.0161,561,1702,1024,76.22428028,152.2277862,182.6291885,49,0.167501859,0.364628057,0.616558306,-0.030675731,0.009975342,0.030675731,0.009975342,2.527368757,1.661182177,32.5990601,10.60078363,1-sigma propagated from slope standard error,Run05_analysis.png,ok
Run06.mca,120,7/9/2025 21:14,45847.88,7/9/2025,9:14:18 PM,9.998424,9.84 x 1.0161,2205,5938,1024,75.70011817,114.4881143,249.7219385,252,0.507648419,0.184165746,0.430858529,-0.011256465,0.000701113,0.011256465,0.000701113,0.480569547,0.129570843,88.83783724,5.533298786,1-sigma propagated from slope standard error,Run06_analysis.png,ok
Run07.mca,120,7/9/2025 21:20,45847.89,7/9/2025,9:20:56 PM,9.998424,9.84 x 1.0161,2370,6183,1024,75.70011817,120.7780596,246.5769659,232,0.454861008,0.242503567,0.494582949,-0.012493869,0.000901877,0.012493869,0.000901877,0.754764358,0.167287533,80.03925501,5.777678719,1-sigma propagated from slope standard error,Run07_analysis.png,ok
Run08.mca,120,7/9/2025 21:25,45847.89,7/9/2025,9:25:54 PM,9.998424,9.84 x 1.0161,2673,6641,1024,76.22428028,119.7297354,249.1977764,243,0.496986957,0.167244595,0.410648897,-0.011001168,0.000712931,0.011001168,0.000712931,0.654571895,0.13328336,90.89944232,5.890739599,1-sigma propagated from slope standard error,Run08_analysis.png,ok
Run09.mca,120,7/9/2025 21:30,45847.90,7/9/2025,9:30:12 PM,9.998424,9.84 x 1.0161,1696,4567,1024,75.70011817,118.157249,246.5769659,231,0.362776034,0.207577298,0.457591739,-0.009477566,0.000830053,0.009477566,0.000830053,-0.063270329,0.151941437,105.5123269,9.240856277,1-sigma propagated from slope standard error,Run09_analysis.png,ok
Run10.mca,120,7/9/2025 21:34,45847.90,7/9/2025,9:34:32 PM,9.998424,9.84 x 1.0161,1934,4921,1024,76.22428028,122.3505459,248.1494522,230,0.400474038,0.212596226,0.463099455,-0.010480063,0.000849206,0.010480063,0.000849206,0.230769467,0.158621935,95.41927168,7.731886806,1-sigma propagated from slope standard error,Run10_analysis.png,ok
Run11.mca,120,7/9/2025 21:39,45847.90,7/9/2025,9:39:14 PM,9.998424,9.84 x 1.0161,1426,4251,1024,75.17595606,108.7223311,246.0528038,239,0.367173657,0.225417672,0.476780799,-0.009618083,0.000820202,0.009618083,0.000820202,-0.240786728,0.144402118,103.9708218,8.866328561,1-sigma propagated from slope standard error,Run11_analysis.png,ok
Run12.mca,120,7/9/2025 21:44,45847.91,7/9/2025,9:44:42 PM,9.998424,9.84 x 1.0161,2360,6078,1024,76.22428028,117.1089248,248.1494522,243,0.38980897,0.198512819,0.4473927,-0.00945159,0.000761734,0.00945159,0.000761734,0.267858547,0.140955282,105.8023048,8.526947759,1-sigma propagated from slope standard error,Run12_analysis.png,ok
Run13.mca,120,7/9/2025 21:48,45847.91,7/9/2025,9:48:50 PM,9.998424,9.84 x 1.0161,2755,6774,1024,76.22428028,124.4471944,249.7219385,234,0.356820429,0.200757067,0.449986368,-0.009280895,0.000818064,0.009280895,0.000818064,0.403890156,0.154911018,107.7482306,9.497458841,1-sigma propagated from slope standard error,Run13_analysis.png,ok
Run14.mca,120,7/9/2025 21:53,45847.91,7/9/2025,9:53:13 PM,9.998424,9.84 x 1.0161,2184,5718,1024,76.22428028,109.7706553,249.7219385,257,0.424555128,0.19424911,0.442462012,-0.009504344,0.000692926,0.009504344,0.000692926,0.125754177,0.12606669,105.2150415,7.670833524,1-sigma propagated from slope standard error,Run14_analysis.png,ok
Run15.mca,120,7/9/2025 21:57,45847.91,7/9/2025,9:57:09 PM,9.998424,9.84 x 1.0161,1501,3909,1024,76.22428028,120.7780596,249.7219385,222,0.347375818,0.223673168,0.475085845,-0.009528328,0.000880516,0.009528328,0.000880516,-0.185042295,0.162124062,104.9502104,9.698481975,1-sigma propagated from slope standard error,Run15_analysis.png,ok
Run16.mca,120,7/9/2025 22:02,45847.92,7/9/2025,10:02:28 PM,9.998424,9.84 x 1.0161,1698,4243,1024,76.22428028,128.6404912,249.7219385,218,0.353052233,0.241543061,0.493740388,-0.010488955,0.000966096,0.010488955,0.000966096,0.135217919,0.183541985,95.33837945,8.781243454,1-sigma propagated from slope standard error,Run16_analysis.png,ok
Run17.mca,120,7/9/2025 22:09,45847.92,7/9/2025,10:09:26 PM,9.998424,9.84 x 1.0161,2154,5651,1024,75.70011817,118.6814112,243.9561553,226,0.425789109,0.168072381,0.411792457,-0.010015722,0.000777135,0.010015722,0.000777135,0.279875742,0.141300672,99.84302186,7.746974854,1-sigma propagated from slope standard error,Run17_analysis.png,ok
Run18.mca,120,7/9/2025 22:13,45847.93,7/9/2025,10:13:47 PM,9.998424,9.84 x 1.0161,2511,6393,1024,76.22428028,123.9230322,242.9078311,221,0.428862466,0.219097758,0.470211283,-0.011974356,0.000933773,0.011974356,0.000933773,0.73992655,0.172743781,83.51179563,6.512340452,1-sigma propagated from slope standard error,Run18_analysis.png,ok
Run19.mca,120,7/9/2025 22:17,45847.93,7/9/2025,10:17:35 PM,9.998424,9.84 x 1.0161,1379,3329,1024,75.70011817,121.3022217,240.2870206,208,0.246836518,0.184004019,0.431034182,-0.007443292,0.000905881,0.007443292,0.000905881,-0.580479558,0.162704953,134.3491633,16.3508855,1-sigma propagated from slope standard error,Run19_analysis.png,ok
Run21.mca,120,7/9/2025 22:28,45847.94,7/9/2025,10:28:22 PM,9.998424,9.84 x 1.0161,1283,3194,1024,76.22428028,135.9787608,240.8111827,183,0.237333984,0.236286408,0.488771222,-0.00906222,0.001207487,0.00906222,0.001207487,-0.326035893,0.226760382,110.3482356,14.70324989,1-sigma propagated from slope standard error,Run21_analysis.png,ok
Run22.mca,120,7/9/2025 22:47,45847.95,7/9/2025,10:47:08 PM,9.998424,9.84 x 1.0161,1647,4069,1024,75.17595606,109.7706553,247.101128,251,0.275275812,0.216315253,0.46696116,-0.007304596,0.000751102,0.007304596,0.000751102,-0.494421623,0.135593704,136.9001197,14.07688316,1-sigma propagated from slope standard error,Run22_analysis.png,ok
Run23.mca,120,7/9/2025 22:51,45847.95,7/9/2025,10:51:22 PM,9.998424,9.84 x 1.0161,1235,3246,1024,75.17595606,119.7297354,247.6252901,217,0.149705978,0.270183115,0.522203453,-0.006199189,0.001007583,0.006199189,0.001007583,-0.923662172,0.182849271,161.3114186,26.21868294,1-sigma propagated from slope standard error,Run23_analysis.png,ok
Run24.mca,120,7/9/2025 22:55,45847.96,7/9/2025,10:55:17 PM,9.998424,9.84 x 1.0161,333,902,1024,75.70011817,139.6478955,164.2835147,40,0.161602028,0.169873465,0.42286425,-0.024435159,0.009028697,0.024435159,0.009028697,0.730015769,1.371316988,40.92463603,15.12149514,1-sigma propagated from slope standard error,Run24_analysis.png,ok
Run25.mca,120,7/9/2025 22:59,45847.96,7/9/2025,10:59:05 PM,9.998424,9.84 x 1.0161,682,1696,1024,141.744544,203.5956729,235.0453995,32,0.123915098,0.175532212,0.432705858,-0.016355528,0.007939898,0.016355528,0.007939898,1.100573372,1.728379865,61.14140664,29.68149587,1-sigma propagated from slope standard error,Run25_analysis.png,ok
Run26.mca,120,7/9/2025 23:03,45847.96,7/9/2025,11:03:38 PM,9.998424,9.84 x 1.0161,351,899,1024,144.8895166,152.2277862,182.1050264,42,0.195748509,0.192817646,0.449953918,-0.024290185,0.007784801,0.024290185,0.007784801,1.203210105,1.295737797,41.16889193,13.19428584,1-sigma propagated from slope standard error,Run26_analysis.png,ok
Run27.mca,120,7/9/2025 23:07,45847.96,7/9/2025,11:07:13 PM,9.998424,9.84 x 1.0161,579,1610,1024,76.22428028,162.7110283,197.8298897,58,0.138050278,0.244274605,0.502989759,-0.019483211,0.006505622,0.019483211,0.006505622,0.928514851,1.170227296,51.3262411,17.13830117,1-sigma propagated from slope standard error,Run27_analysis.png,ok
Run28.mca,120,7/9/2025 23:11,45847.97,7/9/2025,11:11:20 PM,9.998424,9.84 x 1.0161,933,2550,1024,76.22428028,118.157249,240.8111827,197,0.180765493,0.236743622,0.489051901,-0.006867081,0.00104689,0.006867081,0.00104689,-1.051041988,0.183347538,145.6222753,22.20019861,1-sigma propagated from slope standard error,Run28_analysis.png,ok
Run29.mca,120,7/9/2025 23:15,45847.97,7/9/2025,11:15:50 PM,9.998424,9.84 x 1.0161,1271,3415,1024,75.17595606,118.6814112,247.6252901,210,0.229018621,0.264446823,0.516710345,-0.007915571,0.001007018,0.007915571,0.001007018,-0.578755287,0.180953609,126.3332712,16.07209984,1-sigma propagated from slope standard error,Run29_analysis.png,ok
Run30.mca,120,7/9/2025 23:20,45847.97,7/9/2025,11:20:32 PM,9.998424,9.84 x 1.0161,1444,3924,1024,76.22428028,126.0196807,246.5769659,211,0.450834209,0.157745166,0.399067273,-0.010735359,0.000819571,0.010735359,0.000819571,0.045648851,0.151833621,93.15012546,7.111375446,1-sigma propagated from slope standard error,Run30_analysis.png,ok
Run31.mca,120,7/9/2025 23:24,45847.98,7/9/2025,11:24:23 PM,9.998424,9.84 x 1.0161,1180,3073,1024,75.17595606,117.1089248,239.2386963,203,0.232575328,0.226679547,0.478471593,-0.007840697,0.001004599,0.007840697,0.001004599,-0.678354992,0.176328472,127.5396855,16.34117839,1-sigma propagated from slope standard error,Run31_analysis.png,ok
Run32.mca,120,7/9/2025 23:27,45847.98,7/9/2025,11:27:36 PM,9.998424,9.84 x 1.0161,822,2160,1024,75.70011817,127.592167,247.101128,185,0.087545616,0.229288349,0.481450135,-0.004596153,0.001096875,0.004596153,0.001096875,-1.522879413,0.199588209,217.5732522,51.92402343,1-sigma propagated from slope standard error,Run32_analysis.png,ok
