Run #,Spectral Temp,Error,Sum Counts,Livetimes,Coeff A,Coeff B,Coeff C,Coeff D
Run01,13.427712944086982,0.832209497633746,1.3365755854433374,300.0,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
Run02,12.55103927825943,0.7282247452935245,2.015342172053119,300.0,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
Run03,12.110669291404834,0.6208769876579141,2.655266448914849,300.0,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
Run04,13.124922566979503,0.7561208240889608,3.780429758018659,301.989,1.7778896868735157,-0.016348752930314084,5.2604869386530106e-05,-5.623965800395695e-08
